Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5302 160.6134 109.9152 4.324e-16 3.272e-16 1.123e-16 529.5231 349.27
DG5303 162.0987 109.1725 1.809e-16 1.363e-16 6.489e-17 236.3154 354.67
DG5304 162.2033 107.7167 1.668e-16 1.264e-16 6.048e-17 204.0138 356.6
DG5305 159.2574 110.7951 1.11e-16 9.92e-17 3.821e-17 263.3257 357.43
DG5306 160.0614 108.7676 1.751e-16 1.382e-16 5.44e-17 186.9302 350.23
DG5307 161.3772 110.6391 1.123e-16 9.854e-17 4.079e-17 241.3639 354.79
DG5308 160.0118 108.8223 1.2e-16 8.953e-17 4.888e-17 321.7151 358.5
DG5309 158.802 110.8674 1.726e-16 1.438e-16 5.79e-17 209.6476 356.32
DG5310 159.6568 109.4084 1.513e-16 1.341e-16 5.593e-17 136.8658 354.74
DG5311 160.2175 112.5435 1.472e-16 1.201e-16 5.181e-17 193.2264 357.0
DG5312 160.5024 108.1531 2.319e-16 1.809e-16 7.244e-17 184.682 350.78
DG5313 159.9175 111.1536 1.583e-16 1.286e-16 5.885e-17 192.6381 359.46
DG5314 161.4848 109.2072 2.418e-16 1.878e-16 6.766e-17 221.2728 354.31
DG5315 162.004 107.838 2.301e-16 1.853e-16 7.783e-17 184.9039 355.52
DG5316 161.3483 108.9777 1.722e-16 1.427e-16 5.532e-17 248.9676 351.57
DG5317 161.6448 110.6471 1.273e-16 1.074e-16 4.259e-17 328.7236 356.98
DG5318 162.543 108.1073 1.601e-16 1.344e-16 5.674e-17 175.4426 357.96
DG5319 159.8208 110.4262 1.075e-16 8.699e-17 3.985e-17 310.4471 357.6
DG5320 159.805 110.8652 1.619e-16 1.268e-16 5.495e-17 207.7515 349.09
DG5321 158.8879 110.8352 1.072e-16 9.712e-17 4.287e-17 186.4405 351.45
DG5322 161.1161 109.8241 1.342e-16 9.252e-17 4.138e-17 429.4878 352.67
DG5323 159.6667 108.7371 1.242e-16 1.024e-16 4.009e-17 248.1224 357.28
DG5324 159.9299 108.7675 1.687e-16 1.27e-16 5.797e-17 186.4556 354.74
DG5325 162.1089 108.4135 1.181e-16 8.752e-17 3.806e-17 257.9675 357.34
DG5326 159.5876 110.1849 1.042e-16 8.974e-17 3.946e-17 311.7492 348.63
DG5327 162.5555 109.863 2.343e-16 1.894e-16 6.758e-17 214.1801 359.79
DG5328 159.4188 107.8302 1.133e-16 9.342e-17 4.188e-17 231.6305 349.6
DG5329 159.9963 109.9912 1.209e-16 9.959e-17 4.58e-17 312.7846 351.5
DG5330 161.4097 112.0199 1.934e-16 1.429e-16 6.431e-17 216.6992 359.05
DG5331 161.2442 109.8123 1.042e-16 9.056e-17 3.702e-17 396.253 351.15
DG5332 161.6663 109.2835 1.742e-16 1.323e-16 5.706e-17 218.0196 352.2
DG5333 160.2838 109.3421 1.485e-16 1.206e-16 5.698e-17 185.8098 357.55
