Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2228 45.703 55.6986 1.407e-15 1.233e-15 4.886e-16 171.8345 293.9
DG2229 45.4331 55.4919 6.601e-26 1.635e-27 7.151e-33 155.5205 295.16
DG2230 45.655 55.1779 6.488e-26 1.514e-27 6.978e-33 171.8916 293.81
DG4399 29.695 51.6886 4.307e-15 3.239e-15 1.082e-15 342.3895 287.42
DG4400 30.4936 51.1153 7.459e-26 1.741e-27 7.423e-33 197.5596 286.33
DG4401 29.7068 51.7991 1.116e-15 9.087e-16 4.286e-16 178.5211 284.26
DG4402 30.1043 50.986 1.638e-15 1.321e-15 6.128e-16 164.8685 287.59
DG4403 29.5622 51.6766 6.017e-26 1.632e-27 7.742999999999999e-33 222.4145 285.47
DG4404 30.403 51.5865 1.598e-15 1.137e-15 5.321e-16 172.4358 287.55
DG4405 29.8091 50.7086 6.467000000000001e-26 1.527e-27 8.111e-33 207.7732 284.99
DG4406 30.4365 51.7487 1.819e-15 1.4e-15 6.446e-16 146.3825 286.66
DG4407 28.9001 51.7478 1.841e-15 1.498e-15 6.454e-16 210.7114 287.27
DG4408 29.1584 51.0866 1.65e-15 1.391e-15 6.567e-16 193.1309 285.49
DG4409 29.5789 52.1538 1.831e-15 1.378e-15 6.48e-16 216.3875 285.0
DG4410 29.5502 50.9735 1.782e-15 1.475e-15 6.995e-16 162.6487 283.63
DG4411 29.0873 51.7935 1.626e-15 1.252e-15 5.566e-16 154.9843 284.37
DG4495 34.1597 37.3328 1.199e-15 1.137e-15 4.884e-16 152.0454 291.73
DG4496 33.8091 37.5344 1.644e-15 1.368e-15 5.532e-16 151.5018 291.85
DG4497 34.354 37.7683 5.363e-26 1.6179999999999998e-27 7.219e-33 153.7433 291.19
DG4498 34.7691 37.3825 1.251e-15 1.047e-15 4.608e-16 151.659 291.82
