Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0632 220.392 55.4052 1.314e-14 9.51e-15 3.207e-15 917.2316 158.33
DG0633 220.6387 54.6012 3.262e-15 2.75e-15 1.144e-15 349.844 161.12
DG0634 221.7705 55.3023 4.582e-15 3.587e-15 1.624e-15 239.1229 157.93
DG0635 221.5427 56.3873 1.139e-25 3e-27 1.351e-32 316.3784 159.32
DG0636 220.3635 55.5839 5.852e-15 4.355e-15 1.848e-15 324.9851 160.89
DG0637 220.0536 55.9071 1.0230000000000001e-25 2.879e-27 1.178e-32 354.1128 158.19
DG0638 218.8953 56.1318 4.897e-15 3.549e-15 1.669e-15 280.1776 159.79
DG0639 220.6681 54.1286 4.968e-15 3.572e-15 1.706e-15 305.4864 160.75
DG0640 222.4793 55.5584 6.805e-15 4.796e-15 2.327e-15 393.4268 159.77
DG0641 220.5872 56.3909 4.355e-15 3.812e-15 1.505e-15 270.8926 156.6
DG0642 219.7303 54.4037 4.607e-15 3.612e-15 1.576e-15 290.4356 159.42
DG0643 219.8356 54.7972 3.388e-15 3e-15 1.33e-15 561.2747 156.64
DG0644 221.6121 55.8013 5.013e-15 3.967e-15 1.937e-15 338.7703 160.1
