Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1860 83.1609 43.5855 8.442e-15 7.045e-15 2.206e-15 800.2468 162.97
DG1861 84.6706 43.1836 4.994e-15 3.73e-15 1.432e-15 264.2758 165.4
DG1862 85.1928 41.815 2.272e-15 1.851e-15 7.726e-16 297.3176 166.81
DG1863 84.238 40.7878 3.634e-15 3.036e-15 1.32e-15 285.4217 163.62
DG1864 83.1712 42.3101 3.11e-15 2.652e-15 1.082e-15 241.7039 166.39
DG1865 85.3932 43.9508 2.554e-15 2.267e-15 9.686e-16 432.7528 167.69
DG1866 84.1264 44.2236 2.909e-15 2.497e-15 1.033e-15 212.1548 167.88
DG1867 80.6761 41.7917 3.285e-15 2.746e-15 1.298e-15 256.4637 163.99
DG1868 82.8751 45.3164 3.438e-15 2.816e-15 1.3e-15 265.7647 162.2
DG1869 81.3751 43.5911 2.901e-15 2.359e-15 9.412e-16 232.7421 163.88
DG1870 83.0829 46.4058 2.266e-15 1.764e-15 7.265e-16 319.086 164.75
DG1871 87.2015 43.9613 3.747e-15 3.008e-15 1.328e-15 249.1808 164.33
DG1872 81.6494 43.72 8.661000000000001e-26 2.388e-27 9.561e-33 264.8469 163.94
DG1873 87.3934 43.0082 2.289e-15 1.957e-15 8.527e-16 239.9302 165.16
DG1874 80.9597 45.8882 3.834e-15 2.92e-15 1.229e-15 258.4789 161.61
DG1875 84.4176 45.5749 8.519000000000001e-26 2.432e-27 1.039e-32 317.4437 167.09
DG1876 82.4274 44.9509 8.877000000000001e-26 2.534e-27 1.172e-32 297.5291 160.84
DG1877 84.1506 44.0578 4.931e-15 3.688e-15 1.487e-15 281.4694 165.48
DG1878 82.382 41.5255 3.117e-15 2.608e-15 1.146e-15 257.7914 161.34
DG1879 84.1822 45.9464 2.835e-15 2.446e-15 1.057e-15 244.65 165.4
DG1880 83.0087 44.2013 2.108e-15 1.665e-15 7.557e-16 350.7863 161.32
DG1881 82.6919 42.2911 2.538e-15 1.996e-15 9.321e-16 405.4079 166.24
DG1882 82.3616 43.4041 2.217e-15 1.881e-15 8.056e-16 321.9464 166.87
DG1883 80.1645 42.6621 9.787000000000001e-26 2.479e-27 1.0540000000000001e-32 242.2469 165.93
DG1884 79.3623 45.5859 2.282e-15 1.809e-15 7.679e-16 248.7674 165.54
DG1885 81.0911 42.9963 8.539000000000001e-26 2.51e-27 1.142e-32 254.5751 161.01
DG1886 81.3302 41.0691 3.645e-15 3.234e-15 1.466e-15 235.6687 164.12
DG1887 80.2339 41.3249 2.612e-15 2.011e-15 8.904e-16 251.4211 164.92
DG1888 79.0572 44.8479 9.476000000000001e-26 2.361e-27 1.181e-32 274.4963 165.43
DG1889 80.2301 42.4008 2.852e-15 2.549e-15 1.015e-15 224.8886 166.38
DG1890 83.8393 44.8173 4.053e-15 3.094e-15 1.432e-15 262.5077 165.24
DG1891 84.8311 42.5813 3.233e-15 2.704e-15 1.189e-15 251.7663 156.86
DG1892 81.0095 43.6476 2.888e-15 1.988e-15 9.299e-16 446.799 163.22
DG1893 82.4963 42.8215 5.249e-15 4.252e-15 1.599e-15 222.0188 161.54
DG1894 86.0409 42.8011 2.318e-15 1.895e-15 8.527e-16 329.7021 167.49
