Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1683 177.9807 111.2363 2.405e-16 2.212e-16 1.021e-16 65.4052 762.59
DG1684 178.0757 111.332 2.268e-16 1.755e-16 8.409e-17 53.3743 761.24
DG1685 178.0424 111.2487 2.638e-16 2.214e-16 1.039e-16 62.4652 761.96
DG2560 181.753 72.8817 6.61e-16 5.113e-16 1.792e-16 164.0691 747.83
DG2561 181.6788 72.8759 7.135e-26 1.846e-27 1.022e-32 67.5695 752.42
DG2562 181.8157 72.7458 1.725e-16 1.363e-16 6.434e-17 144.9169 752.34
DG2563 181.9339 72.7883 3.385e-16 2.822e-16 1.096e-16 75.442 752.24
DG2564 181.9616 72.6715 2.513e-16 2.005e-16 8.77e-17 48.3066 750.23
DG2565 181.7685 73.1628 7.283e-26 2.221e-27 9.492999999999999e-33 72.7479 751.11
DG2566 181.6956 73.2296 2.93e-16 2.288e-16 1.031e-16 73.6545 749.26
DG2567 181.7082 72.9972 7.829e-26 1.871e-27 9.618999999999999e-33 73.0232 749.9
DG2568 181.6074 72.7963 1.696e-16 1.365e-16 7.092e-17 136.4348 747.37
DG2569 181.6297 72.7524 7.615e-26 1.9899999999999998e-27 9.707999999999999e-33 71.7518 748.77
DG2570 181.7061 72.8344 2.469e-16 2.082e-16 8.363e-17 65.1726 749.95
DG2571 182.158 72.9683 8.333000000000001e-26 1.916e-27 9.058999999999999e-33 75.9687 752.85
DG2572 181.3717 72.7302 2.431e-16 2.019e-16 9.44e-17 58.7531 750.98
DG2573 181.998 72.8993 2.68e-16 2.34e-16 1.054e-16 65.9801 747.73
DG2574 182.1199 72.8037 3.708e-16 3.106e-16 1.21e-16 65.9847 748.2
DG2575 181.7166 72.9577 2.72e-16 2.345e-16 1.073e-16 69.6583 752.83
DG5275 178.6202 68.0564 2.847e-16 2.294e-16 1.081e-16 65.1284 710.64
DG5276 178.6096 68.0594 2.73e-16 2.316e-16 1.029e-16 63.2462 710.29
