Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG4682 189.732 13.897 6.265e-16 5.181e-16 1.785e-16 100.7723 841.06
DG4683 188.8479 13.9699 2.305e-16 2.036e-16 1.023e-16 70.648 842.28
DG4684 190.6054 13.9376 2.309e-16 1.993e-16 8.338e-17 57.5538 841.44
DG4685 191.0852 13.9332 3.886e-16 2.505e-16 1.134e-16 66.7049 842.08
DG4686 190.9392 13.9602 2.374e-16 1.935e-16 8.419e-17 48.3119 840.65
DG4687 189.2493 13.9955 2.154e-16 1.924e-16 8.486e-17 56.7763 842.16
DG4688 190.0934 14.0083 2.611e-16 2.071e-16 9.951e-17 66.1407 842.26
DG4689 190.0361 14.0269 2.428e-16 1.787e-16 8.744e-17 60.077 842.6
DG4690 189.5866 14.0059 2.057e-16 1.838e-16 8.876e-17 57.4773 842.29
DG4691 189.5389 13.6624 2.723e-16 2.16e-16 1.057e-16 62.3225 840.65
DG4692 188.909 13.9875 3.243e-16 2.703e-16 1.171e-16 68.3601 842.81
DG4693 189.9798 13.8169 7.672000000000001e-26 2.223e-27 1.049e-32 59.4573 842.4
