Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG4954 227.8088 13.3966 1.568e-15 1.14e-15 3.692e-16 221.9536 515.93
DG4955 227.2719 13.9169 6.286e-16 5.262e-16 2.235e-16 111.9051 516.28
DG4956 229.776 12.851 5.362e-16 3.912e-16 2.088e-16 90.0375 518.68
DG4957 231.2252 13.9674 5.199e-16 4.141e-16 1.894e-16 93.1364 517.09
DG4958 230.7272 13.4028 5.227e-16 4.478e-16 1.741e-16 92.5338 518.46
DG4959 225.737 13.3784 5.91e-16 4.51e-16 1.887e-16 79.6484 518.78
DG4960 228.2875 13.0392 5.301e-16 4.28e-16 2.052e-16 97.075 516.95
DG4961 228.4755 13.776 5.579e-16 4.593e-16 1.996e-16 96.2325 517.99
DG4962 226.5974 12.9476 3.856e-16 3.734e-16 1.528e-16 188.6413 518.48
DG4963 227.6236 13.086 3.419e-16 2.954e-16 1.368e-16 147.1296 516.76
DG4964 229.5074 13.1097 5.552e-26 1.424e-27 6.534e-33 125.9107 519.15
DG4965 226.465 13.6636 3.676e-16 3.232e-16 1.406e-16 209.6373 515.73
DG4966 229.646 12.7669 3.562e-16 2.996e-16 1.274e-16 124.1765 518.83
DG4967 227.5408 14.2925 5.765e-16 4.764e-16 2.16e-16 115.7094 514.97
DG4968 226.0321 13.0995 4.611e-16 3.631e-16 1.527e-16 160.2562 517.54
DG4969 227.6219 13.4364 5.739e-16 4.776e-16 2.2e-16 101.23 519.14
DG4970 226.2494 13.6863 4.445e-16 3.471e-16 1.553e-16 164.9499 518.49
DG4971 227.6679 12.3624 5.475e-26 1.407e-27 6.891e-33 133.7054 518.23
DG4972 224.9888 12.7297 6.044e-16 4.735e-16 2.192e-16 102.0177 518.16
DG4973 229.0122 14.0419 5.495e-26 1.543e-27 7.572e-33 114.2102 517.44
DG4974 229.9287 13.6927 6.221e-16 5.103e-16 2.465e-16 110.7655 519.57
DG4975 227.654 12.9274 4.164e-16 3.284e-16 1.62e-16 172.9291 519.86
DG4976 230.2001 13.4126 3.982e-16 3.303e-16 1.387e-16 96.186 520.85
DG4977 228.0395 12.5408 5.233e-26 1.317e-27 6.155e-33 121.0896 519.07
DG4978 227.068 13.2317 5.329e-16 4.211e-16 1.768e-16 88.7386 518.81
DG4979 224.8805 12.7957 5.706e-26 1.53e-27 6.732e-33 124.6791 516.84
DG4980 229.2452 13.781 3.863e-16 2.471e-16 1.354e-16 123.1349 519.98
