Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1619 280.6693 131.7977 7.214e-16 5.935e-16 2.036e-16 168.997 744.36
DG1620 280.4 132.074 2.784e-16 2.548e-16 1.057e-16 63.497 746.07
DG1621 281.038 131.1652 2.656e-16 2.135e-16 8.648e-17 65.1374 746.03
DG1622 280.1462 132.1722 2.506e-16 2.213e-16 9.395e-17 67.3082 748.5
DG1623 279.993 132.3312 7.218e-26 1.948e-27 9.882999999999999e-33 68.8275 744.25
DG1624 280.8053 132.2649 1.698e-16 1.55e-16 7.204e-17 106.7986 746.26
DG1625 280.485 131.8213 1.899e-16 1.526e-16 6.248e-17 165.8731 743.77
DG1626 281.1615 131.7258 2.799e-16 2.14e-16 9.033e-17 58.1893 748.39
DG1627 280.464 131.328 2.092e-16 1.636e-16 6.525e-17 97.4469 743.49
DG1628 281.2951 132.1639 7.008000000000001e-26 1.8649999999999998e-27 8.683e-33 77.2065 743.65
DG1629 280.322 132.0443 1.929e-16 1.646e-16 8.142e-17 124.1902 748.24
DG1630 280.5285 131.1676 7.744e-26 1.959e-27 8.772e-33 65.5383 744.19
DG1631 280.3382 131.6866 1.736e-16 1.449e-16 6.582e-17 131.6513 743.73
DG1632 280.4255 132.082 2.722e-16 2.43e-16 1.149e-16 68.2342 747.82
DG1633 280.336 131.7419 2.104e-16 1.653e-16 7.369e-17 96.0757 744.47
DG1634 279.7014 132.0691 2.75e-16 2.415e-16 1.163e-16 71.0675 743.92
DG1635 281.5133 131.5177 2.7e-16 2.055e-16 9.554e-17 60.492 748.51
DG1636 279.8943 131.5302 6.908e-26 2.024e-27 8.493999999999999e-33 86.1188 746.7
DG1637 281.1378 131.6792 2.513e-16 2.022e-16 9.845e-17 63.9782 744.54
DG1638 281.0146 132.0777 2.216e-16 1.803e-16 7.652e-17 131.501 744.99
DG1639 281.5174 131.8362 3.983e-16 3.137e-16 1.176e-16 57.4655 746.17
DG1640 280.7136 132.3175 3.678e-16 2.954e-16 1.24e-16 69.6394 742.32
DG1641 281.5224 132.2844 7.078000000000001e-26 1.78e-27 9.248999999999999e-33 74.4316 744.05
DG1642 281.1836 131.2448 7.427e-26 1.893e-27 9.31e-33 86.6177 743.83
DG1643 281.6015 132.2714 6.607000000000001e-26 1.818e-27 8.44e-33 75.2403 749.31
DG1644 280.2565 131.2185 7.133000000000001e-26 1.777e-27 9.833999999999999e-33 87.7268 744.64
DG1645 280.4518 131.5844 6.788e-26 2.076e-27 8.622e-33 75.6332 746.02
DG1646 280.4172 131.638 1.663e-16 1.56e-16 5.916e-17 159.0883 745.89
