Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
LeftDG022,25.9700,-31.3850,1.431e-17,1.068e-17,4.684e-18,153.6825,-1105.62
LeftDG023,25.9070,-31.4311,1.472e-17,1.284e-17,5.586e-18,139.6708,-1104.03
LeftDG024,25.7007,-31.2866,2.303e-17,1.816e-17,8.564e-18,84.7006,-1108.31
LeftDG025,26.0444,-31.1044,2.195e-17,1.795e-17,8.335e-18,62.534,-1107.62
LeftDG026,26.0489,-31.4370,1.457e-17,1.192e-17,5.329e-18,131.1357,-1105.38
LeftDG027,26.2149,-31.3868,2.208e-17,1.699e-17,8.097e-18,85.1928,-1106.81
LeftDG028,26.0846,-31.1651,2.081e-17,1.742e-17,7.654e-18,60.2858,-1104.21
LeftDG029,26.0275,-31.4767,2.104e-17,1.592e-17,8.513e-18,63.0577,-1107.57
LeftDG030,25.7671,-31.1576,1.542e-17,1.212e-17,5.401e-18,84.2729,-1105.69
LeftDG082,-7.5535,-21.2584,2.055e-17,1.701e-17,8.204e-18,189.6314,-890.06
LeftDG083,-7.4323,-21.0750,2.742e-17,2.430e-17,9.715e-18,72.8785,-893.4
LeftDG084,-7.8000,-21.3157,4.077e-17,3.412e-17,1.397e-17,86.3928,-890.44
LeftDG085,-7.4856,-21.0082,4.111e-17,3.460e-17,1.468e-17,99.848,-890.59
LeftDG086,-7.4344,-21.0627,3.252e-17,2.379e-17,1.115e-17,88.383,-893.4
LeftDG087,-7.3170,-21.2233,1.980e-17,1.767e-17,7.522e-18,77.3197,-893.44
LeftDG088,-7.8076,-21.1904,2.948e-17,2.229e-17,1.078e-17,78.7783,-889.88
LeftDG089,-7.4962,-21.5116,3.129e-17,2.404e-17,1.103e-17,70.8793,-892.42
LeftDG156,-0.1654,-10.3399,6.404e-18,5.888e-18,2.716e-18,39.922,-1640.27
LeftDG162,39.9407,9.1839,1.064e-17,9.246e-18,3.869e-18,68.4926,-1259.53
LeftDG163,39.7865,9.2058,1.379e-17,1.324e-17,5.565e-18,53.8601,-1260.39
LeftDG164,40.0532,9.2894,1.617e-17,1.352e-17,6.007e-18,80.9398,-1259.34
LeftDG262,-42.5237,-38.5033,1.606e-17,1.363e-17,5.961e-18,110.4099,-1005.14
LeftDG263,-42.4824,-38.2801,2.165e-17,1.876e-17,9.605e-18,61.1717,-1003.52
LeftDG264,-42.5134,-38.3010,2.361e-17,1.707e-17,7.937e-18,64.4619,-1004.02
LeftDG265,-42.4972,-38.3893,2.733e-17,2.130e-17,9.506e-18,64.033,-1003.13
LeftDG266,-42.6545,-38.7627,2.301e-17,1.793e-17,8.786e-18,55.0164,-1003.97
LeftDG321,-11.7962,-28.6895,1.313e-17,9.871e-18,4.042e-18,41.2112,-1437.71
LeftDG322,-11.7696,-28.6436,1.321e-17,1.088e-17,5.539e-18,51.0824,-1437.45
LeftDG329,-9.6289,38.2313,4.543e-17,3.559e-17,1.221e-17,172.6985,-1200.18
LeftDG330,-9.5421,38.3488,1.846e-17,1.349e-17,6.165e-18,55.1384,-1196.8
LeftDG331,-9.4503,38.2285,1.987e-17,1.624e-17,7.380e-18,73.763,-1199.48
LeftDG332,-9.3927,38.0088,1.884e-17,1.513e-17,6.626e-18,59.8146,-1198.95
LeftDG333,-9.7193,38.5777,1.795e-17,1.306e-17,6.357e-18,59.0097,-1201.2
LeftDG334,-9.4463,38.4241,1.639e-17,1.452e-17,6.495e-18,77.2061,-1201.77
LeftDG335,-9.6939,38.4474,1.415e-17,1.156e-17,4.891e-18,111.6846,-1197.73
LeftDG336,-9.4603,38.3387,1.323e-17,1.005e-17,4.580e-18,60.5936,-1196.6
LeftDG337,-9.8078,38.3892,1.631e-17,1.391e-17,6.171e-18,52.7303,-1197.08
LeftDG338,-9.3713,38.2907,1.930e-17,1.521e-17,6.978e-18,72.607,-1200.78
LeftDG339,-9.5929,38.3747,1.866e-17,1.451e-17,7.324e-18,70.5108,-1199.72
LeftDG340,-9.4147,38.3916,1.120e-17,9.910e-18,4.467e-18,63.8849,-1196.65
LeftDG341,-9.4328,38.1088,1.977e-17,1.524e-17,7.568e-18,67.0121,-1201.76
