Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
LeftS063139,23.2498,-14.6611,9.088e-20,1.052e-19,1.042e-19,-0.0001,-94.91,0
LeftS063140,23.2169,-14.6304,1.465e-19,1.470e-19,1.083e-19,-0.0009,-97.47,0
LeftS063142,23.2111,-14.6559,4.087e-20,4.921e-20,5.098e-20,0.0005,-95.61,0
LeftS063144,23.2221,-14.6630,2.373e-18,2.044e-18,1.126e-18,-0.0006,-95.77,0
LeftS063148,23.2630,-14.6512,3.520e-18,2.972e-18,1.534e-18,0.0003,-96.44,0
LeftS063149,23.2312,-14.6846,3.890e-18,3.212e-18,1.648e-18,-0.0007,-96.47,0
LeftS063156,23.2309,-14.6792,1.946e-20,2.604e-20,3.476e-20,0.0006,-95.44,0
LeftS063165,23.2401,-14.6689,3.118e-14,3.266e-14,2.579e-14,-0.0006,-96.91,1
LeftS063167,23.2335,-14.6685,2.088e-20,2.762e-20,3.525e-20,-0.0003,-96.45,0
LeftS063168,23.2485,-14.6670,2.797e-19,2.801e-19,1.983e-19,0.0002,-96.29,0
LeftS063169,23.2744,-14.6740,4.991e-18,4.150e-18,2.132e-18,0.0001,-94.84,0
LeftS063170,23.2605,-14.6858,7.571e-14,6.937e-14,4.209e-14,-0.0004,-98.69,1
LeftS063171,23.2405,-14.6475,1.828e-17,1.388e-17,5.637e-18,-0.0002,-98.69,1
LeftS063172,23.2446,-14.6660,2.273e-18,2.004e-18,1.085e-18,-0.0005,-95.71,0
LeftS063175,23.2231,-14.6541,1.040e-19,1.120e-19,9.315e-20,0.0003,-98.78,0
LeftS063176,23.2231,-14.6432,2.665e-20,3.389e-20,3.851e-20,-0.0008,-95.98,0
LeftS063177,23.2368,-14.6810,2.334e-18,4.006e-18,8.483e-18,0.0,-97.57,0
LeftS063178,23.2599,-14.6604,1.024e-18,9.102e-19,5.183e-19,0.0002,-98.24,0
LeftS063179,23.2303,-14.6628,8.146e-20,9.338e-20,9.061e-20,0.0001,-98.35,0
LeftS063181,23.2298,-14.6712,4.055e-19,3.836e-19,2.594e-19,0.0007,-98.44,0
LeftS063182,23.2407,-14.6753,3.957e-20,4.583e-20,4.491e-20,-0.0003,-95.5,0
LeftS063183,23.2263,-14.6638,7.818e-20,8.774e-20,7.839e-20,0.0005,-97.9,0
LeftS063184,23.2382,-14.6683,1.423e-19,1.555e-19,1.374e-19,-0.0001,-96.87,0
LeftS063185,23.2231,-14.6841,3.471e-20,4.016e-20,4.061e-20,0.0009,-95.13,0
LeftS063186,23.2491,-14.6469,3.258e-19,3.371e-19,2.500e-19,0.0002,-97.49,0
LeftS063187,23.2523,-14.6854,3.020e-17,2.278e-17,9.726e-18,-0.0001,-98.13,1
LeftS063191,23.2307,-14.6560,2.315e-20,2.905e-20,3.528e-20,-0.0003,-98.69,0
LeftS063192,23.2444,-14.6530,1.085e-18,1.000e-18,5.989e-19,0.0002,-96.61,0
LeftS063194,23.2522,-14.6725,3.469e-18,2.966e-18,1.528e-18,-0.0003,-97.47,0
LeftS063196,23.2328,-14.6591,7.408e-19,6.804e-19,4.045e-19,0.0002,-95.97,0
LeftS063197,23.2439,-14.6542,5.182e-19,5.109e-19,3.498e-19,-0.0003,-96.91,0
LeftS063198,23.2308,-14.6677,8.670e-14,6.347e-14,2.520e-14,-0.0005,-96.1,0
LeftS063200,23.2217,-14.6727,4.718e-20,5.535e-20,5.463e-20,-0.0008,-98.04,0
LeftS063202,23.2434,-14.6626,4.555e-19,4.452e-19,3.128e-19,0.0006,-95.6,0
LeftS063205,23.2239,-14.6513,3.004e-19,2.996e-19,2.147e-19,0.0003,-95.29,0
LeftS063206,23.2442,-14.6758,2.066e-19,2.123e-19,1.581e-19,0.0007,-95.02,0
LeftS063207,23.2221,-14.6591,5.149e-19,4.718e-19,2.943e-19,-0.0001,-98.75,0
LeftS063211,23.2382,-14.6613,6.275e-20,7.120e-20,6.844e-20,0.0003,-96.8,0
LeftS063213,23.2096,-14.6467,1.908e-18,4.359e-18,1.777e-17,0.0003,-98.83,0
LeftS063214,23.2444,-14.6290,1.712e-18,1.546e-18,9.332e-19,0.0005,-95.29,0
LeftS063216,23.2246,-14.6471,1.922e-18,3.340e-18,7.467e-18,0.0003,-97.86,0
LeftS063223,23.2304,-14.6376,2.170e-19,2.207e-19,1.621e-19,-0.0011,-97.83,0
LeftS063227,23.2144,-14.6386,2.392e-18,5.131e-18,1.783e-17,0.0002,-95.13,0
LeftS063230,23.2466,-14.6637,2.462e-19,2.553e-19,1.926e-19,-0.0002,-96.89,0
LeftS063233,23.2313,-14.6411,3.414e-20,4.150e-20,4.351e-20,0.0007,-95.75,0
LeftS063234,23.2262,-14.6482,1.258e-19,1.339e-19,1.073e-19,-0.0008,-96.19,0
LeftS063236,23.2340,-14.6362,1.416e-20,1.766e-20,2.060e-20,0.0,-95.15,0
LeftS063237,23.2442,-14.6712,1.708e-20,2.360e-20,3.231e-20,-0.0004,-97.39,0
LeftS063240,23.2419,-14.6799,7.672e-14,6.181e-14,2.917e-14,-0.0003,-95.39,1
LeftS063241,23.2477,-14.6873,9.106e-18,1.329e-17,2.092e-17,-0.0014,-99.27,0
LeftS063243,23.2512,-14.6643,1.726e-20,2.256e-20,2.906e-20,-0.0006,-95.42,0
LeftS063244,23.2615,-14.6673,1.106e-18,1.033e-18,6.695e-19,0.0003,-98.41,0
LeftS063247,23.2161,-14.6485,8.815e-19,8.013e-19,4.862e-19,0.0002,-98.72,0
LeftS063250,23.2526,-14.6596,2.284e-18,1.984e-18,1.067e-18,0.0003,-95.44,0
LeftS063252,23.2702,-14.6628,2.034e-18,1.825e-18,1.060e-18,-0.0,-99.28,0
LeftS063253,23.2503,-14.6417,2.496e-18,4.285e-18,9.582e-18,0.0001,-96.71,0
LeftS063255,23.2333,-14.6387,1.266e-20,1.702e-20,2.228e-20,0.0004,-96.48,0
LeftS063258,23.2646,-14.6355,5.840e-20,6.896e-20,6.779e-20,0.001,-97.76,0
LeftS063260,23.2279,-14.6697,1.346e-19,1.431e-19,1.155e-19,0.0003,-97.36,0
LeftS063263,23.2538,-14.6427,1.782e-19,1.880e-19,1.510e-19,0.0002,-95.81,0
LeftS063265,23.2561,-14.6438,4.561e-14,3.279e-14,1.216e-14,0.0004,-96.84,0
LeftS063266,23.2681,-14.6462,5.626e-14,4.244e-14,1.838e-14,0.001,-96.0,1
LeftS063267,23.2303,-14.6818,5.257e-14,3.859e-14,1.484e-14,0.0004,-96.37,0
LeftS063268,23.2247,-14.6489,1.999e-18,1.806e-18,1.094e-18,0.0002,-94.99,0
LeftS063269,23.2431,-14.6716,4.037e-14,2.985e-14,1.178e-14,-0.0001,-95.96,0
LeftS063270,23.2697,-14.6684,4.072e-18,3.388e-18,1.658e-18,-0.0004,-98.06,0
LeftS063271,23.2456,-14.6806,5.188e-19,5.353e-19,4.090e-19,0.0006,-96.68,0
LeftS063272,23.2398,-14.6586,1.553e-18,1.425e-18,8.400e-19,-0.0006,-96.7,0
LeftS063273,23.2647,-14.6797,7.618e-19,1.392e-18,3.624e-18,0.0,-95.78,0
LeftS063276,23.2184,-14.6717,2.936e-20,3.621e-20,3.852e-20,0.0002,-96.22,0
LeftS063277,23.2533,-14.6490,1.488e-18,1.272e-18,6.855e-19,0.0005,-96.15,0
LeftS063278,23.2665,-14.6753,4.482e-20,5.221e-20,5.159e-20,-0.0006,-98.08,0
LeftS063284,23.2521,-14.6462,1.189e-19,1.275e-19,1.070e-19,-0.0002,-95.65,0
LeftS063286,23.2162,-14.6681,2.078e-18,1.787e-18,9.234e-19,0.001,-96.21,0
LeftS063288,23.2204,-14.6354,4.906e-18,3.922e-18,1.822e-18,-0.0006,-95.73,0
LeftS063289,23.2675,-14.6543,1.637e-19,1.727e-19,1.415e-19,-0.0003,-94.25,0
LeftS063292,23.2353,-14.6578,2.081e-18,1.797e-18,9.467e-19,-0.0008,-98.13,0
LeftS063293,23.2487,-14.6744,5.408e-19,8.135e-19,1.349e-18,0.0004,-95.25,0
