Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2468 235.8384 51.9538 3.645e-16 2.613e-16 8.634e-17 505.0431 300.93
DG2469 236.2165 52.0129 1.421e-16 1.272e-16 5.767e-17 210.2776 301.35
DG2470 236.7029 51.8311 1.821e-16 1.496e-16 6.064e-17 168.3974 303.54
DG2471 235.8518 52.3978 1.338e-16 1.137e-16 5.164e-17 216.5302 304.13
DG2472 236.7341 51.9231 1.581e-16 1.291e-16 5.463e-17 207.9401 302.26
DG2473 234.8351 51.8989 1.712e-16 1.486e-16 5.823e-17 179.9168 304.25
DG2474 236.0703 52.9711 1.195e-16 9.7e-17 4.571e-17 160.5241 299.83
DG2475 235.1207 52.0577 1.216e-16 9.904e-17 4.457e-17 157.7759 303.06
DG2476 234.8339 52.1881 1.436e-16 1.172e-16 5.021e-17 147.9234 303.23
DG2477 236.5501 51.8783 1.303e-16 1.127e-16 4.665e-17 186.5302 303.72
DG2478 235.5675 51.8373 1.85e-16 1.595e-16 5.606e-17 185.2532 300.6
DG2701 213.7165 42.9983 1.746e-16 1.388e-16 5.865e-17 322.5919 271.26
DG2702 213.8162 42.6583 1.821e-16 1.57e-16 6.614e-17 268.4716 271.34
DG2703 214.1324 43.0521 3.634e-16 2.75e-16 1.06e-16 201.4418 271.1
DG2704 213.6029 42.9824 1.744e-16 1.324e-16 6.291e-17 339.298 271.11
DG4685 230.7241 51.2786 2.249e-16 1.946e-16 8.581e-17 239.8266 280.33
DG4686 230.8659 51.1796 2.145e-16 1.917e-16 8.845e-17 263.3284 280.8
DG4687 230.9314 51.2086 1.633e-16 1.28e-16 5.803e-17 245.819 281.07
