Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5105 138.4444 148.1985 1.393e-16 1.046e-16 3.451e-17 336.7759 515.25
DG5106 138.4211 147.9043 6.735e-17 6.199e-17 2.339e-17 100.2586 514.8
DG5107 137.6761 147.7621 3.998e-17 2.851e-17 1.328e-17 104.6331 518.74
DG5108 138.8641 147.7498 4.884e-17 4.198e-17 1.929e-17 104.2582 518.25
DG5109 138.2207 147.9714 4.73e-17 3.911e-17 1.776e-17 123.1255 515.42
DG5110 138.1714 148.2149 4.69e-17 4.147e-17 1.785e-17 89.6969 515.57
DG5111 138.402 148.5294 4.807e-17 4.316e-17 1.654e-17 84.8098 515.98
DG5112 138.5131 147.964 5.031e-17 4.097e-17 1.68e-17 103.3703 517.77
DG5113 138.9628 148.465 7.312e-17 5.67e-17 2.063e-17 116.8813 515.64
DG5114 137.8073 148.4483 5.241e-17 4.443e-17 1.661e-17 95.9246 515.38
DG5115 138.2791 148.1294 3.243e-17 2.923e-17 1.267e-17 199.7087 515.62
DG5116 138.5094 148.0462 5.534e-17 4.741e-17 2.221e-17 107.6536 516.06
