Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0600 303.3178 37.488 2.112e-16 1.69e-16 7.043e-17 365.1089 232.27
DG0601 304.1019 37.5265 4e-16 3.2e-16 1.256e-16 312.8393 232.2
DG0602 303.201 37.9161 2.729e-16 2.25e-16 8.972e-17 242.6753 232.43
DG0603 303.7124 37.6558 2.864e-16 2.388e-16 9.403e-17 244.5959 231.6
DG0604 303.6951 37.5155 2.987e-16 2.521e-16 1.098e-16 259.4903 231.93
DG4425 308.0788 53.7996 3.042e-16 2.665e-16 1.157e-16 492.8599 210.43
DG4426 307.5893 54.1158 4.286e-16 3.532e-16 1.398e-16 309.2912 209.44
DG4427 308.6365 53.4436 4.13e-16 3.586e-16 1.392e-16 286.9285 210.06
DG4428 307.5149 53.2413 5.063e-16 3.836e-16 1.688e-16 381.6425 210.9
DG4429 307.2876 54.0506 4.243e-16 4.086e-16 1.636e-16 372.67 210.02
