Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0566 91.2708 71.8871 6.829e-16 5.34e-16 1.736e-16 725.7851 209.2
DG0567 91.0561 71.2388 2.908e-16 2.291e-16 9.89e-17 236.0213 209.92
DG0568 92.129 71.4308 3.665e-16 3.027e-16 1.075e-16 260.1258 208.55
DG0569 91.1381 72.1567 3.207e-16 2.396e-16 1.01e-16 240.1224 209.7
DG0570 91.8082 71.9325 2.554e-16 1.952e-16 9.248e-17 252.8173 210.18
DG0571 91.6932 72.3876 2.683e-16 1.97e-16 9.767e-17 248.535 209.26
DG0572 91.9572 71.1601 2.643e-16 2.244e-16 1.086e-16 263.3223 207.95
DG0573 92.1309 71.6 2.826e-16 2.121e-16 1.037e-16 273.2647 208.91
DG0574 90.7486 72.9128 1.976e-16 1.422e-16 6.755e-17 293.5966 209.41
DG0575 91.8518 71.7361 2.753e-16 2.596e-16 1.084e-16 302.0795 208.73
DG0576 91.4621 71.5465 2.436e-16 2.011e-16 9.35e-17 206.0688 210.07
