Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG4371 357.2238 32.0938 2.193e-16 1.496e-16 5.537e-17 364.4872 440.59
DG4372 357.507 32.0675 7.251e-17 6.09e-17 3.018e-17 126.9777 442.87
DG4373 356.9081 31.5069 7.963e-17 6.169e-17 2.777e-17 144.1923 441.85
DG4374 358.2645 32.3201 7.983e-17 6.219e-17 2.801e-17 157.0854 441.96
DG4375 356.8684 32.5408 8.427e-17 6.907e-17 3.184e-17 127.7689 440.08
DG4376 357.8264 31.9085 8.46e-17 7.072e-17 3.027e-17 117.2529 442.72
DG4377 358.4959 32.1499 5.989e-17 4.638e-17 2.198e-17 156.4278 442.92
DG4378 357.4058 31.728 8.669e-17 5.998e-17 3.141e-17 153.3604 443.21
DG4379 358.4202 32.4953 7.996e-17 7.023e-17 3.45e-17 148.1389 442.51
DG4380 357.8937 32.2365 7.752e-17 6.72e-17 3.003e-17 152.357 442.57
DG4381 357.8743 32.2221 7.42e-17 6.532e-17 2.985e-17 133.3878 441.69
DG4382 357.7386 31.9791 8.291e-17 6.634e-17 2.703e-17 116.5498 442.83
