Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5211 273.4682 153.1063 3.813e-17 3.027e-17 1.027e-17 107.8899 1244.91
DG5212 272.8428 152.9978 1.31e-17 1.264e-17 5.345e-18 50.1386 1247.82
DG5213 273.5759 153.7343 1.436e-17 1.175e-17 5.031e-18 56.6083 1245.22
DG5214 273.1375 153.5109 1.032e-17 8.378e-18 3.76e-18 60.1016 1249.28
DG5215 273.6392 152.8564 1.307e-17 1.264e-17 6.084e-18 66.0121 1243.93
DG5216 273.8908 152.7103 1.346e-17 1.199e-17 5.442e-18 71.2324 1251.75
DG5217 274.3867 153.5209 1.05e-17 7.827e-18 3.799e-18 51.9553 1248.97
DG5218 273.4926 153.4173 1.477e-17 1.182e-17 6.237e-18 55.8213 1250.58
DG5219 274.181 152.8995 1.367e-17 1.156e-17 5.259e-18 71.4202 1247.87
DG5220 273.3079 153.0218 1.439e-17 1.071e-17 5.053e-18 50.8053 1249.36
DG5221 273.2846 152.9176 1.963e-17 1.511e-17 6.289e-18 52.4596 1244.22
DG5222 272.5895 153.2745 1.344e-17 1.186e-17 5.347e-18 66.352 1249.25
DG5223 273.5717 153.1404 1.003e-17 8.099e-18 3.382e-18 59.8939 1244.74
DG5224 273.8021 152.8406 1.075e-17 8.897e-18 3.807e-18 94.5412 1248.36
DG5225 273.7942 152.722 9.637e-18 7.515e-18 3.43e-18 83.7258 1252.03
DG5226 273.42 153.5452 1.37e-17 1.121e-17 5.084e-18 55.9645 1244.71
DG5227 272.6113 153.1796 1.325e-17 1.277e-17 5.525e-18 53.7978 1246.42
DG5228 273.3757 153.272 1.365e-17 1.097e-17 5.188e-18 50.9657 1248.87
DG5229 274.7743 153.4575 1.373e-17 1.202e-17 4.954e-18 62.4109 1247.31
DG5230 273.3386 152.8433 1.26e-17 1.086e-17 4.802e-18 55.2576 1249.24
DG5231 272.5208 152.6645 1.321e-17 1.069e-17 4.706e-18 52.7043 1247.25
DG5232 272.8063 152.692 9.431e-18 7.866e-18 3.922e-18 52.4171 1244.61
DG5233 273.2471 152.6927 1.324e-17 1.086e-17 5.253e-18 52.8612 1246.45
DG5234 273.6075 152.9541 1.429e-17 1.194e-17 5.435e-18 63.0068 1245.7
DG5235 274.3945 153.1784 9.629e-18 7.829e-18 3.739e-18 65.3273 1249.44
DG5236 274.2765 153.325 1.269e-17 1.109e-17 5.539e-18 56.43 1249.51
DG5237 273.7157 152.6177 1.26e-17 1.086e-17 4.185e-18 47.6852 1245.33
DG5238 273.5235 152.9348 9.739e-18 7.51e-18 3.441e-18 128.483 1250.9
DG5239 273.0411 152.868 1.285e-17 1.2e-17 5.321e-18 48.4228 1245.69
DG5240 273.4031 153.1626 1.473e-17 1.297e-17 5.886e-18 54.9517 1249.62
DG5241 274.6871 153.447 1.36e-17 1.145e-17 4.892e-18 47.258 1246.08
DG5242 273.0018 153.0827 1.368e-17 1.118e-17 6.144e-18 53.6633 1246.54
DG5243 274.0003 152.6346 7.92e-18 7.805e-18 3.27e-18 58.8425 1248.78
