Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3124 46.2915 69.8097 2.469e-16 2.071e-16 6.835e-17 404.1872 393.59
DG3125 46.5658 69.627 9.887e-17 7.965e-17 3.929e-17 161.1999 397.48
DG3126 45.7322 69.5619 9.749e-17 7.111e-17 3.265e-17 143.2933 396.39
DG3127 46.4181 70.0653 9.056e-17 8.083e-17 3.078e-17 122.6672 394.2
DG3128 46.6794 69.5605 9.703e-17 8.244e-17 3.511e-17 133.4022 395.57
DG3129 46.879 69.5188 8.717e-17 7.587e-17 3.426e-17 148.7845 396.25
DG3130 45.7199 70.4189 1.053e-16 8.839e-17 4.047e-17 164.5518 396.39
DG3131 46.5554 70.1689 8.895e-17 7.589e-17 3.63e-17 139.7266 392.31
DG3132 46.1149 70.5825 1.081e-16 8.549e-17 3.753e-17 132.63 395.58
DG3133 46.7504 70.2238 6.979e-17 5.235e-17 2.316e-17 192.6248 392.34
DG3134 46.0357 68.8886 7.747e-17 5.682e-17 2.688e-17 178.8958 398.0
DG3135 47.0816 69.6974 9.412e-17 8.178e-17 3.348e-17 157.9245 395.54
DG3136 46.213 70.2303 1.083e-16 8.281e-17 4.28e-17 165.3675 394.45
DG3137 46.7715 69.3266 1.216e-16 9.055e-17 3.709e-17 155.6321 395.93
