Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2080 57.0087 119.3769 3.218e-17 2.227e-17 8.94e-18 95.3414 1408.71
DG2081 56.8116 119.4875 1.143e-17 1.085e-17 4.741e-18 50.8528 1404.79
DG2082 56.8268 119.2805 9.448e-18 9.104e-18 3.933e-18 43.3086 1405.27
DG2083 57.109 119.4135 1.149e-17 9.805e-18 4.334e-18 47.0407 1410.03
DG2084 57.1162 119.5046 1.271e-17 1.041e-17 4.492e-18 45.7948 1405.7
DG2085 57.0229 119.4109 1.086e-17 8.219e-18 3.999e-18 42.7371 1409.2
DG2086 56.9476 119.1734 1.12e-17 8.931e-18 3.975e-18 43.6399 1406.65
DG2087 56.9947 119.4363 1.138e-17 9.115e-18 4.409e-18 54.9691 1406.29
DG2088 56.9164 119.3569 7.302e-18 6.073e-18 2.883e-18 81.6541 1407.51
DG2089 57.1344 119.3989 1.21e-17 9.704e-18 4.638e-18 59.7972 1406.12
DG2090 57.0912 119.4504 1.186e-17 8.774e-18 3.814e-18 38.5298 1407.24
DG2091 56.7605 119.3325 1.04e-17 8.864e-18 4.052e-18 49.0108 1406.69
DG2092 56.9129 119.5283 1.19e-17 9.128e-18 4.499e-18 49.4648 1408.65
DG2093 56.7748 119.4126 1.029e-17 9.791e-18 4.454e-18 57.7984 1405.63
