Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1326 180.4511 31.6589 4.129e-17 3.071e-17 1.123e-17 74.0051 1172.25
DG1327 180.8568 32.1992 1.777e-17 1.28e-17 6.033e-18 56.383 1168.86
DG1328 181.3282 31.7025 1.482e-17 1.302e-17 5.657e-18 50.6 1173.98
DG1329 180.3068 31.375 1.076e-17 8.787e-18 3.959e-18 60.4376 1174.18
DG1330 181.5237 31.8954 1.527e-17 1.177e-17 5.717e-18 49.5465 1173.26
DG1331 181.0462 31.4541 1.518e-17 1.487e-17 6.183e-18 57.8242 1170.27
DG1332 180.0133 31.6994 9.678e-18 8.378e-18 4.01e-18 104.3797 1174.58
DG1333 180.4912 31.1382 1.611e-17 1.321e-17 5.955e-18 58.4127 1170.65
DG1334 180.3847 31.3831 1.54e-17 1.261e-17 5.216e-18 51.8462 1174.52
DG1335 180.8158 32.2488 2.229e-17 1.839e-17 7.014e-18 60.8183 1172.26
DG1336 181.6508 31.6435 1.578e-17 1.382e-17 5.888e-18 65.2106 1172.47
DG1337 180.7265 31.3448 1.404e-17 1.291e-17 5.634e-18 69.591 1173.33
DG1338 180.8069 31.4349 1.113e-17 8.919e-18 3.89e-18 83.7706 1165.27
DG1339 179.7495 31.4332 1.568e-17 1.284e-17 5.597e-18 67.8994 1170.62
DG1340 179.8737 32.0279 1.685e-17 1.3e-17 5.826e-18 70.4537 1172.24
DG1341 180.9046 31.3772 1.78e-17 1.438e-17 6.589e-18 59.9603 1171.78
DG1342 179.8699 31.5449 1.113e-17 1.046e-17 4.646e-18 91.3445 1167.51
DG1343 181.1049 31.651 1.576e-17 1.293e-17 5.87e-18 64.7619 1171.01
DG1344 181.0252 32.097 1.523e-17 1.198e-17 5.245e-18 53.3588 1171.58
DG1345 180.893 31.6512 9.837e-18 8.14e-18 4.304e-18 67.1803 1169.69
DG1346 180.5402 31.7212 1.589e-17 1.33e-17 6.424e-18 59.1867 1170.27
DG1347 179.7399 31.4755 1.667e-17 1.297e-17 5.953e-18 60.0872 1169.09
DG1348 180.265 31.7357 1.17e-17 8.492e-18 3.982e-18 108.9457 1172.27
DG1349 179.7332 31.1713 1.458e-17 1.112e-17 5.345e-18 56.5336 1172.35
DG1350 180.9202 31.5922 2.122e-17 1.629e-17 7.439e-18 57.3529 1170.17
DG1351 180.3454 32.0361 1.564e-17 1.262e-17 5.985e-18 73.0435 1172.66
DG1352 179.9051 31.6326 1.062e-17 7.837e-18 3.557e-18 69.5634 1166.79
DG1353 179.7956 31.9837 2.125e-17 1.582e-17 6.812e-18 50.8363 1172.2
DG1354 181.3432 31.7287 2.069e-17 1.511e-17 7.322e-18 46.981 1169.03
DG1355 180.1143 31.9753 1.531e-17 1.192e-17 5.358e-18 49.1236 1171.23
DG1356 180.4706 31.4476 9.994e-18 8.079e-18 4.116e-18 100.4494 1173.84
