Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG4047 58.7143 57.6725 2.776e-17 2.258e-17 8.243e-18 101.97 1453.2
DG4048 58.5081 57.6003 1.138e-17 9.759e-18 4.693e-18 48.7042 1454.35
DG4049 58.8314 57.6216 9.862e-18 8.514e-18 3.885e-18 41.0299 1456.63
DG4050 58.7398 57.5948 1.04e-17 8.624e-18 4.387e-18 50.6302 1455.54
DG4051 58.742 57.83 1.086e-17 8.923e-18 4.178e-18 55.1168 1454.89
DG4052 58.7459 57.635 1.055e-17 8.964e-18 4.057e-18 35.3588 1453.46
DG4053 58.6966 57.6489 7.347e-18 5.912e-18 2.824e-18 94.3867 1453.71
DG4054 58.6848 57.7868 1.088e-17 8.555e-18 3.777e-18 35.1624 1455.74
DG4055 58.7102 57.7972 7.349e-18 6.286e-18 2.89e-18 51.6584 1453.79
DG4056 58.7851 57.5567 1.129e-17 8.928e-18 4.4e-18 54.8727 1455.58
