Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0513 114.6783 61.8624 2.084e-16 1.42e-16 5.137e-17 330.4565 505.78
DG0514 114.7575 62.33 7.248e-17 6.562e-17 3.13e-17 149.8555 508.11
DG0515 114.346 62.5711 7.615e-17 5.833e-17 2.553e-17 173.6779 508.27
DG0516 114.7305 61.3054 8.652e-17 5.979e-17 2.747e-17 144.4538 507.56
DG0517 114.877 62.0653 6.74e-17 5.528e-17 2.152e-17 119.6376 506.56
DG0518 114.9405 62.5356 5.268e-17 4.088e-17 1.702e-17 137.2238 508.0
DG0519 115.0862 61.298 8.048e-17 5.788e-17 2.545e-17 123.4824 508.3
DG0520 114.0372 62.2576 7.291e-17 5.829e-17 2.192e-17 121.5906 505.76
DG0521 115.1792 62.3171 7.638e-17 6.358e-17 2.795e-17 137.6721 506.25
DG0522 115.0977 61.7756 7.769e-17 5.761e-17 2.641e-17 116.9111 503.94
DG0523 114.1191 62.2618 7.035e-17 5.963e-17 2.317e-17 119.0971 503.1
DG0524 114.0848 61.6619 4.795e-17 4.015e-17 2.087e-17 142.4542 507.89
DG0525 114.7209 62.1128 6.569e-17 5.621e-17 2.317e-17 102.8387 508.35
