Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG01 269.4789 13.9117 1.120e-16 7.278e-17 4.801e-17 61.8945 -1551.42
DG02 100.5217 22.1821 1.044e-14 8.483e-15 2.991e-15 568.7357 -160.69
DG03 102.2877 20.8076 1.031e-14 7.568e-15 4.433e-15 447.0145 -159.97
DG04 103.2091 21.8717 1.267e-14 7.762e-15 3.489e-15 553.7992 -160.69
DG05 100.5508 22.3682 8.548e-15 3.811e-15 3.146e-15 654.1195 -160.53
DG06 23.7558 6.7818 3.897e-15 2.080e-15 9.899e-16 440.1803 -437.35
DG07 10.0509 6.8583 1.372e-15 1.038e-15 5.681e-16 153.3125 -438.0
DG08 31.8339 7.8175 1.283e-15 1.159e-15 3.746e-16 147.2432 -437.29
DG09 26.0918 5.0833 1.383e-15 1.085e-15 5.212e-16 160.0237 -438.02
DG10 15.0639 6.8054 1.479e-15 7.521e-16 4.461e-16 169.3411 -437.13
DG11 15.2264 6.8705 1.616e-15 1.236e-15 3.775e-16 164.1525 -438.4
DG12 21.0882 7.4260 1.501e-15 7.748e-16 3.529e-16 281.133 -437.61
DG13 31.7376 7.4100 1.074e-15 1.274e-15 5.859e-16 179.0412 -438.42
DG14 14.9372 6.4123 1.562e-15 1.116e-15 3.953e-16 146.354 -438.27
DG15 36.3355 5.2905 9.848e-16 1.157e-15 4.893e-16 140.2809 -437.18
DG16 20.7507 4.8556 1.329e-15 1.145e-15 6.220e-16 200.4293 -438.03
DG17 25.9697 6.7112 1.660e-15 1.029e-15 5.429e-16 154.3547 -437.14
DG18 13.6389 7.4561 1.636e-15 1.184e-15 5.015e-16 152.5948 -437.24
DG19 7.6603 7.2088 1.242e-15 1.401e-15 4.320e-16 132.0837 -437.0
DG20 32.7118 5.3900 1.015e-15 5.404e-16 3.307e-16 180.5381 -437.66
DG21 14.8351 5.5191 1.154e-15 8.520e-16 4.058e-16 144.8848 -437.03
DG22 25.7300 8.9851 1.541e-15 1.049e-15 4.285e-16 154.7251 -438.02
DG23 25.4248 5.3744 1.015e-15 8.168e-16 3.546e-16 249.5291 -437.9
DG24 27.6558 7.7291 1.370e-15 1.039e-15 3.551e-16 160.8597 -437.81
DG25 15.0068 6.7910 1.203e-15 8.057e-16 3.794e-16 299.2214 -437.82
DG26 7.7874 7.4540 1.558e-15 1.181e-15 4.929e-16 175.4099 -437.26
DG27 27.5135 5.2850 1.530e-15 9.359e-16 5.207e-16 152.2511 -437.62
DG28 25.7909 6.8782 1.015e-15 6.244e-16 3.602e-16 174.2635 -436.99
DG29 25.3437 8.0589 1.647e-15 1.255e-15 5.659e-16 185.1509 -438.58
DG30 27.1680 5.9873 1.629e-15 9.590e-16 4.680e-16 152.4333 -437.35
DG31 29.3775 5.5309 1.337e-15 1.032e-15 5.768e-16 149.799 -438.57
DG32 34.9511 7.6858 1.370e-15 1.055e-15 4.922e-16 136.8723 -437.91
DG33 21.9195 6.4698 9.435e-16 6.742e-16 3.471e-16 209.5307 -437.6
DG34 20.7732 7.9511 1.439e-15 1.131e-15 4.253e-16 140.6417 -438.73
DG35 23.9546 7.1093 1.280e-15 1.093e-15 4.265e-16 142.8313 -437.53
DG36 23.2099 7.1321 1.460e-15 1.197e-15 3.778e-16 147.2588 -437.84
DG37 23.5994 8.4606 1.225e-15 1.053e-15 6.297e-16 173.8161 -437.55
DG38 16.9085 8.0741 1.292e-15 1.032e-15 5.566e-16 168.8856 -437.31
DG39 16.7010 7.4820 1.224e-15 1.228e-15 5.255e-16 149.3621 -437.37
