Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
TopDG0011,40.0464,-24.0661,3.306e-17,2.336e-17,8.101e-18,100.1107,1520.66
TopDG0012,39.8070,-23.9055,7.838e-18,6.170e-18,3.020e-18,72.3961,1525.16
TopDG0013,40.0094,-24.3208,1.467e-17,1.144e-17,5.320e-18,43.8613,1519.41
TopDG0014,39.9144,-23.8970,8.625e-18,7.703e-18,3.262e-18,79.6802,1521.66
TopDG0015,39.9767,-23.9431,1.154e-17,8.847e-18,4.403e-18,61.5548,1521.15
TopDG0016,40.1293,-23.9816,1.079e-17,8.697e-18,4.005e-18,39.7576,1520.35
TopDG0017,39.7291,-23.7170,7.878e-18,6.073e-18,3.100e-18,50.0525,1519.92
TopDG0018,39.9149,-24.1796,1.213e-17,9.887e-18,4.418e-18,41.9828,1520.26
TopDG0019,40.1713,-23.9058,1.052e-17,9.572e-18,4.129e-18,52.0904,1524.8
TopDG0020,40.1291,-23.9093,1.115e-17,1.061e-17,4.300e-18,51.712,1524.76
TopDG0021,40.2313,-23.8140,1.024e-17,9.205e-18,4.595e-18,43.0372,1523.82
TopDG0022,39.9668,-24.1290,1.164e-17,1.067e-17,5.171e-18,48.5218,1524.95
TopDG0023,40.2473,-24.1560,1.210e-17,9.342e-18,4.039e-18,47.9527,1523.89
TopDG0024,39.7885,-23.8847,7.099e-18,6.541e-18,2.810e-18,66.0383,1523.24
TopDG0025,40.2582,-24.2666,1.082e-17,9.311e-18,4.313e-18,62.1141,1521.78
TopDG0026,40.3936,-24.3633,1.116e-17,8.515e-18,4.025e-18,36.8396,1520.02
TopDG0027,40.1873,-24.0400,1.107e-17,9.364e-18,3.857e-18,47.779,1519.52
TopDG0029,-14.2502,31.5168,4.248e-17,3.666e-17,1.084e-17,202.0374,1320.15
TopDG0030,-14.3307,31.6801,2.198e-17,1.585e-17,7.854e-18,51.4681,1317.05
TopDG0031,-14.0512,31.2658,1.482e-17,1.167e-17,5.705e-18,46.0845,1317.28
TopDG0032,-14.4448,31.6311,1.536e-17,1.217e-17,5.939e-18,60.9375,1322.09
TopDG0033,-14.2383,31.7513,1.603e-17,1.156e-17,5.786e-18,67.038,1317.59
TopDG0034,-14.3846,31.7152,1.475e-17,1.136e-17,5.568e-18,48.6801,1317.32
TopDG0035,-14.2798,31.4027,1.403e-17,1.263e-17,5.400e-18,51.6345,1322.27
