Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
BottomS000004,19.7622,35.1326,1.024e-17,8.072e-18,3.562e-18,0.0003,-96.05,1
BottomS000006,19.7335,35.0638,3.862e-19,3.726e-19,2.459e-19,0.0002,-90.97,0
BottomS000007,19.7137,35.1511,2.847e-18,2.443e-18,1.269e-18,0.0006,-92.31,0
BottomS000008,19.7416,35.1139,4.345e-14,3.044e-14,1.071e-14,-0.0004,-94.06,0
BottomS000010,19.7601,35.1204,3.997e-19,3.818e-19,2.497e-19,-0.0009,-94.98,0
BottomS000012,19.7274,35.0855,1.448e-18,1.345e-18,8.255e-19,0.0002,-94.79,0
BottomS000013,19.7067,35.0342,1.919e-19,2.104e-19,1.805e-19,-0.0,-89.35,0
BottomS000014,19.7377,35.0913,7.102e-19,6.729e-19,4.449e-19,-0.0,-90.09,0
BottomS000015,19.8101,35.1515,2.124e-20,2.734e-20,3.299e-20,-0.0003,-91.92,0
BottomS000016,19.7296,35.1313,2.221e-19,2.331e-19,1.801e-19,-0.0001,-92.13,0
BottomS000017,19.7360,35.1275,5.749e-19,5.428e-19,3.530e-19,0.0005,-93.11,0
BottomS000018,19.7521,35.1665,1.116e-19,1.245e-19,1.073e-19,-0.0,-93.36,0
BottomS000019,19.7091,35.1340,2.897e-20,3.381e-20,3.370e-20,-0.0007,-93.95,0
BottomS000024,19.7358,35.1102,1.139e-14,7.626e-15,2.576e-15,-0.0004,-94.35,0
BottomS000025,19.7426,35.1081,1.279e-18,2.488e-18,7.330e-18,0.0002,-93.68,0
BottomS000029,19.7343,35.1250,1.650e-20,2.210e-20,2.890e-20,0.0002,-93.65,0
BottomS000031,19.7980,35.1456,2.344e-19,2.329e-19,1.664e-19,0.0007,-90.83,0
BottomS000034,19.7629,35.1253,5.454e-14,4.330e-14,2.003e-14,0.0003,-95.36,1
BottomS000036,19.7116,35.1008,3.669e-19,5.679e-19,9.655e-19,0.0009,-95.69,0
BottomS000037,19.7200,35.1887,1.273e-20,1.628e-20,1.934e-20,-0.0001,-94.46,0
BottomS000040,19.7861,35.1444,3.736e-18,6.200e-18,1.316e-17,0.0004,-93.19,0
BottomS000041,19.7264,35.1382,4.116e-14,2.887e-14,1.022e-14,-0.0007,-93.87,0
BottomS000045,19.7479,35.1355,5.755e-14,4.236e-14,1.676e-14,-0.0,-91.21,0
BottomS000047,19.7246,35.0807,2.342e-19,2.421e-19,1.910e-19,-0.0,-92.3,0
BottomS000048,19.7297,35.1175,1.068e-18,1.898e-18,4.437e-18,0.001,-92.04,0
BottomS000051,19.7257,35.1281,3.115e-20,3.986e-20,4.697e-20,-0.0001,-93.36,0
BottomS000054,19.7178,35.1063,2.271e-20,2.886e-20,3.330e-20,-0.0003,-92.92,0
BottomS000056,19.6733,35.1110,8.193e-17,5.829e-17,2.143e-17,0.0001,-88.75,0
BottomS000061,19.7697,35.1287,1.454e-19,1.499e-19,1.108e-19,-0.0006,-92.47,0
BottomS000066,19.7781,35.1973,3.013e-19,3.087e-19,2.290e-19,-0.0009,-88.14,0
BottomS000067,19.6988,35.1125,1.603e-20,2.001e-20,2.270e-20,-0.0003,-89.26,0
BottomS000068,19.7760,35.1503,3.273e-18,7.194e-18,2.684e-17,-0.0008,-93.54,0
BottomS000084,19.7569,35.1264,4.915e-19,4.661e-19,3.103e-19,-0.0007,-94.25,0
BottomS000085,19.7297,35.1420,4.237e-14,3.204e-14,1.311e-14,0.001,-95.32,1
BottomS000087,19.7219,35.2225,1.369e-20,1.715e-20,1.946e-20,-0.0002,-89.38,0
BottomS000088,19.7721,35.1802,2.053e-19,2.204e-19,1.784e-19,0.0003,-97.07,0
BottomS000090,19.7038,35.2136,1.927e-19,1.973e-19,1.442e-19,-0.0001,-92.96,0
BottomS000091,19.7762,35.1332,1.889e-19,2.007e-19,1.659e-19,-0.0002,-96.59,0
BottomS000094,19.7255,35.1441,7.093e-19,1.142e-18,2.248e-18,0.0001,-92.99,0
BottomS000096,19.7004,35.0670,5.166e-19,1.002e-18,2.734e-18,-0.0007,-97.11,0
BottomS000097,19.6950,35.1084,1.177e-18,1.080e-18,6.633e-19,-0.0005,-88.75,0
BottomS000098,19.7698,35.1039,8.735e-19,1.447e-18,2.879e-18,-0.0007,-95.12,0
BottomS000099,19.7217,35.1686,2.005e-20,2.451e-20,2.643e-20,0.0009,-97.08,0
BottomS000101,19.7595,35.1840,8.434e-20,8.873e-20,7.353e-20,0.0001,-96.16,0
BottomS000102,19.6843,35.0867,4.223e-20,4.783e-20,4.319e-20,0.0005,-95.32,0
BottomS000104,19.7974,35.2113,3.187e-17,2.262e-17,8.363e-18,0.0003,-96.65,0
BottomS000109,19.7740,35.1171,4.741e-20,5.465e-20,5.260e-20,0.0002,-95.28,0
BottomS000113,19.7704,35.1036,6.485e-14,5.391e-14,2.759e-14,-0.0002,-89.3,1
BottomS000115,19.7629,35.0851,2.235e-18,1.898e-18,9.967e-19,-0.0004,-89.78,0
BottomS000117,19.6957,35.0996,1.446e-18,2.292e-18,4.314e-18,0.0005,-97.2,0
BottomS000118,19.7272,35.1265,6.142e-19,5.729e-19,3.486e-19,-0.0002,-96.42,0
BottomS000120,19.7400,35.0803,6.697e-18,5.190e-18,2.291e-18,-0.001,-94.39,0
BottomS000122,19.7438,35.0815,2.758e-20,3.300e-20,3.546e-20,0.0003,-96.73,0
BottomS000126,19.7547,35.0622,1.443e-17,1.114e-17,4.746e-18,0.0001,-91.24,1
BottomS000127,19.7625,35.1324,4.278e-18,3.513e-18,1.769e-18,0.0003,-95.19,0
BottomS000129,19.7152,35.1282,9.682e-19,9.212e-19,5.961e-19,-0.0001,-90.8,0
BottomS000130,19.7066,35.0644,1.349e-18,1.186e-18,6.772e-19,0.0001,-88.52,0
BottomS000131,19.6778,35.0971,2.813e-20,3.582e-20,4.287e-20,-0.0002,-95.28,0
BottomS000133,19.7065,35.1270,3.329e-15,2.205e-15,6.970e-16,0.0001,-94.65,0
BottomS000134,19.7683,35.1676,5.028e-14,4.475e-14,2.556e-14,-0.0004,-97.32,1
BottomS000138,19.7416,35.0820,3.649e-18,8.245e-18,3.268e-17,-0.0001,-96.34,0
BottomS000141,19.7137,35.1945,9.543e-20,1.084e-19,1.037e-19,-0.0001,-94.1,0
BottomS000142,19.6832,35.1969,5.387e-19,5.242e-19,3.496e-19,0.0004,-92.43,0
BottomS000144,19.7757,35.1652,6.351e-19,6.088e-19,4.044e-19,-0.0008,-90.63,0
BottomS000145,19.7120,35.0984,6.139e-19,1.194e-18,3.393e-18,0.0009,-92.08,0
BottomS000147,19.7422,35.0990,1.510e-19,1.647e-19,1.445e-19,-0.0,-91.49,0
BottomS000153,19.7566,35.1306,3.105e-19,3.073e-19,2.113e-19,0.0004,-94.63,0
BottomS000154,19.7512,35.1555,2.447e-19,2.494e-19,1.876e-19,-0.0004,-89.61,0
BottomS000155,19.7245,35.1317,9.165e-18,7.058e-18,2.974e-18,0.0,-96.48,1
BottomS000156,19.7256,35.1335,1.483e-18,2.618e-18,6.105e-18,0.0002,-94.73,0
BottomS000158,19.7095,35.1161,2.638e-20,3.381e-20,4.191e-20,0.0003,-94.51,0
BottomS000162,19.7477,35.1342,9.853e-20,1.054e-19,8.910e-20,-0.0003,-90.96,0
BottomS000163,19.7486,35.0981,8.433e-20,8.900e-20,7.244e-20,-0.0002,-94.13,0
BottomS000164,19.6905,35.1602,1.737e-17,1.334e-17,5.732e-18,0.0002,-92.98,1
BottomS000166,19.7354,35.1236,2.591e-19,2.581e-19,1.918e-19,-0.0006,-90.2,0
BottomS000168,19.7790,35.1359,2.049e-18,1.802e-18,1.007e-18,0.0006,-92.07,0
BottomS000169,19.7716,35.1082,1.289e-20,1.728e-20,2.154e-20,0.0006,-90.48,0
BottomS000172,19.7718,35.1072,5.719e-19,1.014e-18,2.333e-18,-0.0003,-92.37,0
BottomS000173,19.7701,35.1626,1.291e-18,2.513e-18,7.333e-18,-0.0005,-93.18,0
BottomS000174,19.7316,35.1023,5.909e-14,4.367e-14,1.795e-14,0.0001,-92.61,0
BottomS000175,19.6551,35.1752,1.213e-20,1.599e-20,1.977e-20,-0.0005,-97.64,0
BottomS000176,19.7758,35.1875,1.762e-20,2.276e-20,2.795e-20,-0.0016,-94.74,0
BottomS000178,19.6934,35.1290,6.377e-19,6.108e-19,3.889e-19,0.0001,-94.41,0
BottomS000179,19.7195,35.1818,1.721e-18,1.451e-18,7.591e-19,-0.0002,-91.91,0
BottomS000181,19.8345,35.0979,2.720e-19,2.625e-19,1.750e-19,0.0006,-97.81,0
BottomS000185,19.7151,35.1365,3.730e-14,2.648e-14,9.334e-15,-0.0004,-89.69,0
BottomS000187,19.7433,35.0645,1.024e-18,8.819e-19,4.910e-19,-0.0003,-90.53,0
