Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG01 169.6354 24.2627 7.169e-17 6.170e-17 3.268e-17 47.2417 -1666.89
DG02 147.0583 154.3430 1.974e-15 1.650e-15 8.643e-16 259.4396 -377.11
DG03 50.5112 45.8379 3.723e-16 1.957e-16 7.224e-17 142.6912 -1837.02
DG04 50.7729 45.9202 1.113e-16 1.114e-16 4.595e-17 49.7552 -1838.07
DG05 50.5568 45.8611 1.265e-16 7.789e-17 3.472e-17 62.5939 -1838.05
DG06 50.2882 45.8392 1.473e-16 8.483e-17 5.223e-17 50.7306 -1837.87
DG07 50.7824 45.8727 1.341e-16 1.102e-16 4.402e-17 54.4572 -1837.12
DG08 50.6383 45.8680 9.139e-17 8.990e-17 3.618e-17 53.7422 -1838.31
DG09 50.4626 45.6717 1.239e-16 8.531e-17 3.718e-17 48.0403 -1836.58
DG10 50.7923 45.8649 1.681e-16 9.643e-17 5.210e-17 54.5819 -1838.04
DG11 50.5884 45.8519 1.178e-16 1.003e-16 4.015e-17 50.7928 -1837.32
DG12 50.5091 45.9303 1.230e-16 7.285e-17 4.088e-17 37.0457 -1837.71
