Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
RightDG0018,1.1801,35.0015,8.554e-17,6.193e-17,2.385e-17,180.5571,-507.55
RightDG0019,1.2063,34.2409,3.417e-17,2.705e-17,1.156e-17,64.3437,-507.58
RightDG0020,0.8767,34.6708,2.089e-17,1.874e-17,7.931e-18,132.3489,-511.51
RightDG0021,1.3365,34.4582,3.163e-17,2.591e-17,1.166e-17,80.0527,-510.03
RightDG0022,0.7584,35.5002,3.154e-17,2.886e-17,1.248e-17,103.7553,-512.14
RightDG0023,1.2764,34.9009,3.469e-17,2.705e-17,1.149e-17,85.3759,-511.79
RightDG0024,1.4559,34.9033,2.732e-17,2.041e-17,1.002e-17,160.494,-506.73
RightDG0025,1.0559,34.6221,3.367e-17,2.634e-17,1.232e-17,94.4423,-511.71
RightDG0026,1.2486,35.5900,4.722e-17,3.473e-17,1.444e-17,93.7687,-509.43
RightDG0027,1.5967,34.9774,3.625e-17,2.778e-17,1.232e-17,100.7067,-513.84
RightDG0028,0.6893,34.7434,3.586e-17,3.055e-17,1.440e-17,84.3275,-511.67
RightDG0029,0.7943,35.0899,2.143e-17,1.805e-17,7.154e-18,112.78,-509.41
RightDG0030,1.0882,35.0875,3.155e-17,2.604e-17,1.162e-17,76.5577,-512.46
RightDG0031,1.1198,34.8698,4.881e-17,3.920e-17,1.530e-17,84.165,-508.38
RightDG0032,0.9784,35.2508,3.893e-17,2.820e-17,1.297e-17,86.8457,-514.56
RightDG0033,1.2564,34.9665,2.094e-17,1.738e-17,7.102e-18,115.0299,-513.2
RightDG0034,0.9958,35.2031,3.581e-17,2.636e-17,1.241e-17,72.3213,-513.94
RightDG0134,-2.3119,22.4905,1.014e-17,9.916e-18,3.995e-18,46.6309,-910.62
RightDG0135,-2.3185,22.4806,1.285e-17,1.128e-17,4.553e-18,60.0009,-912.5
RightDG0136,-2.4448,22.4097,1.146e-17,9.795e-18,4.220e-18,47.4378,-911.98
RightDG0137,-2.2685,22.3937,1.232e-17,1.127e-17,5.096e-18,54.3918,-910.76
RightDG0166,-30.4113,-26.6861,5.642e-17,4.698e-17,2.107e-17,141.5502,-380.89
RightDG0209,23.5335,33.7506,8.469e-18,6.861e-18,3.233e-18,98.719,-894.23
RightDG0210,23.6699,33.9227,1.044e-17,8.928e-18,4.273e-18,47.832,-893.66
RightDG0211,23.5715,33.6063,1.049e-17,9.959e-18,4.752e-18,55.5546,-891.35
RightDG0212,23.5471,33.6345,1.033e-17,9.497e-18,3.915e-18,45.5309,-893.83
RightDG0213,23.5161,33.8488,1.227e-17,1.051e-17,5.006e-18,55.1018,-892.32
RightDG0214,23.4172,33.6412,1.663e-17,1.336e-17,5.574e-18,47.9366,-891.75
RightDG0215,23.6109,33.8232,1.211e-17,9.345e-18,5.110e-18,48.2649,-890.93
RightDG0216,23.5075,33.7556,1.117e-17,1.134e-17,4.818e-18,44.734,-890.75
RightDG0231,-9.7842,12.0316,8.394e-18,6.835e-18,3.043e-18,112.2974,-903.55
RightDG0232,-9.6561,12.0607,1.227e-17,9.130e-18,4.493e-18,48.5888,-905.42
RightDG0233,-9.7733,12.0165,1.220e-17,1.115e-17,5.025e-18,54.7462,-903.17
RightDG0234,-9.8173,11.9196,1.309e-17,1.090e-17,5.260e-18,58.1456,-901.82
RightDG0235,-9.9346,12.1782,1.262e-17,1.014e-17,4.527e-18,72.6928,-905.53
RightDG0236,-9.7841,12.0279,1.334e-17,1.048e-17,4.712e-18,51.5484,-905.97
RightDG0237,-9.8573,11.9861,1.282e-17,9.360e-18,4.616e-18,45.0299,-905.3
RightDG0238,-9.8867,12.0082,1.333e-17,1.061e-17,4.702e-18,54.6322,-905.5
RightDG0239,-9.8859,12.1198,1.441e-17,1.040e-17,5.430e-18,50.7624,-902.31
RightDG0336,2.4052,29.6702,1.401e-17,1.098e-17,5.001e-18,47.1747,-792.49
RightDG0337,2.4124,29.6090,1.560e-17,1.132e-17,5.009e-18,49.6012,-792.83
RightDG0354,41.3715,37.3565,7.990e-18,6.795e-18,2.953e-18,110.592,-947.65
RightDG0355,41.4379,37.4102,1.104e-17,9.601e-18,3.892e-18,42.6537,-945.73
RightDG0356,41.3162,37.2963,1.676e-17,1.175e-17,5.445e-18,54.0434,-949.77
RightDG0357,41.2861,37.4106,1.057e-17,7.905e-18,4.375e-18,43.6576,-947.5
RightDG0358,41.3276,37.3173,1.157e-17,1.130e-17,5.193e-18,51.491,-947.36
RightDG0359,41.4602,37.3331,1.163e-17,9.585e-18,4.852e-18,49.0619,-946.51
RightDG0360,41.2977,37.0791,1.245e-17,9.935e-18,4.667e-18,52.0063,-946.63
RightDG0361,41.3798,37.4241,1.115e-17,8.844e-18,4.371e-18,47.0688,-949.27
RightDG0388,-28.2066,5.1431,9.052e-18,7.042e-18,3.383e-18,52.3581,-882.58
RightDG0406,-34.1098,2.9447,1.059e-16,9.574e-17,3.881e-17,198.2872,-223.34
RightDG0407,18.3395,2.4274,1.089e-17,9.570e-18,4.233e-18,64.018,-722.6
RightDG0503,17.2250,-2.1494,8.147e-18,6.340e-18,3.047e-18,46.8529,-874.9
RightDG0504,37.8037,-0.9156,3.034e-17,2.320e-17,9.524e-18,73.4646,-860.26
RightDG0505,37.7081,-0.9906,1.267e-17,1.048e-17,4.792e-18,47.1481,-863.17
RightDG0506,37.4783,-1.0942,1.148e-17,9.558e-18,4.371e-18,46.8662,-863.26
RightDG0507,38.0287,-0.8453,1.056e-17,9.631e-18,4.161e-18,46.4169,-862.38
RightDG0508,37.8058,-1.1822,1.032e-17,8.926e-18,3.946e-18,41.5667,-864.65
RightDG0509,37.7440,-0.9641,8.740e-18,7.678e-18,3.323e-18,82.8361,-861.58
RightDG0510,37.5318,-0.6780,1.131e-17,9.779e-18,4.422e-18,67.7324,-864.31
RightDG0511,37.8409,-0.8393,8.304e-18,6.662e-18,2.965e-18,49.9764,-862.54
RightDG0512,37.7603,-0.8948,7.405e-18,6.082e-18,2.788e-18,93.1698,-863.72
RightDG0513,37.4364,-0.8539,1.059e-17,8.834e-18,4.310e-18,43.4215,-862.59
