Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
TopDG001,31.0348,23.3335,1.540e-17,1.262e-17,5.616e-18,64.4326,-1336.83
TopDG002,31.0662,23.2915,1.290e-17,1.103e-17,5.439e-18,49.6321,-1335.94
TopDG003,31.0104,23.2870,1.424e-17,1.232e-17,5.182e-18,57.2848,-1337.77
TopDG004,31.1838,23.4105,1.289e-17,1.147e-17,5.372e-18,47.7271,-1336.92
TopDG157,-17.3069,-25.5221,1.217e-17,1.070e-17,5.296e-18,52.1613,-1423.66
TopDG158,-17.3601,-25.4519,1.169e-17,9.259e-18,4.584e-18,67.3574,-1422.67
TopDG159,-17.3545,-25.5391,1.605e-17,1.545e-17,5.426e-18,47.2901,-1424.08
TopDG160,-17.3194,-25.4057,1.076e-17,9.465e-18,4.284e-18,45.4665,-1424.1
TopDG224,-5.7520,25.6170,4.324e-17,3.487e-17,1.263e-17,117.5672,-1149.5
TopDG225,-5.2017,24.9859,1.614e-17,1.441e-17,5.706e-18,59.7853,-1160.16
TopDG226,-5.2303,25.2832,1.456e-17,1.474e-17,7.084e-18,49.7097,-1149.9
TopDG227,-6.3302,25.5021,1.761e-17,1.338e-17,6.647e-18,74.7847,-1157.72
TopDG228,-5.7134,25.7407,1.771e-17,1.430e-17,6.049e-18,72.345,-1149.71
TopDG229,-5.8160,25.0493,1.636e-17,1.253e-17,6.323e-18,56.2354,-1152.33
TopDG230,-5.8711,25.1157,1.804e-17,1.524e-17,6.868e-18,58.6929,-1155.1
TopDG231,-5.7003,25.1038,1.810e-17,1.432e-17,6.412e-18,57.8276,-1153.64
TopDG232,-6.2896,25.2608,1.831e-17,1.683e-17,6.572e-18,61.4712,-1148.36
TopDG233,-6.2909,26.0299,1.509e-17,1.452e-17,6.711e-18,65.1654,-1158.78
TopDG234,-5.7900,25.3940,1.572e-17,1.332e-17,6.370e-18,51.9708,-1149.71
TopDG235,-5.4031,25.4049,2.429e-17,1.889e-17,8.217e-18,56.2746,-1160.08
TopDG236,-5.5808,25.4640,1.808e-17,1.258e-17,6.422e-18,65.0663,-1156.8
TopDG237,-5.1762,25.5028,1.680e-17,1.332e-17,5.901e-18,69.4121,-1150.83
TopDG238,-5.8353,24.8769,1.606e-17,1.207e-17,5.814e-18,59.5704,-1159.07
TopDG239,-6.0833,25.9234,1.888e-17,1.521e-17,6.669e-18,56.1113,-1162.97
TopDG240,-6.0105,25.4360,1.177e-17,9.471e-18,4.527e-18,72.8155,-1151.69
TopDG241,-5.7114,25.6370,1.622e-17,1.377e-17,5.980e-18,52.876,-1158.5
TopDG242,-5.3670,25.1540,1.129e-17,8.765e-18,3.914e-18,77.8313,-1161.95
TopDG243,-5.6854,26.0369,1.013e-17,1.014e-17,3.956e-18,86.6291,-1153.08
TopDG244,-5.4894,25.5552,1.554e-17,1.344e-17,6.083e-18,52.49,-1158.79
TopDG245,-5.9945,25.3777,2.289e-17,1.906e-17,7.500e-18,48.6085,-1149.84
TopDG246,-6.5117,25.7642,1.539e-17,1.365e-17,6.400e-18,50.9462,-1154.64
TopDG247,-5.8854,25.6961,1.712e-17,1.399e-17,5.803e-18,53.3396,-1157.43
TopDG248,-5.7329,26.2089,1.258e-17,9.837e-18,4.963e-18,68.351,-1153.07
TopDG249,-5.6191,26.3770,1.710e-17,1.258e-17,5.976e-18,55.7382,-1153.98
TopDG250,-5.7262,25.7443,1.741e-17,1.391e-17,6.122e-18,72.6723,-1149.38
TopDG251,-5.3965,25.1606,1.879e-17,1.305e-17,4.998e-18,51.7618,-1156.66
TopDG252,-5.4886,25.7871,1.079e-17,9.128e-18,4.088e-18,98.7461,-1151.36
TopDG253,-5.1088,25.3608,1.556e-17,1.414e-17,6.029e-18,52.7392,-1154.8
