Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1 38.7206 67.7637 4.543e-16 2.878e-16 1.266e-16 92.6424 795.4
DG2 38.6502 67.7822 4.433e-16 3.268e-16 1.250e-16 83.8923 795.02
DG3 38.6385 67.6062 3.330e-16 2.572e-16 1.371e-16 94.9208 795.87
DG4 153.5635 142.1365 1.060e-16 7.308e-17 3.660e-17 101.0112 1292.54
DG5 153.6891 142.0969 1.945e-16 1.230e-16 5.733e-17 54.3002 1292.89
DG6 153.5560 142.2383 1.255e-16 1.092e-16 5.342e-17 54.7206 1293.17
DG7 153.4897 142.1658 1.687e-16 1.027e-16 6.087e-17 45.6374 1292.21
DG8 153.6167 142.0461 1.246e-16 1.099e-16 3.223e-17 72.3151 1293.51
DG9 153.3533 142.1430 1.448e-16 1.144e-16 6.410e-17 57.8224 1293.02
DG10 109.9014 25.1579 2.671e-16 3.516e-16 1.704e-16 132.9138 647.17
