Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
TopS02785,25.2617,19.8847,1.123e-18,2.145e-18,6.013e-18,0.0004,-79.41,0
TopS02786,25.1799,19.8742,1.023e-18,8.755e-19,4.677e-19,0.0002,-77.66,0
TopS02787,25.2194,19.8752,4.119e-19,4.190e-19,3.148e-19,0.0006,-78.15,0
TopS02788,25.1858,19.8793,7.046e-19,1.381e-18,3.833e-18,0.0003,-77.7,0
TopS02798,25.2417,19.9050,2.679e-18,2.297e-18,1.227e-18,0.0003,-76.85,0
TopS02800,25.2524,19.8861,4.778e-20,5.903e-20,6.335e-20,-0.0002,-78.34,0
TopS02804,25.2459,19.9259,6.359e-20,7.573e-20,7.542e-20,-0.0003,-77.04,0
TopS02807,25.2914,19.8643,1.175e-19,1.325e-19,1.207e-19,0.0002,-80.41,0
TopS02810,25.3015,19.8903,1.094e-20,1.492e-20,1.957e-20,0.0001,-79.39,0
TopS02812,25.2489,19.8924,1.492e-20,1.994e-20,2.560e-20,-0.0006,-77.48,0
TopS02817,25.2285,19.9423,2.517e-20,3.246e-20,3.953e-20,-0.0003,-76.46,0
TopS02821,25.2497,19.8885,4.409e-20,5.033e-20,4.798e-20,0.0,-77.93,0
TopS02824,25.1639,19.9079,1.097e-19,1.212e-19,1.094e-19,0.0002,-77.24,0
TopS02825,25.2563,19.8525,7.156e-20,8.071e-20,7.284e-20,0.0001,-79.34,0
TopS02833,25.2542,19.8730,1.814e-18,2.745e-18,4.790e-18,0.0002,-79.1,0
TopS02835,25.2846,19.8773,9.143e-20,1.040e-19,9.714e-20,-0.0002,-80.11,0
TopS02836,25.1289,20.0331,1.835e-18,3.225e-18,7.274e-18,0.0001,-76.25,0
TopS02839,25.2119,19.9550,7.151e-19,1.492e-18,4.879e-18,-0.0003,-76.37,0
TopS02840,25.2543,19.9155,1.846e-20,2.505e-20,3.477e-20,0.0013,-77.02,0
TopS02843,25.2022,19.8734,2.747e-19,2.723e-19,1.948e-19,0.0002,-77.98,0
TopS02847,25.1566,20.0479,1.924e-20,2.556e-20,3.161e-20,-0.0001,-76.35,0
TopS02848,25.2173,19.9152,6.655e-14,5.185e-14,2.231e-14,0.0,-76.53,1
TopS02849,25.2550,19.8889,2.236e-18,4.787e-18,1.654e-17,-0.0007,-78.19,0
TopS02851,25.2550,19.9089,9.116e-19,8.574e-19,5.644e-19,0.0,-77.53,0
TopS02856,25.2717,19.8531,2.668e-18,5.181e-18,1.475e-17,0.0002,-80.02,0
TopS02858,25.3017,19.8597,2.875e-20,3.542e-20,3.926e-20,-0.0003,-80.27,0
TopS02862,25.2585,19.9530,2.462e-20,3.187e-20,4.050e-20,0.0002,-77.45,0
TopS02863,25.2586,19.8799,9.438e-20,1.110e-19,1.104e-19,-0.0006,-79.08,0
TopS02864,25.3088,19.8614,3.023e-20,3.689e-20,4.078e-20,-0.0007,-80.24,0
TopS02870,25.2567,19.8883,2.761e-19,2.866e-19,2.240e-19,-0.0004,-78.56,0
TopS02874,25.2322,19.8912,1.252e-18,2.043e-18,4.140e-18,0.0002,-77.63,0
TopS02879,25.2598,19.8918,3.462e-19,3.536e-19,2.609e-19,0.0002,-78.17,0
TopS02880,25.2424,19.8966,1.408e-20,1.776e-20,2.083e-20,-0.0003,-77.3,0
TopS02884,25.2538,19.9006,4.295e-19,4.218e-19,3.009e-19,0.0008,-77.23,0
TopS02888,25.3288,19.8972,3.877e-20,4.640e-20,4.720e-20,-0.0002,-79.28,0
TopS02897,25.3850,19.7769,1.300e-19,1.448e-19,1.265e-19,-0.0001,-80.68,0
TopS02902,25.2585,19.8877,9.553e-20,1.059e-19,9.387e-20,0.0002,-79.18,0
TopS02903,25.3134,19.8138,1.215e-18,1.142e-18,7.116e-19,-0.0006,-80.48,0
TopS02908,25.2592,19.8923,3.679e-19,3.952e-19,3.254e-19,0.0001,-78.0,0
TopS02910,25.2319,19.9533,3.230e-20,3.984e-20,4.579e-20,0.0001,-76.77,0
TopS02920,25.2361,19.9089,2.542e-18,5.039e-18,1.514e-17,0.0001,-76.84,0
TopS02924,25.2108,19.9235,1.748e-19,1.847e-19,1.449e-19,0.0009,-76.6,0
TopS02925,25.2639,19.8801,2.239e-18,5.074e-18,1.941e-17,0.0003,-79.34,0
TopS02930,25.3011,19.8424,6.830e-14,5.439e-14,2.435e-14,-0.0003,-80.42,1
TopS02936,25.2634,19.8894,7.466e-20,8.422e-20,7.822e-20,-0.0003,-78.89,0
TopS02945,25.2479,19.8700,1.190e-19,1.280e-19,1.110e-19,0.0006,-78.92,0
TopS02947,25.2793,19.8808,1.062e-20,1.448e-20,1.970e-20,-0.0004,-79.8,0
TopS02948,25.2527,19.8855,5.428e-20,6.112e-20,5.629e-20,0.0005,-78.41,0
TopS02951,25.2599,19.8944,2.909e-18,5.021e-18,1.112e-17,-0.0004,-77.87,0
TopS02952,25.2524,19.8967,5.606e-20,6.958e-20,7.502e-20,-0.0005,-77.55,0
TopS02964,25.2759,19.8581,2.098e-18,4.652e-18,1.796e-17,0.0003,-80.29,0
TopS02967,25.2234,19.8705,5.167e-18,7.735e-18,1.245e-17,-0.0008,-78.17,0
TopS02968,25.3199,19.9375,2.637e-20,3.468e-20,4.301e-20,0.0005,-78.61,0
TopS02974,25.2663,19.9796,7.131e-20,8.232e-20,7.937e-20,-0.0003,-77.53,0
TopS02978,25.3202,19.8572,1.916e-18,4.443e-18,1.883e-17,0.0003,-80.24,0
TopS02981,25.2866,19.8700,3.452e-18,3.052e-18,1.714e-18,0.0004,-80.27,0
TopS02984,25.2584,19.8974,2.463e-18,2.099e-18,1.073e-18,0.0002,-77.97,0
TopS02988,25.2630,19.8879,9.742e-19,2.024e-18,6.729e-18,-0.0002,-78.94,0
TopS02991,25.2914,19.8724,3.868e-19,3.725e-19,2.398e-19,0.0004,-79.89,0
TopS02992,25.2915,19.8787,1.247e-14,8.463e-15,2.788e-15,-0.0001,-79.9,0
TopS02997,25.2454,19.9283,5.025e-20,5.747e-20,5.422e-20,0.0003,-77.03,0
TopS03006,25.2663,19.8919,2.535e-16,9.145e-16,9.473e-15,0.0008,-79.19,0
TopS03007,25.2510,19.8807,7.220e-20,8.406e-20,8.235e-20,0.0001,-78.65,0
TopS03011,25.3073,19.9138,1.083e-20,1.492e-20,2.080e-20,-0.0011,-78.79,0
TopS03012,25.2810,19.8495,1.185e-13,9.581e-14,4.727e-14,-0.0002,-80.46,1
TopS03014,25.2866,19.8464,3.124e-19,3.251e-19,2.467e-19,-0.0004,-80.34,0
TopS03016,25.2469,19.8634,5.719e-19,5.589e-19,3.901e-19,0.0005,-79.07,0
TopS03023,25.3173,19.8567,1.206e-19,1.340e-19,1.196e-19,0.0,-80.33,0
TopS03024,25.2699,19.8840,1.526e-20,2.036e-20,2.748e-20,-0.0005,-79.69,0
TopS03026,25.2603,19.8820,4.607e-19,4.593e-19,3.270e-19,-0.0008,-79.32,0
TopS03027,25.2518,19.8935,4.181e-20,5.109e-20,5.456e-20,0.0005,-77.78,0
TopS03028,25.2203,19.9275,4.462e-20,5.319e-20,5.588e-20,-0.0001,-76.51,0
TopS03036,25.2457,19.8946,6.301e-18,5.098e-18,2.400e-18,0.0006,-77.69,0
TopS03037,25.2612,19.8949,2.001e-19,2.204e-19,1.942e-19,0.0001,-78.17,0
TopS03041,25.2249,19.9246,2.282e-20,2.943e-20,3.558e-20,-0.0009,-76.5,0
TopS03052,25.2661,19.8608,5.198e-19,5.140e-19,3.687e-19,0.001,-79.84,0
TopS03055,25.2648,19.8664,1.248e-20,1.718e-20,2.353e-20,0.0009,-80.01,0
TopS03061,25.2492,19.8601,3.329e-19,3.424e-19,2.537e-19,0.0001,-79.19,0
TopS03064,25.2522,19.8993,2.068e-14,1.387e-14,4.487e-15,-0.0,-77.52,0
TopS03070,25.2599,19.8907,8.872e-19,8.315e-19,5.270e-19,-0.0001,-78.79,0
TopS03071,25.2981,19.9085,1.227e-20,1.658e-20,2.268e-20,0.0,-78.74,0
TopS03072,25.2648,19.8853,2.024e-18,1.776e-18,9.761e-19,0.0004,-79.36,0
TopS03081,25.2582,19.8896,8.749e-19,1.557e-18,3.635e-18,0.0,-78.57,0
TopS03082,25.2352,19.8956,3.129e-19,3.163e-19,2.304e-19,-0.0007,-77.22,0
TopS03084,25.2757,19.8124,7.218e-18,5.931e-18,2.855e-18,-0.0002,-79.99,0
TopS03088,25.2438,19.9118,4.802e-19,4.647e-19,3.255e-19,0.001,-76.87,0
