Time,NormalisedFlux
0.0,0.9262942676470002
1.0,0.9302424401436769
2.0,0.8802780928510274
3.0,0.9436216496839339
4.0,0.9575928994864453
5.0,1.027985450804261
6.0,1.0685311727007802
7.0,1.1136261752017378
8.0,1.0587899000890277
9.0,1.1348168272116548
10.0,1.1196755711513333
11.0,1.1353860409584289
12.0,1.1235238187232726
13.0,1.1802550231809747
14.0,1.1862941619861713
15.0,1.157351603051699
16.0,1.1947501356646542
17.0,1.2111393055576016
18.0,1.272671176043889
19.0,1.1939869689350444
20.0,1.1651512230532823
21.0,1.1758705540601009
22.0,1.162752496631333
23.0,1.119854551785042
24.0,1.1395701105434
25.0,1.094229624101523
26.0,1.048067624014973
27.0,1.0260566206711625
28.0,1.0239809919084675
29.0,1.003130999105867
30.0,0.9686330963751073
31.0,0.9652559677317961
32.0,0.8507991433309243
33.0,0.8792399479996063
34.0,0.8451486977691808
35.0,0.8379945497080893
36.0,0.842271980257609
37.0,0.8074778027069305
38.0,0.8128823843729492
39.0,0.7777882815039302
40.0,0.797980572290582
41.0,0.8067502045689894
42.0,0.811004814466004
43.0,0.8050589159213926
44.0,0.7947751046568685
45.0,0.815542497771382
46.0,0.8884990587116057
47.0,0.8633329209747594
48.0,0.8830948977693208
49.0,0.8955439105220808
50.0,0.9751001663789729
51.0,0.9116419712741235
52.0,0.9815722067225507
53.0,1.023963875368805
54.0,1.0408440419497968
55.0,1.034863918060165
56.0,1.0455125126743297
57.0,1.1453840143834864
58.0,1.2140677702720584
59.0,1.1808297766877802
60.0,1.1708993882427254
61.0,1.2142096572384338
62.0,1.1506456301487862
63.0,1.1760545882453615
64.0,1.1588295736189207
65.0,1.1872418051948168
66.0,1.2313025923818883
67.0,1.1682440075368812
68.0,1.2005720699800226
69.0,1.1599138896671806
70.0,1.1300822677425408
71.0,1.0682105009641458
72.0,1.0548252351475618
73.0,1.0594511909969353
74.0,1.0466178608725325
75.0,1.0831949524000353
76.0,0.9395211455207717
77.0,0.9569172572857396
78.0,0.9341174329668016
79.0,0.9045721276598141
80.0,0.9494602269536669
81.0,0.875924941199378
82.0,0.8331564441928351
83.0,0.8610248393426365
84.0,0.8210346702671083
85.0,0.7732467685195231
86.0,0.7830807334740358
87.0,0.8049704846488959
88.0,0.835138104325661
89.0,0.7945134881968199
90.0,0.802961126847897
91.0,0.7685891884246825
92.0,0.7740558293322857
93.0,0.7915572569448618
94.0,0.8522164574296327
95.0,0.8532351400415402
96.0,0.8313063108657265
97.0,0.9183635636980525
98.0,0.9327464332222721
99.0,0.9674519274167771
100.0,1.024891837190196
101.0,1.0177384033207175
102.0,1.0768590544182588
103.0,1.1709048315653174
104.0,1.1173387014510214
105.0,1.1096901182525676
106.0,1.121541110128066
107.0,1.1749176024085188
108.0,1.0865095320820595
109.0,1.2150026717866482
110.0,1.153448474044233
111.0,1.2436106419091086
112.0,1.2548526351957834
113.0,1.1791709729772026
114.0,1.2341575524357769
115.0,1.2132233356840485
116.0,1.18574810139209
117.0,1.2137438871494712
118.0,1.2009532862950845
119.0,1.1042863827213247
120.0,1.0775099630654987
