Time,NormalisedFlux
0.0,0.9774651255504064
1.0,1.0761646405801102
2.0,1.09410460827426
3.0,1.0695356668702432
4.0,1.0695906782220492
5.0,1.062122236259614
6.0,1.0344495948479129
7.0,1.0613227854500933
8.0,1.026983654496765
9.0,1.0202331361302228
10.0,1.0102437443021406
11.0,0.9811274338660549
12.0,1.0304593844698209
13.0,1.0031481181299136
14.0,0.974461668219151
15.0,0.9560752492337028
16.0,0.9637515128024234
17.0,0.966900167527448
18.0,0.9506793180599592
19.0,0.9392927428642975
20.0,0.966821660028998
21.0,0.8859558836151106
22.0,0.898973746396659
23.0,0.9490976562272533
24.0,1.0228569196673793
25.0,1.0791005229524973
26.0,1.129838785865447
27.0,1.090793768162339
28.0,1.0675940455536752
29.0,1.052478380644721
30.0,1.058310524619005
31.0,1.0588335933884998
32.0,1.0499899254731087
33.0,1.0065562631577403
34.0,0.9967241132035011
35.0,1.0032412810748843
36.0,0.983183706051719
37.0,0.9994080196732434
38.0,0.9842461147550566
39.0,0.9545235088607343
40.0,0.9621505974640429
41.0,0.9708193024079409
42.0,0.9394328708138934
43.0,0.9216390063812893
44.0,0.9059520287395383
45.0,0.9310136446194214
46.0,0.9318117861359365
47.0,0.9583915562140318
48.0,1.0573320528673724
49.0,1.0949700201339223
50.0,1.0947042329562982
51.0,1.0748446403282128
52.0,1.0624488376860641
53.0,1.0435407932588534
54.0,1.0638420149876953
55.0,1.0423070718580554
56.0,1.0397573152363546
57.0,1.0081086548059959
58.0,1.0259168778804175
59.0,0.9779823533206832
60.0,1.017572424861927
61.0,1.0158496893052438
62.0,0.9871591163575413
63.0,0.9767020332948526
64.0,0.9553778710618891
65.0,0.9702180173062934
66.0,0.964903971890286
67.0,0.9407572654447826
68.0,0.8951988560131315
69.0,0.8895251830074687
70.0,0.9255317986382421
71.0,1.01804465737709
72.0,1.0571420125898363
73.0,1.100295821140806
74.0,1.1035070575546382
75.0,1.0579692461554822
76.0,1.0354855889278227
77.0,1.0531151647994164
78.0,1.0359809942593776
79.0,1.0540132439293106
80.0,1.0428565991293022
81.0,1.026745794865627
82.0,1.0061311815468876
83.0,0.9938211279405123
84.0,0.9872865891689492
85.0,0.9704630270873981
86.0,0.9604632803633915
87.0,0.9731073512806525
88.0,0.9573081344758503
89.0,0.9459309062733209
90.0,0.9272912519720211
91.0,0.9212395421553824
92.0,0.9097485234546203
93.0,0.9501897847720775
94.0,0.9323993873182604
95.0,0.9983424212508926
96.0,1.0590522351465739
97.0,1.0816807814020852
98.0,1.0738279842352465
99.0,1.0825652969772195
100.0,1.056185183862768
101.0,1.033085152208621
102.0,1.0383225657169128
103.0,1.0295191006550621
104.0,1.0368793387501272
105.0,1.0217642561949585
106.0,1.020928312994231
107.0,1.0021617105008918
108.0,0.9727894655772321
109.0,0.9512514097607901
110.0,0.959758733796492
111.0,0.926226276146098
112.0,0.9467237457473638
113.0,0.9516513533928138
114.0,0.9192456643485388
115.0,0.9652920669025022
116.0,0.9089149910427312
117.0,0.9367094689811885
118.0,0.956217547209491
119.0,1.027303289498487
120.0,1.0813876680265937
