Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
LeftS00001,35.9289,-0.6997,1.358e-19,1.594e-19,1.592e-19,-0.0007,19.8,0
LeftS00002,36.0053,-0.7892,1.633e-18,1.630e-18,1.150e-18,0.0001,17.92,0
LeftS00004,35.9842,-0.8227,2.032e-18,2.020e-18,1.438e-18,0.0008,18.27,0
LeftS00005,36.0442,-0.8168,1.457e-13,1.024e-13,3.618e-14,-0.0003,15.79,0
LeftS00006,36.0624,-0.7440,1.351e-18,1.328e-18,9.247e-19,0.0001,16.57,0
LeftS00008,35.9755,-0.7267,2.214e-20,3.000e-20,4.151e-20,0.0001,19.04,0
LeftS00010,35.9605,-0.7439,2.820e-19,3.185e-19,2.860e-19,-0.0005,17.16,0
LeftS00011,36.0319,-0.7248,2.716e-17,5.086e-17,1.350e-16,-0.0006,14.61,0
LeftS00012,36.0059,-0.7119,7.101e-19,7.482e-19,5.899e-19,0.0001,14.76,0
LeftS00013,35.9786,-0.8341,4.788e-18,1.000e-17,3.315e-17,0.0003,18.3,0
LeftS00014,36.0170,-0.7645,1.872e-20,2.618e-20,3.779e-20,-0.0001,17.42,0
LeftS00016,36.0530,-0.6955,4.786e-20,6.311e-20,7.808e-20,0.0009,18.99,0
LeftS00017,35.9478,-0.8285,1.658e-19,1.977e-19,2.133e-19,0.0005,19.93,0
LeftS00018,36.0327,-0.7674,1.568e-18,1.565e-18,1.142e-18,-0.0015,16.98,0
LeftS00019,36.0254,-0.7999,1.428e-18,1.396e-18,9.602e-19,0.0002,18.72,0
LeftS00021,36.0316,-0.7953,1.335e-19,1.624e-19,1.778e-19,-0.0003,17.84,0
LeftS00022,36.0570,-0.7554,1.316e-17,1.096e-17,5.406e-18,0.0003,18.77,0
LeftS00023,35.9608,-0.7250,4.267e-18,4.181e-18,2.927e-18,0.0008,19.12,0
LeftS00024,35.9823,-0.7899,3.995e-19,4.310e-19,3.749e-19,-0.0001,16.86,0
LeftS00026,35.9485,-0.8139,4.228e-19,4.652e-19,4.175e-19,0.0008,15.21,0
LeftS00027,36.0857,-0.8063,6.520e-20,8.625e-20,1.071e-19,-0.0007,16.85,0
LeftS00028,36.0082,-0.7261,3.086e-18,3.029e-18,2.020e-18,0.0006,16.15,0
LeftS00029,35.9722,-0.7939,3.302e-18,4.931e-18,8.016e-18,-0.0,17.65,0
LeftS00032,36.0715,-0.7516,8.321e-19,8.838e-19,6.949e-19,-0.0003,16.04,0
LeftS00036,36.0972,-0.7474,3.787e-19,4.113e-19,3.696e-19,0.0002,16.36,0
LeftS00037,36.0837,-0.8213,3.472e-19,3.895e-19,3.583e-19,-0.0011,16.41,0
LeftS00039,35.9980,-0.8080,5.959e-19,6.618e-19,5.884e-19,0.0002,17.97,0
LeftS00040,35.9972,-0.7965,1.121e-13,1.165e-13,8.684e-14,-0.0,18.0,1
LeftS00041,36.0490,-0.6692,5.460e-18,9.245e-18,2.010e-17,0.0002,17.41,0
LeftS00043,36.0931,-0.7779,2.304e-20,3.142e-20,4.377e-20,0.0001,15.99,0
LeftS00045,35.9789,-0.7826,2.924e-19,3.532e-19,3.689e-19,0.0005,17.66,0
LeftS00046,35.9756,-0.7316,2.665e-20,3.521e-20,4.430e-20,-0.0003,16.35,0
LeftS00048,35.9913,-0.7572,4.583e-19,4.983e-19,4.158e-19,-0.001,16.36,0
LeftS00050,36.0455,-0.8085,4.637e-18,7.414e-18,1.409e-17,-0.0004,15.14,0
LeftS00051,36.0133,-0.8397,5.399e-18,4.721e-18,2.570e-18,-0.0002,14.36,0
LeftS00054,36.0296,-0.7528,2.511e-19,2.905e-19,2.801e-19,0.0002,16.9,0
LeftS00057,35.9470,-0.8008,3.751e-19,4.093e-19,3.441e-19,-0.0001,17.89,0
LeftS00058,35.9545,-0.7899,1.431e-20,2.018e-20,3.004e-20,0.0006,16.89,0
LeftS00059,36.1282,-0.7638,4.495e-18,7.478e-18,1.533e-17,-0.0002,18.42,0
LeftS00060,36.0375,-0.7190,3.432e-14,2.300e-14,7.528e-15,0.0005,19.07,0
LeftS00067,36.0149,-0.7411,3.919e-20,5.298e-20,7.008e-20,0.0001,16.13,0
LeftS00070,36.0182,-0.8030,8.236e-17,6.140e-17,2.402e-17,0.0007,16.3,0
LeftS00074,35.9353,-0.8104,4.531e-18,9.069e-18,2.754e-17,0.0001,16.03,0
LeftS00076,35.9458,-0.7425,2.511e-19,2.870e-19,2.736e-19,-0.0001,15.97,0
LeftS00077,36.0121,-0.7430,1.485e-17,1.225e-17,6.110e-18,0.0005,19.62,0
LeftS00078,36.0477,-0.7962,1.155e-20,1.687e-20,2.671e-20,0.0,17.16,0
LeftS00079,36.0210,-0.8003,7.409e-17,5.601e-17,2.274e-17,-0.0001,16.12,0
LeftS00080,36.0737,-0.7445,1.001e-16,7.538e-17,3.172e-17,-0.0008,17.97,1
LeftS00082,36.0386,-0.7233,3.580e-18,3.243e-18,1.935e-18,-0.0001,15.38,0
LeftS00083,36.0069,-0.8222,3.149e-18,4.989e-18,9.455e-18,0.0002,15.71,0
LeftS00084,36.0119,-0.7290,7.404e-20,9.230e-20,1.050e-19,-0.0007,17.97,0
LeftS00086,35.9509,-0.6871,3.132e-17,2.506e-17,1.140e-17,-0.0002,18.54,0
LeftS00087,35.9123,-0.8152,6.629e-20,8.803e-20,1.156e-19,0.0001,19.92,0
LeftS00088,35.9664,-0.8445,1.322e-14,8.683e-15,2.724e-15,0.0008,16.24,0
LeftS00089,35.8795,-0.7549,3.744e-17,2.925e-17,1.253e-17,-0.0002,19.45,1
LeftS00090,36.0368,-0.7888,5.452e-18,4.774e-18,2.626e-18,-0.0002,18.97,0
LeftS00091,36.0312,-0.6995,1.184e-18,1.247e-18,9.847e-19,0.0,18.46,0
