Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0001 157.4033 92.3430 1.397e-16 9.316e-17 4.154e-17 56.8381 344.83
DG0002 157.4258 92.3233 2.108e-16 1.262e-16 5.610e-17 53.8166 344.18
DG0003 195.2387 102.0973 2.645e-16 3.356e-16 9.394e-17 175.4998 373.9
DG0004 195.1538 102.0610 1.611e-16 1.016e-16 5.176e-17 64.2392 374.83
DG0005 195.2368 102.3080 1.600e-16 1.252e-16 6.261e-17 46.1252 377.68
DG0006 195.3566 101.9386 1.281e-16 1.017e-16 4.328e-17 50.58 374.46
DG0007 195.3164 102.1028 1.964e-16 1.308e-16 5.390e-17 54.1469 371.05
DG0008 195.2641 101.9498 1.642e-16 1.383e-16 5.095e-17 51.5809 372.33
DG0009 195.1617 102.1685 1.177e-16 8.073e-17 4.415e-17 56.6076 373.47
DG0010 195.2508 102.1777 1.466e-16 1.061e-16 6.244e-17 53.2606 376.84
DG0011 195.0604 101.9343 1.350e-16 1.296e-16 4.417e-17 48.0227 373.11
DG0012 195.2243 102.1088 1.358e-16 1.006e-16 5.087e-17 60.7449 372.82
DG0013 172.5750 150.0574 4.152e-16 3.276e-16 1.147e-16 93.7624 179.47
DG0014 100.4137 67.2665 1.250e-15 8.413e-16 2.434e-16 168.7816 208.95
DG0015 100.0691 67.0091 4.634e-16 3.920e-16 2.092e-16 102.2157 208.42
DG0016 100.6832 67.5151 4.412e-16 2.997e-16 1.619e-16 102.6669 205.69
DG0017 99.8344 67.2004 4.710e-16 3.243e-16 1.705e-16 94.5744 210.16
DG0018 100.5174 67.4558 4.696e-16 3.712e-16 1.350e-16 98.8259 209.05
DG0019 100.4894 67.7211 5.362e-16 4.246e-16 1.531e-16 101.573 209.57
DG0020 100.2006 67.3019 2.982e-16 3.500e-16 1.821e-16 110.1638 208.96
DG0021 100.2431 66.7846 3.708e-16 3.091e-16 1.487e-16 83.0069 207.74
DG0022 100.2799 67.5345 3.843e-16 3.578e-16 1.557e-16 103.5003 205.82
DG0023 100.1604 67.3124 5.294e-16 4.321e-16 2.320e-16 98.5178 210.44
DG0024 100.1869 67.3198 4.372e-16 3.702e-16 1.720e-16 94.9308 206.8
DG0025 100.8465 67.2742 3.233e-16 3.710e-16 1.182e-16 98.0415 205.21
DG0026 100.4249 67.4233 3.946e-16 3.741e-16 1.578e-16 74.838 206.47
DG0027 100.6927 66.9044 4.111e-16 3.464e-16 1.466e-16 86.8624 208.21
DG0028 221.6436 80.2514 4.438e-16 3.282e-16 1.494e-16 234.9173 189.67
DG0029 221.5674 80.0927 5.052e-16 4.861e-16 2.152e-16 90.8247 189.07
DG0030 221.9478 80.4379 5.506e-16 4.603e-16 1.771e-16 134.4112 189.92
DG0031 221.5958 80.3160 6.000e-16 3.708e-16 1.983e-16 126.6666 191.61
DG0032 221.7379 80.1485 5.765e-16 3.060e-16 1.481e-16 99.9884 190.03
DG0033 221.8614 80.5106 4.582e-16 4.160e-16 2.058e-16 93.5789 191.08
