Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S355506 100.9592 119.1321 1.5400000000000003e-20 2.66e-20 5.806000000000001e-20 0.0 106.19 0.0
S355507 101.0319 119.0635 1.626e-19 2.197e-19 2.921e-19 0.0 106.38 0.0
S355508 100.8839 119.1008 5.203e-23 1.4e-22 8.047e-22 0.0 105.16 0.0
S355509 100.9832 119.1077 6.7700000000000004e-21 1.2330000000000001e-20 3.1350000000000006e-20 0.0 106.42 0.0
S355510 100.8999 119.0544 2.368e-21 4.778e-21 1.4710000000000003e-20 0.0 105.07 0.0
S355511 100.937 119.0967 2.455e-17 2.225e-17 1.35e-17 0.0 106.89 0.0
S355512 100.941 119.0764 9.718e-18 8.893e-18 5.448e-18 0.0 105.77 0.0
S355513 100.9631 119.0636 2.138e-21 4.129e-21 1.1450000000000001e-20 0.0 106.21 0.0
S355514 100.978 119.1242 2.718e-17 2.338e-17 1.259e-17 0.0 106.63 0.0
S355515 100.9551 119.1306 1.162e-17 1.068e-17 6.699e-18 0.0 107.54 0.0
S355516 100.9876 119.082 3.752e-17 3.371e-17 2.007e-17 0.0 105.88 0.0
S355517 100.9297 119.1099 1.375e-13 8.899e-14 2.704e-14 0.0 107.28 0.0
S355518 100.9428 119.116 5.9289999999999996e-24 1.8839999999999998e-23 1.4419999999999998e-22 0.0 107.34 0.0
S355519 100.9916 119.0849 6.048e-21 1.0890000000000002e-20 2.698e-20 0.0 106.26 0.0
S355520 101.017 119.1072 1.233e-15 3.358e-15 2.047e-14 0.0 105.47 0.0
S355521 100.9677 119.0498 3.992e-19 4.928e-19 5.422e-19 0.0 105.65 0.0
S355522 100.991 119.0351 9.294e-18 8.511e-18 4.939e-18 0.0 107.63 0.0
S355523 100.9895 119.0959 1.714e-18 1.886e-18 1.685e-18 0.0 105.08 0.0
S355524 101.0189 119.0703 9.022e-23 2.075e-22 8.518e-22 0.0 105.65 0.0
S355525 100.9478 119.1022 7.493999999999999e-22 5.957999999999999e-22 2.799e-22 0.0 106.64 0.0
S355526 100.9148 119.0568 6.063e-21 1.0840000000000001e-20 2.5350000000000002e-20 0.0 106.64 0.0
S355527 101.0065 119.0991 9.782e-18 9.429e-18 6.34e-18 0.0 104.8 0.0
S355528 100.9655 119.1306 1.871e-16 1.557e-16 7.966e-17 0.0 105.88 0.0
S355529 100.9123 119.0995 8.804e-18 8.282e-18 5.158e-18 0.0 105.93 0.0
S355530 100.9367 119.0986 2.699e-17 2.32e-17 1.179e-17 0.0 105.97 0.0
S355531 101.0241 119.0689 9.104e-23 2.0659999999999998e-22 8.251999999999999e-22 0.001 105.81 0.0
S355532 100.9896 119.071 6.749e-19 7.84e-19 7.911e-19 0.0 106.16 0.0
S355533 101.0009 119.1235 6.828e-18 6.599e-18 4.543e-18 0.0 107.24 0.0
S355534 100.9139 119.0417 1.3380000000000001e-20 2.194e-20 4.362e-20 0.0 105.54 0.0
