Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S267927 36.7842 89.554 3.674e-19 5.314e-19 8.243e-19 0.001 44.16 0.0
S267928 36.8172 89.5866 8.649e-23 2.562e-22 1.758e-21 0.0 44.84 0.0
S267929 36.8337 89.5886 2.9619999999999996e-23 9.528999999999999e-23 7.903999999999999e-22 0.001 44.74 1.0
S267930 36.8142 89.5752 4.586e-19 6.468e-19 9.29e-19 0.0 43.86 0.0
S267931 36.8143 89.5771 1.198e-17 1.274e-17 1.07e-17 0.0 44.43 0.0
S267932 36.8265 89.5913 8.361000000000001e-20 1.278e-19 2.235e-19 0.0 44.63 0.0
S267933 36.7807 89.5922 7.23e-17 6.574e-17 3.767e-17 0.0 44.1 0.0
S267934 36.8585 89.5443 6.21e-21 1.306e-20 4.4820000000000005e-20 0.0 44.82 0.0
S267935 36.7563 89.6084 5.293e-21 1.0620000000000001e-20 3.188e-20 0.0 44.07 0.0
S267936 36.834 89.5933 8.335e-19 1.056e-18 1.295e-18 0.0 44.72 0.0
S267937 36.8831 89.596 8.531000000000001e-20 1.449e-19 3.096e-19 0.0 44.85 0.0
S267938 36.7763 89.5777 2.416e-17 2.456e-17 1.793e-17 0.0 44.06 0.0
S267939 36.9257 89.5348 1.4109999999999998e-23 4.5479999999999996e-23 3.7169999999999997e-22 0.0 44.92 0.0
S267940 36.5586 89.618 4.707e-21 9.699e-21 3.077e-20 0.0 43.91 0.0
S267941 36.8087 89.5528 6.180999999999999e-23 1.734e-22 1.084e-21 0.0 44.46 0.0
S267942 36.7477 89.505 2.6969999999999995e-22 6.435999999999999e-22 2.807e-21 0.0 44.23 0.0
S267943 36.8415 89.573 2.2169999999999997e-22 5.859999999999999e-22 3.265e-21 0.0 44.81 0.0
S267944 36.8357 89.617 1.284e-17 1.357e-17 1.085e-17 0.0 44.6 0.0
S267945 36.8284 89.5854 8.951e-19 1.156e-18 1.448e-18 0.0 44.84 0.0
S267946 36.7286 89.643 4.474e-19 6.136e-19 8.545e-19 0.0 44.09 0.0
S267947 36.7603 89.5713 2.0970000000000002e-20 3.8110000000000006e-20 9.479000000000001e-20 0.0 44.11 0.0
S267948 36.7944 89.5499 2.938e-17 3.055e-17 2.383e-17 0.0 44.26 0.0
S267949 36.842 89.5414 1.8419999999999997e-22 4.943e-22 2.758e-21 0.0 44.7 0.0
S267950 36.8134 89.5708 6.338e-21 1.1640000000000001e-20 3.0040000000000005e-20 0.0 44.05 0.0
S267951 36.283 89.5863 5.419e-24 2.132e-23 2.717e-22 0.0 43.92 0.0
S267952 36.6628 89.5586 1.251e-24 5.347e-24 8.167e-23 0.0 43.96 0.0
S267953 36.8196 89.6157 7.273e-18 7.822e-18 6.621e-18 0.0 44.49 0.0
S267954 36.7506 89.5897 3.6479999999999997e-23 1.0129999999999999e-22 6.326e-22 0.0 44.01 0.0
S267955 36.854 89.5759 6.338e-23 1.752e-22 1.061e-21 0.0 44.89 0.0
S267956 36.8712 89.5169 2.392e-22 6.326e-22 3.435e-21 0.0 44.74 0.0
S267957 36.808 89.5857 8.925e-21 1.8070000000000002e-20 5.39e-20 0.0 44.33 0.0
S267958 36.7679 89.5842 2.65e-22 6.135e-22 2.4400000000000002e-21 0.0 44.06 0.0
S267959 36.7877 89.572 1.05e-19 1.707e-19 3.371e-19 0.0 44.07 0.0
S267960 36.8426 89.6166 2.318e-21 5.14e-21 1.953e-20 0.0 44.71 0.0
S267961 36.796 89.558 2.0459999999999997e-22 4.946e-22 2.187e-21 0.0 44.2 0.0
S267962 36.8198 89.5673 6.302e-17 6.837e-17 5.827e-17 0.0 44.83 0.0
S267963 36.6859 89.5307 1.367e-18 1.689e-18 1.925e-18 0.0 44.03 0.0
S267964 36.8164 89.5684 4.422e-23 1.3869999999999999e-22 1.064e-21 0.0 44.8 0.0
S267965 36.8152 89.5771 1.245e-24 5.751e-24 1.006e-22 0.0 44.77 0.0
S267966 36.849 89.5771 1.4459999999999998e-22 3.897e-22 2.174e-21 0.0 44.82 0.0
S267967 36.9109 89.6077 4.253e-19 5.827e-19 8.116e-19 0.0 44.93 0.0
S267968 36.8819 89.7478 1.694e-17 1.773e-17 1.432e-17 0.0 44.58 0.0
S267969 36.8626 89.6236 3.549e-22 8.720999999999999e-22 4.056e-21 0.0 44.73 0.0
S267970 36.7902 89.5399 3.2449999999999997e-23 1.087e-22 9.453999999999998e-22 0.0 44.33 0.0
S267971 36.757 89.5537 6.957999999999999e-22 1.734e-21 8.641e-21 0.0 44.11 0.0
S267972 36.8347 89.5862 1.751e-16 1.492e-16 7.631e-17 0.0 44.82 0.0
S267973 36.8262 89.5664 7.342e-17 6.391e-17 3.551e-17 0.0 44.84 0.0
S267974 36.7658 89.6014 2.511e-17 2.457e-17 1.698e-17 0.0 44.09 0.0
S267975 36.8378 89.4936 8.515000000000001e-20 1.354e-19 2.572e-19 0.0 44.61 0.0
S267976 36.6717 89.5623 9.777e-19 1.243e-18 1.528e-18 0.0 43.96 0.0
S267977 36.8473 89.5365 1.097e-18 1.38e-18 1.675e-18 0.0 44.69 0.0
S267978 36.8231 89.5954 8.457e-21 1.674e-20 4.9120000000000003e-20 0.0 44.65 0.0
S267979 36.7937 89.5625 4.959e-12 3.688e-12 1.482e-12 0.0 44.27 0.0
S267980 36.8105 89.5813 2.815e-18 3.224e-18 3.142e-18 0.0 44.26 0.0
S267981 36.6868 89.6392 1.76e-16 1.581e-16 9.057e-17 0.0 44.04 0.0
S267982 36.8537 89.5973 9.118e-23 2.3479999999999996e-22 1.221e-21 0.0 44.78 0.0
S267983 36.813 89.5663 8.006e-20 1.351e-19 2.82e-19 0.0 44.47 0.0
S267984 37.2496 89.536 1.138e-21 2.521e-21 9.784000000000001e-21 0.001 45.0 0.0
