Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
TopS47267,-7.8663,36.4626,1.243e-18,1.758e-18,2.543e-18,0.0017,-0.62,0
TopS47269,-8.0113,36.2965,6.991e-19,9.537e-19,1.348e-18,0.001,-0.09,0
TopS47270,-7.9243,36.5312,1.217e-20,2.385e-20,6.907e-20,0.0009,-1.25,0
TopS47272,-7.9130,36.2600,2.588e-17,4.822e-17,1.227e-16,0.0014,-0.29,0
TopS47276,-8.3684,36.8288,1.691e-19,2.809e-19,5.606e-19,-0.0001,1.27,0
TopS47277,-8.0168,36.5748,1.348e-18,1.645e-18,1.791e-18,-0.0,0.76,0
TopS47278,-8.0168,36.6678,7.148e-17,6.641e-17,4.223e-17,0.0006,0.88,0
TopS47279,-7.6423,36.2418,5.168e-18,6.696e-18,7.974e-18,0.001,-1.19,0
TopS47281,-8.4188,36.6905,3.280e-17,3.443e-17,2.799e-17,0.0003,1.36,0
TopS47282,-7.9144,36.5706,5.536e-19,8.221e-19,1.357e-18,0.0013,-1.09,0
TopS47283,-6.2179,35.3612,3.557e-20,6.667e-20,1.807e-19,-0.0005,-1.35,0
TopS47285,-7.9638,36.5970,4.329e-18,5.303e-18,5.908e-18,0.0006,0.31,0
TopS47286,-8.1701,36.9399,1.232e-19,2.110e-19,4.709e-19,0.0009,0.85,0
TopS47288,-7.7287,36.0442,1.212e-20,2.646e-20,9.579e-20,-0.0001,-0.53,0
TopS47289,-7.9314,36.4746,1.011e-19,1.752e-19,3.941e-19,0.001,-0.44,0
TopS47290,-7.9292,36.4961,1.119e-19,1.900e-19,4.284e-19,0.0001,-0.79,0
TopS47292,-8.2223,36.8234,6.169e-17,5.787e-17,3.671e-17,-0.0002,1.06,0
TopS47293,-7.9679,36.5470,1.197e-16,1.062e-16,6.009e-17,0.0001,0.2,0
TopS47295,-8.2407,37.1141,1.980e-20,3.881e-20,1.125e-19,-0.0001,0.56,0
TopS47296,-7.9468,36.5326,7.903e-17,7.294e-17,4.373e-17,-0.0002,-0.16,0
TopS47297,-7.7115,36.8996,2.190e-19,3.484e-19,6.619e-19,0.0004,-0.38,0
