Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity
S00000 113.9494 48.3421 3.451e-18 5.629e-18 1.125e-17 0.0 86.98132640451061
S00001 113.9952 48.3265 5.201e-18 4.361e-18 2.140e-18 0.0 83.74475290526583
S00002 113.9658 48.3446 1.084e-17 8.933e-18 4.533e-18 0.001 84.24857312997887
S00003 113.9694 48.3197 2.458e-18 2.203e-18 1.233e-18 0.0 86.3867524705228
S00004 113.967 48.3421 1.143e-17 1.091e-17 7.381e-18 0.0 86.82787816254076
S00005 113.9567 48.3558 4.723e-20 5.682e-20 5.957e-20 0.0 86.9804432313418
S00006 113.9242 48.3413 4.053e-20 4.825e-20 4.981e-20 0.0 85.50858853789809
S00007 113.9395 48.321 4.704e-18 3.887e-18 1.881e-18 0.0 84.26008250244521
S00008 113.9455 48.3336 2.507e-23 6.614e-23 3.517e-22 0.0 87.34140815353568
S00009 113.9547 48.3237 1.040e-17 8.206e-18 3.773e-18 0.0 86.65067958796618
S00010 113.9474 48.323 4.166e-21 5.807e-21 8.678e-21 0.0 85.86276137445584
S00011 113.9406 48.3355 4.834e-20 5.665e-20 5.826e-20 0.0 87.70582410718201
S00012 113.9571 48.3126 1.796e-22 3.533e-22 1.088e-21 0.0 83.60657252720864
S00013 113.9366 48.3539 2.293e-18 2.004e-18 1.099e-18 0.0 86.03668720426695
S00014 113.9452 48.3325 1.269e-17 9.506e-18 3.957e-18 0.0 85.8323188883138
S00015 113.9511 48.3507 3.853e-19 3.720e-19 2.586e-19 0.0 85.28849785515587
S00016 113.9407 48.3469 1.078e-19 1.177e-19 1.038e-19 0.0 86.5981714121684
S00017 113.9652 48.3199 2.641e-25 9.588e-25 9.917e-24 0.0 83.56865587943126
S00018 113.9585 48.3515 9.021e-23 1.808e-22 5.367e-22 0.0 86.44583573914338
S00019 113.9517 48.341 4.294e-21 6.044e-21 8.775e-21 0.0 85.46339836672354
S00020 113.958 48.3349 5.497e-20 6.829e-20 7.557e-20 0.0 84.44507687969316
S00021 113.968 48.3248 1.317e-19 1.420e-19 1.203e-19 0.0 84.59782187542639
S00022 113.9416 48.327 3.358e-19 3.508e-19 2.695e-19 0.0 87.63574786875499
S00023 113.9521 48.3172 2.766e-18 3.005e-18 2.518e-18 0.0 87.77581609096372
S00024 113.9313 48.3398 2.441e-21 3.826e-21 6.926e-21 0.0 87.02021085306964
S00025 113.9566 48.3377 3.386e-22 6.170e-22 1.592e-21 0.0 87.23430295966602
S00026 113.9365 48.3471 7.108e-14 6.337e-14 3.693e-14 0.0 84.89010681304148
S00027 113.9526 48.3298 2.958e-22 5.163e-22 1.180e-21 0.0 84.73645539093376
S00028 113.9566 48.3317 7.917e-19 7.607e-19 4.981e-19 0.0 86.61926174026564
S00029 113.9506 48.3376 5.767e-21 8.564e-21 1.407e-20 0.0 86.93212148450638
