Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0001 13.1729 43.2097 6.055e-17 4.715e-17 2.149e-17 50.7352 1741.67
DG0002 176.6250 35.4304 1.332e-16 7.427e-17 4.455e-17 65.5885 1311.04
DG0003 230.3598 118.0504 2.446e-16 1.478e-16 6.098e-17 105.5044 953.04
DG0004 230.4154 118.0522 3.046e-16 1.757e-16 1.350e-16 77.401 953.46
DG0005 230.3655 118.2117 3.507e-16 2.192e-16 9.742e-17 82.5017 953.43
DG0006 230.2077 118.0255 4.447e-16 3.481e-16 9.910e-17 90.8182 952.89
DG0007 230.1797 118.0556 3.165e-16 2.596e-16 1.134e-16 97.0796 953.72
DG0008 340.0971 83.3542 3.898e-15 2.768e-15 1.731e-15 352.6149 216.87
DG0009 189.0919 71.2517 5.335e-16 4.804e-16 1.816e-16 159.2223 559.61
DG0010 115.0491 24.5385 1.972e-15 1.498e-15 6.320e-16 266.8857 550.63
DG0011 114.9063 24.1789 1.020e-15 7.016e-16 3.281e-16 134.0728 551.39
DG0012 114.6359 24.9788 7.765e-16 6.368e-16 3.164e-16 136.2024 551.56
DG0013 114.2930 24.0982 1.089e-15 8.432e-16 3.325e-16 132.1336 550.4
DG0014 114.8140 24.4825 8.546e-16 5.482e-16 3.561e-16 103.6813 551.7
DG0015 114.5721 24.6123 7.456e-16 5.868e-16 3.276e-16 131.2645 551.32
DG0016 114.0772 24.4804 7.557e-16 5.936e-16 3.136e-16 118.2919 551.26
DG0017 114.5102 24.9037 7.692e-16 5.741e-16 3.078e-16 141.8992 551.78
DG0018 116.7361 24.7136 1.154e-15 6.249e-16 3.352e-16 137.9255 551.36
DG0019 114.1741 24.9444 7.144e-16 5.852e-16 2.805e-16 114.7042 550.31
DG0020 114.5290 24.5728 5.004e-16 5.174e-16 2.197e-16 250.9187 550.76
DG0021 113.9508 24.9409 4.987e-16 4.082e-16 2.266e-16 119.177 551.09
DG0022 159.2379 104.3055 1.963e-15 1.290e-15 5.801e-16 274.2486 599.91
DG0023 158.7296 103.8655 6.520e-16 6.462e-16 2.992e-16 105.9454 599.59
DG0024 158.9454 104.7217 8.060e-16 6.674e-16 2.695e-16 117.7438 599.32
DG0025 159.3465 104.5889 6.281e-16 6.957e-16 2.977e-16 127.512 599.13
DG0026 159.0326 104.5006 8.516e-16 4.156e-16 2.717e-16 109.725 598.62
DG0027 159.5556 104.2469 8.857e-16 6.625e-16 2.673e-16 157.9363 598.8
DG0028 159.7689 104.3031 1.143e-15 5.658e-16 3.535e-16 148.6943 598.26
DG0029 160.0517 104.2233 5.385e-16 4.481e-16 2.308e-16 147.7525 599.51
DG0030 159.5012 104.7374 6.197e-16 5.511e-16 3.554e-16 127.1875 600.12
DG0031 159.2183 104.9320 8.839e-16 6.202e-16 3.039e-16 107.8348 599.37
DG0032 159.6593 104.8528 1.049e-15 9.970e-16 3.049e-16 141.0982 598.97
DG0033 158.7895 103.8000 7.862e-16 6.545e-16 3.054e-16 135.3741 599.9
DG0034 158.9090 104.5364 8.025e-16 8.080e-16 3.275e-16 134.0049 599.45
DG0035 158.7301 103.9036 9.777e-16 6.330e-16 3.446e-16 156.5631 599.71
DG0036 159.1302 104.2686 4.758e-16 6.821e-16 2.112e-16 108.763 599.54
DG0037 337.3357 132.4383 4.454e-16 3.104e-16 1.918e-16 141.9515 590.77
DG0038 337.0943 132.3473 4.474e-16 5.367e-16 2.693e-16 104.1983 590.26
DG0039 136.7442 56.4855 5.263e-16 3.745e-16 1.909e-16 169.0819 1110.5
DG0040 136.8297 56.9297 1.762e-16 9.217e-17 5.630e-17 78.1555 1108.9
DG0041 136.8331 56.8470 1.877e-16 2.110e-16 7.078e-17 56.2342 1109.13
DG0042 136.3997 56.0569 1.762e-16 1.630e-16 6.442e-17 68.1731 1109.5
DG0043 136.4290 56.3698 2.280e-16 1.568e-16 8.047e-17 55.5728 1110.78
DG0044 136.9937 56.6108 1.454e-16 1.269e-16 6.962e-17 117.3409 1108.94
DG0045 136.5500 56.8124 2.259e-16 1.911e-16 6.733e-17 71.5177 1109.91
DG0046 136.4595 56.7958 2.118e-16 1.140e-16 7.224e-17 59.1505 1111.92
DG0047 137.0826 56.8988 1.969e-16 1.202e-16 6.516e-17 51.9665 1110.86
DG0048 136.5531 56.6460 2.439e-16 1.586e-16 8.899e-17 77.0848 1107.62
DG0049 136.4414 56.6868 2.459e-16 2.011e-16 1.075e-16 73.1726 1110.57
DG0050 136.5254 56.3802 1.328e-16 1.068e-16 5.822e-17 141.1208 1111.16
