Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG01 78.9167 40.3754 9.956e-16 5.769e-16 3.012e-16 320.5247 -198.62
DG02 79.4471 40.6071 1.027e-15 1.029e-15 3.649e-16 132.1812 -197.23
DG03 78.9396 40.2296 1.142e-15 9.976e-16 6.522e-16 153.1343 -197.37
DG04 78.6585 40.4162 9.714e-16 6.869e-16 3.226e-16 159.1838 -197.1
DG05 81.0501 150.5700 1.099e-15 6.616e-16 3.961e-16 386.7504 -214.93
DG06 80.8654 150.5699 1.327e-15 1.211e-15 4.373e-16 169.1524 -215.4
DG07 81.4116 150.7675 1.776e-15 1.156e-15 4.348e-16 154.458 -214.82
DG08 81.7624 150.5196 1.885e-15 1.644e-15 5.782e-16 163.3632 -215.45
DG09 80.8718 150.2927 1.493e-15 1.122e-15 6.336e-16 169.0582 -215.63
DG10 81.8796 150.3032 2.266e-15 1.348e-15 6.545e-16 204.2683 -215.44
DG11 80.0907 150.7353 1.575e-15 1.176e-15 6.589e-16 196.3721 -215.3
DG12 277.2190 59.1656 8.095e-16 4.295e-16 2.864e-16 181.7454 -234.03
