Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
RightS020654,-41.0328,-10.8087,8.887e-20,1.033e-19,1.053e-19,0.0001,62.32,0
RightS020655,-40.9590,-10.7555,9.646e-20,1.083e-19,9.729e-20,0.0007,63.99,0
RightS020656,-40.9572,-10.7733,1.947e-18,4.056e-18,1.401e-17,0.0002,62.82,0
RightS020657,-41.0092,-10.7618,4.255e-19,4.353e-19,3.295e-19,0.0006,63.21,0
RightS020662,-40.9901,-10.7463,1.078e-20,1.467e-20,1.959e-20,0.0006,63.42,0
RightS020669,-40.9452,-10.7829,3.396e-20,4.086e-20,4.385e-20,0.0006,62.83,0
RightS020675,-40.9621,-10.7833,1.324e-18,1.264e-18,8.478e-19,0.0002,62.58,0
RightS020677,-40.9310,-10.7808,1.773e-18,1.675e-18,1.097e-18,0.0005,63.15,0
RightS020678,-40.9695,-10.7691,4.296e-18,3.605e-18,1.822e-18,-0.0001,62.89,0
RightS020680,-41.0853,-10.7452,1.770e-20,2.327e-20,2.966e-20,-0.0008,63.06,0
RightS020684,-40.9423,-10.7505,5.769e-20,6.877e-20,7.325e-20,0.0002,64.13,0
RightS020686,-40.9433,-10.7168,3.129e-20,3.742e-20,3.957e-20,0.0004,64.51,0
RightS020692,-41.0421,-10.8166,1.452e-18,2.270e-18,4.167e-18,-0.0009,62.44,0
RightS020697,-40.9456,-10.6687,2.071e-20,2.684e-20,3.279e-20,-0.0009,64.4,0
RightS020698,-41.0117,-10.7282,1.583e-19,1.754e-19,1.533e-19,-0.0003,63.7,0
RightS020700,-40.9755,-10.7397,1.100e-18,1.043e-18,6.776e-19,-0.0002,63.94,0
RightS020704,-40.9602,-10.7108,3.356e-18,2.985e-18,1.681e-18,-0.0004,64.04,0
RightS020708,-40.8939,-10.8870,1.292e-19,1.521e-19,1.523e-19,-0.0005,62.58,0
RightS020714,-41.0106,-10.7835,1.460e-18,3.342e-18,1.309e-17,-0.0001,62.56,0
RightS020717,-40.9734,-10.7670,1.843e-20,2.243e-20,2.320e-20,-0.0003,63.25,0
RightS020720,-41.0124,-10.7440,1.528e-20,1.975e-20,2.370e-20,0.0005,63.44,0
RightS020722,-40.8050,-10.7566,3.133e-20,4.135e-20,5.183e-20,-0.0001,63.8,0
RightS020723,-41.0468,-10.7881,2.610e-19,2.723e-19,2.132e-19,-0.0006,62.73,0
RightS020724,-40.9711,-10.8149,1.618e-19,1.805e-19,1.649e-19,-0.0,62.38,0
RightS020725,-40.7224,-10.6986,2.938e-14,2.009e-14,6.923e-15,0.0001,63.93,0
RightS020726,-40.9620,-10.7605,2.188e-18,3.753e-18,7.901e-18,-0.0004,63.8,0
RightS020728,-41.1354,-10.7682,1.390e-19,1.565e-19,1.404e-19,-0.0005,62.8,0
RightS020731,-40.8087,-10.7397,3.028e-19,3.122e-19,2.339e-19,-0.0008,63.74,0
RightS020734,-40.9485,-10.7863,1.051e-19,1.227e-19,1.206e-19,-0.0,62.75,0
RightS020739,-40.9484,-10.7366,6.686e-20,7.877e-20,8.113e-20,0.0002,64.16,0
RightS020740,-41.0283,-10.7763,1.074e-20,1.500e-20,2.135e-20,-0.0004,62.84,0
RightS020745,-41.0469,-10.7261,1.644e-17,1.310e-17,5.919e-18,0.0,63.55,1
RightS020748,-40.9262,-10.8360,1.483e-18,2.910e-18,8.467e-18,-0.0003,62.56,0
RightS020749,-40.9782,-10.7581,2.246e-18,4.284e-18,1.214e-17,-0.0002,63.53,0
RightS020750,-40.9626,-10.7694,2.937e-19,3.186e-19,2.694e-19,-0.0002,63.3,0
RightS020752,-40.9780,-10.7456,6.994e-20,8.083e-20,8.236e-20,0.0001,63.89,0
RightS020756,-40.9299,-10.7563,6.599e-19,6.420e-19,4.411e-19,-0.0009,63.94,0
RightS020770,-40.9772,-10.8006,1.441e-20,2.005e-20,2.927e-20,0.0004,62.27,0
RightS020774,-40.9914,-10.7625,1.333e-19,1.484e-19,1.367e-19,-0.0001,63.41,0
RightS020777,-40.9874,-10.7971,1.382e-20,1.855e-20,2.456e-20,-0.0002,62.28,0
RightS020779,-40.9731,-10.7667,2.697e-19,2.950e-19,2.531e-19,-0.0002,63.35,0
RightS020780,-40.9932,-10.7782,7.403e-19,7.401e-19,5.506e-19,-0.0003,62.63,0
RightS020782,-41.0842,-10.8296,4.167e-20,5.161e-20,5.729e-20,-0.0,62.44,0
