Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BackDG121,-14.9588,37.2012,9.472e-18,8.876e-18,4.085e-18,38.6669,-1606.11
BackDG122,-14.9505,37.0475,9.493e-18,7.355e-18,3.365e-18,44.1309,-1606.02
BackDG123,-15.0174,37.2061,1.389e-17,1.100e-17,4.270e-18,41.0965,-1606.26
BackDG124,-14.9773,37.0426,6.660e-18,5.796e-18,2.480e-18,48.8755,-1605.96
BackDG125,-9.9192,12.7039,9.576e-18,8.134e-18,3.994e-18,52.6598,-1318.63
BackDG126,-9.8963,12.7832,1.490e-17,1.129e-17,5.177e-18,63.7091,-1318.92
BackDG127,-9.8919,12.7716,1.196e-17,1.095e-17,5.149e-18,50.9907,-1319.08
BackDG142,31.6993,-44.2863,4.144e-17,3.074e-17,1.147e-17,178.071,-1279.06
BackDG143,31.9126,-44.0284,1.561e-17,1.249e-17,5.464e-18,65.2976,-1278.98
BackDG144,31.7180,-43.6798,1.516e-17,1.257e-17,5.439e-18,52.5504,-1279.33
BackDG145,31.3218,-44.4347,1.447e-17,1.170e-17,5.388e-18,49.1573,-1278.88
BackDG146,31.5658,-44.5777,1.607e-17,1.414e-17,5.761e-18,55.1042,-1278.77
BackDG147,31.3640,-43.9581,8.730e-18,7.768e-18,3.907e-18,77.4267,-1279.02
BackDG148,31.8986,-44.2387,9.381e-18,7.745e-18,3.586e-18,111.6029,-1279.28
BackDG149,31.8307,-44.9839,1.398e-17,1.217e-17,5.873e-18,51.3753,-1279.19
BackDG150,31.3222,-44.0628,1.557e-17,1.289e-17,5.970e-18,59.8782,-1279.17
BackDG151,32.0066,-44.4313,1.177e-17,8.884e-18,3.968e-18,100.7153,-1279.2
BackDG152,32.1546,-44.4826,1.033e-17,7.448e-18,3.834e-18,82.5505,-1278.68
BackDG153,31.3702,-43.9749,1.492e-17,1.298e-17,6.232e-18,57.6596,-1278.7
BackDG154,31.4068,-43.8130,1.633e-17,1.234e-17,5.977e-18,56.5254,-1279.08
BackDG155,31.7716,-44.9483,1.588e-17,1.304e-17,6.123e-18,48.7343,-1279.25
BackDG156,31.7962,-43.7397,1.391e-17,1.052e-17,5.242e-18,55.0821,-1278.8
BackDG157,31.4917,-44.6533,1.472e-17,1.139e-17,5.027e-18,44.7778,-1278.98
BackDG158,31.8054,-44.5678,1.489e-17,1.232e-17,5.881e-18,58.9333,-1279.21
BackDG159,31.2051,-43.7253,1.601e-17,1.211e-17,5.698e-18,55.7163,-1278.75
BackDG160,31.6933,-44.7883,1.271e-17,1.164e-17,5.366e-18,49.4263,-1279.4
BackDG161,31.2855,-44.5706,1.614e-17,1.263e-17,5.777e-18,70.8964,-1278.97
