Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
BackS59993,-42.5704,-2.3552,2.108e-16,4.039e-16,1.144e-15,0.04,1.5,0
BackS59995,0.3183,-3.4500,2.428e-16,1.675e-16,5.808e-17,0.0471,-0.0,0
BackS60008,4.3297,-3.9885,1.478e-13,1.762e-13,1.873e-13,0.0732,-0.22,0
BackS60010,17.9661,2.4555,9.199e-14,9.949e-14,8.263e-14,0.0437,-0.82,0
BackS60035,-34.4702,-3.2965,1.131e-18,3.149e-18,1.923e-17,0.0265,1.24,0
BackS60045,44.7117,11.1016,7.754e-12,7.872e-12,5.898e-12,0.3181,-2.12,0
BackS60046,20.4378,-0.5662,1.523e-19,4.967e-19,4.218e-18,0.0251,-0.83,0
BackS60052,6.7137,-0.9882,1.219e-13,3.334e-13,1.936e-12,0.0072,-0.25,1
BackS60061,21.9961,-2.0025,7.408e-19,2.062e-18,1.298e-17,0.0195,-0.85,0
BackS60064,-17.1969,0.5988,2.280e-13,4.283e-13,1.153e-12,0.014,0.66,0
BackS60089,14.1345,-0.7005,3.456e-18,9.322e-18,5.362e-17,0.039,-0.64,0
BackS60097,-39.5900,-15.8764,5.414e-20,2.483e-19,4.195e-18,0.0679,1.57,0
BackS60174,34.6365,-1.6691,1.327e-14,1.663e-14,1.854e-14,0.0214,-1.2,0
BackS60219,-14.9658,1.6089,2.429e-16,4.354e-16,1.050e-15,0.0252,0.62,0
BackS60225,27.7861,2.3751,7.500e-16,1.203e-15,2.234e-15,0.0225,-1.04,0
BackS60252,-10.8762,3.1307,9.515e-18,2.136e-17,8.177e-17,0.0193,0.44,0
BackS60275,-42.0180,-3.0009,1.234e-12,1.051e-12,5.629e-13,0.0221,1.36,0
BackS60295,32.6640,0.3487,3.508e-17,2.459e-17,8.670e-18,0.0204,-1.15,0
BackS60321,-7.5124,-0.5223,7.520e-15,8.479e-15,7.853e-15,0.012,0.3,0
BackS60327,11.0775,-1.0640,5.949e-14,1.186e-13,3.619e-13,0.0077,-0.41,0
BackS60350,-3.7486,2.4524,4.721e-17,1.115e-16,4.706e-16,0.0381,0.18,0
BackS60407,3.4626,-42.6225,2.000e-15,3.615e-15,8.846e-15,0.0962,-0.15,0
BackS60479,-23.7409,0.3802,2.432e-15,4.834e-15,1.442e-14,0.1894,1.29,0
BackS60807,29.3262,0.4250,7.140e-11,5.219e-11,2.043e-11,0.0382,-1.17,0
BackS60814,1.2550,0.3534,4.164e-13,4.168e-13,3.042e-13,0.04,-0.06,0
BackS60822,-23.8045,-0.9647,1.840e-12,1.603e-12,8.597e-13,0.0334,0.98,0
BackS60825,-41.7408,1.2070,6.552e-13,6.113e-13,3.694e-13,0.0326,1.42,0
BackS60826,-40.4034,-1.8162,1.355e-12,1.164e-12,6.365e-13,0.0298,1.39,0
BackS60873,43.2825,-0.1432,1.381e-12,1.149e-12,5.721e-13,0.0218,-1.37,0
BackS60874,42.3565,0.6951,1.471e-11,1.102e-11,4.470e-12,0.0242,-1.38,0
BackS60876,32.7674,1.1989,2.731e-11,1.897e-11,6.647e-12,0.0234,-1.17,0
BackS60881,13.5384,-0.2492,6.351e-12,4.819e-12,2.062e-12,0.0206,-0.56,1
BackS60882,11.8389,-0.5239,2.404e-12,2.017e-12,9.988e-13,0.0236,-0.5,0
BackS60886,0.7400,0.0922,1.352e-12,2.573e-12,6.970e-12,0.0213,-0.03,0
BackS60887,-2.1699,-0.2922,8.032e-17,5.303e-17,1.665e-17,0.0219,0.1,0
BackS60888,-5.3984,-0.1866,2.337e-14,2.771e-14,2.855e-14,0.0239,0.24,0
BackS60890,-8.7795,0.2455,8.523e-12,6.107e-12,2.250e-12,0.0204,0.37,0
BackS60891,-13.0318,-1.0576,3.838e-13,3.432e-13,1.965e-13,0.0223,0.55,0
BackS60893,-16.6627,-1.5250,6.658e-12,5.098e-12,2.122e-12,0.0205,0.68,1
BackS60897,-31.6439,0.1990,1.148e-11,8.519e-12,3.358e-12,0.0199,1.13,0
BackS60900,-43.4582,0.0220,6.632e-12,5.093e-12,2.224e-12,0.0205,1.36,1
BackS60945,38.0558,-0.2876,2.190e-14,2.370e-14,2.010e-14,0.017,-1.24,0
