Time,NormalisedFlux
0.0,1.108551463356955
1.0,1.078716806413748
2.0,1.0716969973179529
3.0,1.0494869669345017
4.0,0.9926585202046188
5.0,0.9695340356466017
6.0,0.9317857196436103
7.0,0.9267646211564554
8.0,0.9579389286635204
9.0,0.9184118204935287
10.0,0.8655503196369169
11.0,0.856443837299036
12.0,0.8585871364971778
13.0,0.9032853392249244
14.0,0.9081291196551875
15.0,0.9885994468726472
16.0,0.9527012033470179
17.0,0.9775640586595142
18.0,1.0196206529760545
19.0,1.0149689120353638
20.0,1.064179399427547
21.0,1.080773915709408
22.0,1.1060037039763506
23.0,1.1304455645416518
24.0,1.1138751713188244
25.0,1.1114215890093968
26.0,1.1262973194813195
27.0,1.0990451398597598
28.0,1.0205023426142403
29.0,1.0245953125866116
30.0,0.9925967728650135
31.0,1.053903395419831
32.0,0.9607544610087065
33.0,0.9127491081452709
34.0,0.9022945743074513
35.0,0.904742327060217
36.0,0.8805033387053459
37.0,0.8891121235266826
38.0,0.8760085158228891
39.0,0.9034598637780641
40.0,0.9153508883798578
41.0,0.9651816661004025
42.0,0.8981996220570563
43.0,0.9796254668115255
44.0,1.008637472277052
45.0,0.9805979542826728
46.0,1.0283032299282944
47.0,1.0657929934102635
48.0,1.1095773473822064
49.0,1.1290313945718218
50.0,1.1351861586111907
51.0,1.105536418632183
52.0,1.141146677291022
53.0,1.1292115452807867
54.0,1.0623747667973602
55.0,1.0087646725525796
56.0,1.0443900448004622
57.0,1.0220259295488636
58.0,1.005717743146742
59.0,0.9763501199362385
60.0,0.960069152328549
61.0,0.8982232095707247
62.0,0.8877209582406281
63.0,0.8724580092044862
64.0,0.8637738499713544
65.0,0.8652424926218188
66.0,0.907514514902694
67.0,0.9548495956632537
68.0,0.9215307636365249
69.0,0.9215070039410712
70.0,0.9912053219243587
71.0,1.0066831703815116
72.0,1.0688420732708495
73.0,1.0157118069969076
74.0,1.075708844975037
75.0,1.1189717600101865
76.0,1.1224701767744174
77.0,1.1581779778893022
78.0,1.1288148459045106
79.0,1.1061451891982146
80.0,1.0682580386674483
81.0,1.015768674493998
82.0,1.0410820053516836
83.0,1.0069753801099413
84.0,0.9795980577485259
85.0,0.9761657291729983
86.0,0.9666952605968969
87.0,0.9534860539889792
88.0,0.8853932833191516
89.0,0.8772263939414342
90.0,0.8657474674988829
91.0,0.8784208847379812
92.0,0.8938910927007094
93.0,0.9059901106977039
94.0,0.9444510731799325
95.0,0.9612481217362855
96.0,0.9894908867769229
97.0,1.0424052418870013
98.0,1.0274667475699586
99.0,1.0274838551371495
100.0,1.071266909855276
101.0,1.1090554881936912
102.0,1.0897538970789369
103.0,1.1459579873248409
104.0,1.194103789968725
105.0,1.1007486873334682
106.0,1.1119743254806147
107.0,1.080723312120242
108.0,1.0777641049850126
109.0,1.0042650278365322
110.0,1.0098126699963275
111.0,1.0210284093251034
112.0,0.9158209190045768
113.0,0.9016256375759651
114.0,0.9399857577680314
115.0,0.9065381994029726
116.0,0.8777653918525109
117.0,0.9062865845055535
118.0,0.9353177485314694
119.0,0.907451899583431
120.0,0.9472729659399952
