Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S360669 134.5223 61.0885 1.941e-18 1.705e-18 9.507e-19 0.0 81.87 0.0
S360671 134.5357 61.0728 3.233e-19 3.594e-19 3.149e-19 0.0 79.1 0.0
S360672 134.5571 61.0694 2.385e-21 3.732e-21 6.973e-21 0.0 82.03 0.0
S360673 134.5479 61.0354 8.594e-21 1.154e-20 1.5130000000000002e-20 0.0 77.41 0.0
S360674 134.5497 61.0976 8.713e-20 9.715000000000001e-20 8.943000000000001e-20 0.0 79.6 0.0
S360675 134.5069 61.1247 1.5530000000000001e-21 2.6480000000000002e-21 5.704e-21 0.0 81.94 0.0
S360679 134.5665 61.09 2.911e-20 3.6250000000000006e-20 4.0740000000000006e-20 0.0 80.21 0.0
S360680 134.5564 61.0164 2.33e-19 2.265e-19 1.581e-19 0.0 77.27 0.0
S360681 134.4953 61.0661 2.331e-18 5.768e-18 2.712e-17 0.0 80.68 1.0
S360682 134.5222 61.0609 1.393e-20 1.8410000000000002e-20 2.3820000000000003e-20 0.0 79.12 0.0
S360683 134.529 61.0597 5e-22 9.001e-22 2.108e-21 0.0 79.52 0.0
S360684 134.5019 61.1243 4.368e-18 3.637e-18 1.833e-18 0.0 80.47 0.0
S360685 134.5918 61.1265 2.995e-21 4.752e-21 8.967e-21 0.0 80.94 0.0
S360687 134.5756 61.0592 3.765e-19 3.753e-19 2.576e-19 0.0 75.69 0.0
S360690 134.5115 61.0678 1.885e-18 1.661e-18 9.599e-19 0.0 78.76 0.0
S360691 134.5516 61.0953 3.6e-22 6.550999999999999e-22 1.681e-21 0.0 75.22 0.0
S360693 134.5153 61.0073 4.965999999999999e-22 8.855e-22 2.117e-21 0.0 75.49 0.0
S360694 134.5436 61.0568 7.469e-18 6.017e-18 2.762e-18 0.0 79.57 0.0
S360695 134.4866 61.0891 1.567e-22 2.8559999999999997e-22 7.158999999999999e-22 0.0 77.02 0.0
S360696 134.5465 61.053 4.374e-19 1.039e-18 4.568e-18 0.0 78.54 0.0
S360698 134.5531 61.0947 3.796e-19 3.877e-19 2.808e-19 0.0 80.57 0.0
S360699 134.5543 61.0451 1.589e-18 3.69e-18 1.518e-17 0.0 76.59 1.0
S360700 134.5133 61.1109 1.038e-18 8.879e-19 4.668e-19 0.0 82.4 0.0
S360701 134.5101 61.0906 2.094e-21 3.319e-21 6.0570000000000004e-21 0.0 76.94 0.0
S360702 134.5155 61.0868 2.476e-19 2.383e-19 1.602e-19 0.0 79.29 0.0
S360704 134.5561 61.029 8.83e-21 1.2210000000000001e-20 1.715e-20 0.0 80.53 0.0
S360705 134.5789 61.0779 1.405e-19 1.509e-19 1.273e-19 0.0 76.46 0.0
S360707 134.4971 61.1117 1.197e-21 1.884e-21 3.4180000000000004e-21 0.0 76.85 0.0
S360708 134.5137 61.0621 3.38e-17 1.114e-16 9.851e-16 0.0 79.36 1.0
S360710 134.5094 61.0594 2.9939999999999995e-22 5.349999999999999e-22 1.251e-21 0.0 74.63 0.0
S360712 134.5678 61.0544 6.521e-19 1.228e-18 3.432e-18 0.0 80.22 0.0
S360714 134.4929 61.0847 5.321e-14 5.105e-14 3.443e-14 0.0 79.94 1.0
S360715 134.5379 61.0537 1.427e-14 1.673e-14 1.669e-14 0.0 75.42 0.0
S360716 134.5254 61.0512 9.37e-18 7.393e-18 3.315e-18 0.0 75.02 1.0
S360717 134.5041 61.0528 4.848e-19 9.705e-19 2.816e-18 0.0 81.03 0.0
S360718 134.5567 61.0832 1.252e-18 1.159e-18 6.924e-19 0.0 75.77 0.0
S360719 134.5602 61.0422 9.604e-20 1.071e-19 9.531e-20 0.0 80.36 0.0
S360720 134.5623 61.0588 6.002e-14 5.391e-14 3.296e-14 0.0 79.81 1.0
S360721 134.5527 61.0631 3.027e-21 4.606e-21 7.721e-21 0.0 79.08 0.0
S360723 134.5273 61.0163 3.6799999999999997e-22 6.818999999999999e-22 1.787e-21 0.0 74.81 0.0
S360724 134.5397 61.086 1.972e-21 2.866e-21 4.633e-21 0.0 75.87 0.0
S360725 134.5148 61.0941 2.185e-19 2.352e-19 1.895e-19 0.0 75.89 0.0
S360726 134.5343 61.1014 3.182e-21 5.073e-21 9.822e-21 0.0 76.08 0.0
S360727 134.487 61.0645 4.963e-19 4.821e-19 3.316e-19 0.0 78.67 0.0
S360728 134.5272 61.041 6.384e-21 9.149e-21 1.374e-20 0.0 81.53 0.0
S360729 134.4893 61.1174 8.424000000000001e-20 8.770000000000001e-20 7.095000000000001e-20 0.0 76.02 0.0
S360730 134.5013 61.0474 1.55e-19 1.604e-19 1.25e-19 0.0 77.92 0.0
S360731 134.5037 61.0699 1.4860000000000002e-20 2.0620000000000002e-20 2.941e-20 0.0 81.16 0.0
S360732 134.5424 61.1012 6.105999999999999e-22 1.044e-21 2.298e-21 0.0 81.07 0.0
S360733 134.5311 61.0262 9.106000000000001e-20 1.069e-19 1.102e-19 0.0 76.98 0.0
S360734 134.4934 61.0348 2.2920000000000003e-20 2.79e-20 3.058e-20 0.0 76.47 0.0
S360735 134.4935 61.0769 6.182e-19 5.773e-19 3.642e-19 0.0 80.48 0.0
S360739 134.4863 61.054 1.108e-19 1.231e-19 1.096e-19 0.0 79.61 0.0
S360740 134.5179 61.0704 4.132e-21 6.078e-21 9.874e-21 0.0 78.26 0.0
S360741 134.5279 61.0875 1.698e-18 2.876e-18 6.148e-18 0.0 76.58 0.0
S360742 134.5663 61.0469 5.007e-18 4.064e-18 1.859e-18 0.0 75.57 0.0
S360743 134.5451 61.0808 1.562e-18 1.392e-18 7.881e-19 0.0 79.34 0.0
S360744 134.519 61.0334 4.686e-20 5.3050000000000004e-20 4.7740000000000003e-20 0.0 75.45 0.0
S360745 134.4875 61.0734 1.0239999999999999e-22 2.244e-22 8.395999999999999e-22 0.0 78.87 0.0
S360746 134.4682 61.0904 1.391e-18 2.916e-18 9.796e-18 0.0 78.44 0.0
S360747 134.468 61.064 1.9510000000000002e-20 2.5340000000000003e-20 3.1560000000000005e-20 0.0 78.45 0.0
S360748 134.5108 61.0866 1.15e-18 1.035e-18 6.091e-19 0.0 80.05 0.0
S360749 134.5353 61.0277 6.338e-19 1.216e-18 3.513e-18 0.0 80.54 0.0
S360750 134.5196 61.0675 6.164999999999999e-22 1.068e-21 2.384e-21 0.0 76.85 0.0
S360751 134.5134 61.0739 6.704e-21 9.039e-21 1.2260000000000001e-20 0.0 78.79 0.0
S360752 134.4975 61.0608 1.392e-21 2.159e-21 3.946e-21 0.0 81.56 0.0
S360755 134.5024 61.0807 1.089e-18 9.944e-19 5.927e-19 0.0 79.47 0.0
S360756 134.5514 61.065 1.3529999999999998e-22 2.694e-22 8.183999999999999e-22 0.0 79.38 0.0
S360757 134.5334 61.0228 5.173e-21 7.368e-21 1.0910000000000001e-20 0.0 79.76 0.0
S360758 134.5138 61.0702 2.278e-21 3.643e-21 6.88e-21 0.0 79.65 0.0
S360759 134.5677 61.0278 4.015e-20 4.707e-20 4.8360000000000003e-20 0.0 76.5 0.0
S360760 134.5161 61.0808 7.386e-19 1.138e-18 1.972e-18 0.0 75.34 0.0
S360761 134.5179 61.0415 1.162e-19 1.266e-19 1.053e-19 0.0 79.54 0.0
S360762 134.534 61.0963 2.954e-19 5.635e-19 1.496e-18 0.0 76.05 0.0
S360764 134.5358 61.0769 3.1150000000000005e-20 3.6250000000000006e-20 3.5930000000000004e-20 0.0 79.33 0.0
S360765 134.4845 61.0874 1.783e-20 2.2140000000000002e-20 2.4930000000000002e-20 0.0 75.69 0.0
S360766 134.5359 61.1064 8.864000000000001e-20 9.876000000000001e-20 9.152e-20 0.0 75.06 0.0
S360767 134.5515 61.078 4.115e-19 3.913e-19 2.598e-19 0.0 78.48 0.0
S360768 134.566 61.0488 3.328e-19 3.101e-19 1.904e-19 0.0 80.37 0.0
S360770 134.4982 61.0661 1.922e-18 1.605e-18 8.193e-19 0.0 76.15 0.0
S360771 134.5404 61.033 5.536e-22 9.842999999999999e-22 2.2440000000000002e-21 0.0 78.25 0.0
S360772 134.526 61.0699 1.662e-21 2.664e-21 5.132e-21 0.0 80.45 0.0
S360774 134.5067 61.0973 5.73e-21 8.15e-21 1.1640000000000001e-20 0.0 76.34 0.0
S360775 134.5405 61.0618 1.3460000000000002e-20 1.8310000000000002e-20 2.5060000000000003e-20 0.0 81.42 0.0
S360778 134.4939 61.0837 2.648e-18 2.267e-18 1.205e-18 0.0 77.79 0.0
S360781 134.5399 61.0848 6.849999999999999e-22 1.108e-21 2.199e-21 0.0 78.23 0.0
S360783 134.5195 61.1041 6.087000000000001e-20 7.017e-20 6.759e-20 0.0 75.35 0.0
S360784 134.5495 61.0233 3.099e-19 3.122e-19 2.354e-19 0.0 81.56 0.0
S360785 134.5538 61.0505 1.274e-18 1.942e-18 3.359e-18 0.0 81.32 0.0
S360786 134.5403 61.0546 1.408e-19 1.453e-19 1.155e-19 0.0 77.3 0.0
S360787 134.5168 61.0698 5.205e-14 3.727e-14 1.415e-14 0.0 76.8 0.0
S360789 134.5618 61.0509 1.203e-21 1.9290000000000002e-21 3.658e-21 0.0 74.75 0.0
S360790 134.5643 61.0556 1.691e-20 2.1550000000000002e-20 2.6250000000000002e-20 0.0 79.69 0.0
S360791 134.4959 61.0379 5.037999999999999e-22 9.013999999999999e-22 2.075e-21 0.0 78.04 0.0
S360792 134.5224 61.0176 2.9879999999999996e-22 6.016999999999999e-22 1.86e-21 0.0 74.88 0.0
S360793 134.547 61.0931 2.294e-20 2.852e-20 3.097e-20 0.0 81.02 0.0
S360794 134.5247 61.0507 1.1270000000000002e-20 1.4920000000000002e-20 1.957e-20 0.0 81.46 0.0
S360795 134.5718 61.0753 6.752e-19 1.372e-18 4.32e-18 0.0 75.86 0.0
