Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S171577 353.3025 79.8909 5.873e-19 6.093e-19 4.753e-19 0.0 69.65 0.0
S171587 353.1521 79.6947 6.43e-21 9.308000000000001e-21 1.415e-20 0.0 58.5 0.0
S171595 353.599 79.6105 3.2099999999999996e-22 6.599999999999999e-22 2.087e-21 0.0 67.66 0.0
S171602 353.5381 79.7163 6.921e-22 1.309e-21 3.581e-21 0.0 68.75 0.0
S171616 353.4711 79.4462 5.978e-20 7.197e-20 7.640000000000001e-20 0.0 61.73 0.0
S171635 353.647 79.5439 1.3979999999999998e-22 2.783e-22 8.595999999999999e-22 0.0 72.43 0.0
S171666 353.6955 79.9333 1.011e-18 1.007e-18 7.126e-19 0.0 69.91 0.0
S171691 353.5756 79.5247 3.9969999999999995e-22 7.695999999999999e-22 2.263e-21 0.0 64.11 0.0
S171707 353.3139 79.9056 7.783999999999999e-22 1.466e-21 3.919e-21 0.0 73.63 0.0
S171773 353.5432 79.5243 5.873e-19 1.027e-18 2.394e-18 0.0 61.9 0.0
S171783 353.4812 79.3161 8.459000000000001e-20 9.889e-20 9.885000000000001e-20 0.0 61.51 0.0
S171801 353.6424 79.6349 2.392e-21 3.928e-21 7.708e-21 0.0 76.76 0.0
S171805 353.6676 79.5336 1.128e-20 1.5890000000000002e-20 2.325e-20 0.0 69.06 0.0
S171813 353.151 79.6625 3.5290000000000005e-20 4.6540000000000005e-20 5.936e-20 0.0 72.43 0.0
S171845 353.6388 79.8268 4.568e-18 3.845e-18 1.99e-18 0.0 76.83 0.0
S171847 353.478 79.6453 8.838e-19 8.844e-19 6.434e-19 0.0 63.69 0.0
S171858 353.3374 80.0171 6.595e-22 1.246e-21 3.33e-21 0.0 66.26 0.0
S171869 353.624 79.3922 1.383e-21 2.287e-21 4.8090000000000004e-21 0.0 71.73 0.0
S171939 353.428 79.7391 3.0050000000000002e-21 4.99e-21 9.997e-21 0.0 67.31 0.0
S171965 353.3948 79.9919 8.719999999999999e-22 1.575e-21 3.947e-21 0.0 74.88 0.0
S171984 353.5912 79.686 1.3759999999999999e-22 2.5959999999999997e-22 7.116999999999999e-22 0.0 59.24 0.0
S171998 353.5457 79.2453 1.975e-22 3.8409999999999995e-22 1.099e-21 0.0 66.75 0.0
S172006 353.5962 79.4518 1.818e-20 2.5560000000000002e-20 3.898e-20 0.001 59.55 0.0
S172050 353.4702 79.6022 5.295999999999999e-22 9.696999999999999e-22 2.5650000000000002e-21 0.0 68.77 0.0
S172107 353.5073 79.2042 3.375e-21 5.1e-21 8.394e-21 0.0 65.58 0.0
S172112 353.5534 79.8664 1.004e-18 9.266e-19 5.66e-19 0.0 59.49 0.0
S172121 353.6002 79.4428 1.181e-22 2.649e-22 1.032e-21 0.0 61.24 0.0
S172126 353.6057 79.4558 2.4160000000000003e-20 3.216e-20 4.32e-20 0.0 74.33 0.0
S172157 353.5431 79.2887 2.005e-21 3.142e-21 5.897e-21 0.0 64.58 0.0
S172175 353.5348 79.7874 1.1930000000000001e-20 1.726e-20 2.6380000000000002e-20 0.0 69.7 0.0
S172262 353.4397 79.272 5.437999999999999e-22 9.428999999999999e-22 2.166e-21 0.0 75.51 0.0
S172277 353.6009 79.7616 8.122000000000001e-20 1.034e-19 1.211e-19 0.0 69.3 0.0
S172288 353.5586 79.5008 2.192e-22 4.1229999999999995e-22 1.1070000000000001e-21 0.0 64.62 0.0
