Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S125127 76.7504 113.3105 8.134e-18 1.574e-17 4.518e-17 0.0 0.84 0.0
S125129 76.7336 113.3567 4.69e-17 3.455e-17 1.316e-17 0.0 -0.16 0.0
S125130 76.7168 113.3243 3.534e-18 8.277e-18 3.399e-17 0.0 1.5 0.0
S125131 76.706 113.3022 2.185e-14 2.574e-14 2.642e-14 0.0 1.08 0.0
S125133 76.7044 113.309 8.818e-18 7.654e-18 4.027e-18 0.0 2.54 0.0
S125134 76.7221 113.3402 2.65e-18 4.472e-18 9.686e-18 0.0 0.43 0.0
S125138 76.7477 113.2929 2.605e-19 2.782e-19 2.302e-19 0.0 -0.23 0.0
S125139 76.7341 113.314 4.367e-22 3.0389999999999996e-22 1.0289999999999999e-22 0.0 2.22 0.0
S125140 76.7473 113.2823 6.123e-18 1.023e-17 2.136e-17 0.0 1.85 0.0
S125141 76.7572 113.2969 5.039e-21 8.284e-21 1.7030000000000002e-20 0.0 2.53 0.0
S125142 76.746 113.3132 2.042e-17 1.698e-17 8.524e-18 0.0 0.51 0.0
S125143 76.7546 113.3202 2.057e-19 2.358e-19 2.271e-19 0.0 2.58 0.0
S125144 76.7051 113.3141 1.0109999999999999e-22 2.129e-22 7.194999999999999e-22 0.0 0.02 0.0
S125145 76.7272 113.3295 8.876e-19 9.163e-19 7.077e-19 0.0 0.38 0.0
S125146 76.7197 113.3159 3.865e-19 4.271e-19 3.862e-19 0.0 0.27 0.0
S125147 76.7177 113.3156 2.701e-13 1.97e-13 7.818e-14 0.0 0.86 0.0
S125148 76.7221 113.3295 1.8279999999999998e-22 3.9739999999999995e-22 1.426e-21 0.0 2.21 0.0
S125151 76.7434 113.3301 7.103e-21 1.0770000000000002e-20 1.849e-20 0.0 2.5 0.0
S125152 76.7427 113.322 5.9e-19 6.118e-19 4.709e-19 0.0 1.94 0.0
S125153 76.7512 113.3151 4.018e-18 3.551e-18 1.909e-18 0.0 -0.04 0.0
S125154 76.7605 113.2973 6.813e-18 1.097e-17 2.152e-17 0.0 3.14 0.0
S125155 76.7417 113.3127 3.542e-18 6.256e-18 1.471e-17 0.0 2.45 0.0
S125156 76.7557 113.3111 3.686e-17 2.84e-17 1.175e-17 0.0 2.72 1.0
S125158 76.7041 113.3029 9.235000000000001e-20 1.163e-19 1.352e-19 0.0 2.61 0.0
S125159 76.7285 113.3276 7.366e-22 1.373e-21 3.609e-21 0.0 2.47 0.0
S125160 76.717 113.3381 6.178e-19 6.41e-19 5.096e-19 0.0 2.84 0.0
S125161 76.727 113.2905 4.603e-22 3.1799999999999995e-22 1.0819999999999998e-22 0.0 3.1 0.0
S125162 76.7552 113.3013 3.599e-18 7.195e-18 2.138e-17 0.0 1.22 0.0
S125163 76.7333 113.3234 7.578e-18 1.195e-17 2.276e-17 0.0 1.32 0.0
S125164 76.7414 113.2948 9.469e-21 1.415e-20 2.4090000000000003e-20 0.0 0.07 0.0
S125165 76.7209 113.3132 8.202e-19 8.56e-19 6.66e-19 0.0 0.81 0.0
S125166 76.7292 113.3367 1.5449999999999997e-22 3.2559999999999997e-22 1.1340000000000001e-21 0.0 1.05 0.0
S125167 76.7224 113.2863 8.734e-18 7.123e-18 3.368e-18 0.0 2.66 0.0
S125168 76.7085 113.2935 1.034e-17 1.613e-17 2.932e-17 0.0 1.14 0.0
S125169 76.7479 113.3256 1.52e-17 1.247e-17 5.79e-18 0.0 3.08 0.0
S125172 76.7098 113.3045 1.498e-19 1.788e-19 1.888e-19 0.0 1.0 0.0
S125173 76.7238 113.2977 5.235e-18 4.472e-18 2.392e-18 0.0 2.48 0.0
