Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S122981 2.3769 65.3797 7.077e-21 9.593e-21 1.3210000000000001e-20 0.0 105.78 0.0
S122983 2.3878 65.3986 2.717e-19 2.837e-19 2.215e-19 0.0 105.2 0.0
S122986 2.3775 65.3792 2.285e-19 2.316e-19 1.713e-19 0.0 106.23 0.0
S122987 2.342 65.3654 1.9939999999999997e-22 3.8179999999999995e-22 1.05e-21 0.0 106.9 0.0
S122991 2.375 65.3949 2.29e-21 3.613e-21 6.4250000000000004e-21 0.0 105.4 0.0
S122992 2.3449 65.3801 5.0270000000000005e-20 6.015000000000001e-20 6.161e-20 0.0 106.41 0.0
S122993 2.403 65.4236 4.112e-20 5.087000000000001e-20 5.929e-20 0.0 105.19 0.0
S122994 2.4173 65.3721 4.231e-19 4.312e-19 3.184e-19 0.0 106.54 0.0
S122996 2.3888 65.4011 4.316e-21 6.6870000000000004e-21 1.1620000000000001e-20 0.0 105.21 0.0
S122997 2.3801 65.3777 1.88e-20 2.6090000000000004e-20 3.5570000000000005e-20 0.0 107.3 0.0
S122998 2.3777 65.3818 6.673e-21 9.808000000000001e-21 1.6000000000000002e-20 0.0 105.71 0.0
S122999 2.4039 65.4178 1.07e-17 8.341e-18 3.683e-18 0.0 105.28 1.0
S123000 2.378 65.3136 8.5e-22 1.4370000000000001e-21 3.015e-21 0.0 107.85 0.0
S123002 2.5562 65.453 2.539e-19 2.64e-19 2.076e-19 0.0 105.63 0.0
S123003 2.3716 65.4092 8.452000000000001e-20 9.677000000000001e-20 8.950000000000001e-20 0.0 105.19 0.0
S123006 2.3744 65.3945 1.26e-19 1.447e-19 1.417e-19 0.0 105.5 0.0
S123009 2.4476 65.4939 1.0150000000000001e-21 1.744e-21 3.748e-21 0.0 105.02 0.0
S123013 2.4163 65.3954 7.927e-22 1.34e-21 2.826e-21 0.0 105.76 0.0
S123015 2.3659 65.3674 7.136e-19 6.638e-19 4.28e-19 0.0 107.25 0.0
S123016 2.3547 65.3524 2.563e-22 5.1479999999999995e-22 1.593e-21 0.0 107.37 0.0
S123019 2.3938 65.4206 3.501e-18 3.014e-18 1.62e-18 0.0 105.12 0.0
S123020 2.3643 65.3096 4.707e-20 5.588e-20 5.775e-20 0.0 107.86 0.0
S123021 2.4263 65.263 6.041e-20 7.178e-20 7.324000000000001e-20 0.0 107.57 0.0
S123026 2.3858 65.3827 3.9439999999999995e-22 7.304e-22 1.877e-21 0.0 105.62 0.0
S123027 2.3887 65.3994 1.236e-21 2.013e-21 3.942e-21 0.0 105.35 0.0
S123029 2.3989 65.3618 1.35e-19 1.503e-19 1.356e-19 0.0 106.76 0.0
S123031 2.369 65.397 1.014e-13 8.873e-14 5.077e-14 0.0 105.67 1.0
S123032 2.2927 65.4491 7.681999999999999e-22 1.349e-21 3.141e-21 0.0 105.89 0.0
S123033 2.37 65.4908 1.693e-21 2.533e-21 4.255e-21 0.0 104.81 0.0
S123034 2.3935 65.3954 1.7429999999999998e-22 3.229e-22 8.337999999999999e-22 0.0 105.41 0.0
S123035 2.3829 65.4691 5.767e-18 9.506e-18 1.957e-17 0.0 104.95 0.0
S123036 2.3926 65.3462 1.126e-21 1.968e-21 4.371e-21 0.0 107.32 0.0
S123037 2.3707 65.3823 2.764e-14 1.868e-14 6.28e-15 0.0 106.18 0.0
S123038 2.3359 65.3362 3.352e-21 5.292e-21 9.526e-21 0.0 107.33 0.0
S123040 2.3042 65.4884 3.883e-22 6.695e-22 1.508e-21 0.0 105.34 0.0
S123041 2.4726 65.3471 7.632e-20 8.623000000000001e-20 7.873e-20 0.0 106.62 0.0
S123042 2.3648 65.4233 8.647e-21 1.2500000000000001e-20 1.943e-20 0.0 105.17 0.0
S123044 2.3727 65.3772 1.359e-22 2.702e-22 7.8669999999999995e-22 0.0 107.13 0.0
S123045 2.5126 65.442 2.0099999999999998e-22 3.8939999999999996e-22 1.073e-21 0.0 105.54 0.0
S123047 2.3749 65.3879 4.776e-21 7.34e-21 1.237e-20 0.0 105.86 0.0
S123048 2.3886 65.3681 1.035e-18 1.739e-18 3.701e-18 0.0 107.04 0.0
S123049 2.3569 65.4165 7.6e-21 1.1170000000000001e-20 1.783e-20 0.0 105.22 0.0
S123051 2.3744 65.3984 2.3850000000000003e-20 3.0130000000000004e-20 3.5380000000000003e-20 0.0 105.61 0.0
S123052 2.4 65.3744 6.994e-21 1.0140000000000001e-20 1.6200000000000002e-20 0.0 106.37 0.0
S123053 2.3915 65.359 2.455e-19 2.588e-19 2.106e-19 0.0 107.14 0.0
S123054 2.3957 65.4113 1.2409999999999998e-22 2.696e-22 9.998999999999999e-22 0.0 105.08 0.0
S123056 2.304 65.443 4.5120000000000004e-21 6.774e-21 1.1210000000000001e-20 0.0 105.69 0.0
S123057 2.4084 65.3811 3.303e-22 6.2919999999999995e-22 1.793e-21 0.0 106.22 0.0
S123058 2.3871 65.3799 1.196e-22 2.203e-22 5.852e-22 0.0 106.05 0.0
S123059 2.3864 65.37 3.988e-21 6.053e-21 1.0330000000000001e-20 0.0 107.11 0.0
S123061 2.3774 65.3801 6.896e-19 1.354e-18 4.05e-18 0.0 106.22 0.0
S123063 2.3117 65.4031 3.472e-18 6.296e-18 1.539e-17 0.0 106.29 0.0
S123064 2.3725 65.4441 2.839e-18 2.353e-18 1.156e-18 0.0 105.01 0.0
S123065 2.4587 65.4595 4.4939999999999995e-22 7.798999999999999e-22 1.713e-21 0.0 105.08 0.0
S123067 2.433 65.561 2.59e-18 6.307e-18 3.014e-17 0.0 104.66 1.0
S123069 2.3935 65.3667 8.346999999999999e-22 1.476e-21 3.31e-21 0.0 106.91 0.0
S123072 2.3811 65.3822 2.227e-19 2.403e-19 2.022e-19 0.0 105.51 0.0
S123074 2.3876 65.3947 3.523e-19 3.512e-19 2.448e-19 0.0 105.37 0.0
S123076 2.3799 65.4231 2.094e-21 3.288e-21 5.778e-21 0.0 105.14 0.0
S123079 2.2976 65.3519 2.414e-21 3.7150000000000004e-21 6.704e-21 0.0 107.17 0.0
S123080 2.4549 65.3062 1.799e-18 3.585e-18 1.081e-17 0.0 107.34 0.0
S123081 2.3617 65.3693 1.032e-20 1.466e-20 2.1920000000000003e-20 0.0 107.07 0.0
S123082 2.3732 65.3846 4.514e-18 8.87e-18 2.577e-17 0.0 105.9 0.0
S123092 2.3891 65.3605 4.903e-22 8.759e-22 2.11e-21 0.0 107.3 0.0
S123093 2.4155 65.4275 2.1710000000000003e-20 2.7430000000000004e-20 3.1020000000000004e-20 0.0 105.19 0.0
S123095 2.3934 65.3829 1.72e-18 4.354e-18 2.107e-17 0.0 106.02 1.0
S123097 2.3903 65.355 3.3609999999999997e-22 6.801e-22 2.1130000000000002e-21 0.0 107.1 0.0
S123098 2.3386 65.3191 7.689e-19 7.446e-19 4.946e-19 0.0 107.69 0.0
S123099 2.3787 65.3498 9.744e-22 1.695e-21 3.904e-21 0.0 107.48 0.0
S123100 2.3925 65.3735 6.6639999999999995e-22 1.164e-21 2.658e-21 0.0 106.61 0.0
S123101 2.364 65.3968 8.874e-21 1.211e-20 1.673e-20 0.0 105.77 0.0
S123102 2.3805 65.3483 1.783e-21 2.814e-21 5.44e-21 0.0 107.56 0.0
S123104 2.3757 65.3785 2.063e-15 1.362e-15 4.236e-16 0.0 106.59 0.0
S123105 2.4076 65.4047 8.475000000000001e-20 9.806000000000001e-20 9.529e-20 0.0 105.23 0.0
S123107 2.4986 65.6238 7.472e-14 5.506e-14 2.134e-14 0.0 105.03 0.0
S123112 2.3886 65.4227 4.391e-22 8.156999999999999e-22 2.161e-21 0.0 105.03 0.0
S123113 2.3352 65.3763 2.087e-18 1.839e-18 1.066e-18 0.0 106.56 0.0
S123114 2.406 65.4677 2.219e-22 4.0739999999999997e-22 1.049e-21 0.0 104.84 0.0
S123115 2.4365 65.3398 1.691e-21 2.777e-21 5.837e-21 0.0 106.76 0.0
S123119 2.3444 65.4111 1.29e-21 2.281e-21 5.426e-21 0.0 105.75 0.0
S123121 2.3552 65.38 5.243e-19 5.092e-19 3.547e-19 0.0 106.43 0.0
S123122 2.383 65.3797 1.213e-18 1.109e-18 6.662e-19 0.0 105.74 0.0
S123124 2.3828 65.3794 9.204e-22 1.591e-21 3.648e-21 0.0 106.2 0.0
S123126 2.3878 65.3919 1.274e-19 1.441e-19 1.312e-19 0.0 105.36 0.0
S123127 2.2639 65.3174 1.164e-19 1.329e-19 1.275e-19 0.0 107.26 0.0
S123129 2.3799 65.3765 1.055e-19 1.185e-19 1.084e-19 0.0 107.33 0.0
S123133 2.3185 65.4228 4.311e-14 3.22e-14 1.314e-14 0.0 106.01 0.0
S123134 2.3764 65.3771 7.141e-21 9.812e-21 1.374e-20 0.0 107.08 0.0
S123135 2.4118 65.3788 1.6620000000000002e-20 2.315e-20 3.2530000000000005e-20 0.0 106.21 0.0
S123137 2.3629 65.3844 4.388999999999999e-22 8.3e-22 2.234e-21 0.0 106.3 0.0
S123138 2.3812 65.3798 1.494e-20 1.919e-20 2.2380000000000002e-20 0.0 105.85 0.0
S123139 2.4157 65.3329 1.0129999999999999e-22 2.1019999999999997e-22 7.069e-22 0.0 107.16 0.0
S123142 2.3873 65.3855 4.718e-22 9.725999999999999e-22 3.17e-21 0.0 105.9 0.0
S123143 2.3986 65.3879 6.353e-22 1.046e-21 2.041e-21 0.0 105.7 0.0
S123150 2.3595 65.4834 3.2200000000000004e-20 4.279e-20 5.579e-20 0.0 105.13 0.0
S123151 2.4192 65.3479 2.312e-17 1.78e-17 7.857e-18 0.0 106.92 1.0
S123152 2.4867 65.2365 7.5e-19 7.277e-19 4.98e-19 0.0 107.38 0.0
S123153 2.3459 65.3203 1.994e-20 2.56e-20 3.0880000000000004e-20 0.0 107.64 0.0
S123157 2.3782 65.3405 1.3750000000000002e-20 1.9710000000000003e-20 2.946e-20 0.0 107.74 0.0
S123158 2.4464 65.4135 1.659e-20 2.1270000000000003e-20 2.5000000000000002e-20 0.0 105.5 0.0
S123161 2.3815 65.4211 8.672e-18 6.801e-18 3.039e-18 0.0 105.08 0.0
S123162 2.3739 65.3638 2.412e-18 2.141e-18 1.191e-18 0.0 107.25 0.0
S123163 2.3932 65.6392 1.103e-22 2.3509999999999997e-22 8.123e-22 0.0 104.89 0.0
S123165 2.3933 65.4076 3.759e-21 5.741e-21 9.934e-21 0.0 105.05 0.0
S123166 2.3749 65.3771 1.3039999999999998e-22 2.6909999999999996e-22 8.878e-22 0.0 106.69 0.0
S123167 2.3397 65.3995 9.479e-19 1.608e-18 3.576e-18 0.0 106.27 0.0
S123168 2.4503 65.394 3.474e-18 8.447e-18 3.814e-17 0.0 105.99 1.0
S123170 2.4493 65.401 1.504e-21 2.51e-21 5.161e-21 0.0 105.73 0.0
S123171 2.3287 65.3863 1.5019999999999998e-22 2.9139999999999996e-22 8.1349999999999995e-22 0.0 106.3 0.0
S123173 2.436 65.313 1.884e-20 2.3510000000000003e-20 2.711e-20 0.0 107.18 0.0
S123176 2.3211 65.446 3.734e-20 4.8050000000000006e-20 5.778000000000001e-20 0.0 105.8 0.0
S123177 2.3789 65.3781 9.993999999999999e-22 1.732e-21 3.879e-21 0.0 106.56 0.0
S123178 2.3696 65.4015 3.54e-21 4.9750000000000004e-21 7.142e-21 0.0 105.3 0.0
S123179 2.2583 65.2991 1.135e-19 1.314e-19 1.249e-19 0.0 107.54 0.0
S123181 2.383 65.3792 9.769e-22 1.486e-21 2.588e-21 0.0 106.32 0.0
S123184 2.405 65.4337 2.1499999999999997e-22 4.1399999999999997e-22 1.203e-21 0.0 105.06 0.0
S123185 2.381 65.3692 1.011e-21 1.7030000000000002e-21 3.689e-21 0.0 107.1 0.0
S123186 2.3667 65.3881 1.1889999999999998e-22 2.539e-22 9.02e-22 0.0 105.92 0.0
S123188 2.3636 65.4256 1.198e-19 1.396e-19 1.326e-19 0.0 105.34 0.0
S123189 2.3848 65.3629 7.954e-19 7.499e-19 4.841e-19 0.0 107.31 0.0
S123191 2.3718 65.3848 5.048e-21 7.763e-21 1.3360000000000001e-20 0.0 106.1 1.0
S123192 2.5022 65.3261 2.0750000000000003e-20 2.725e-20 3.355e-20 0.0 106.72 0.0
S123193 2.329 65.4149 3.937e-19 4.045e-19 3.223e-19 0.0 105.8 0.0
S123195 2.2922 65.2742 4.285e-21 6.371e-21 1.0500000000000001e-20 0.0 107.56 0.0
S123197 2.2911 65.3968 1.837e-14 1.235e-14 4.021e-15 0.0 106.38 0.0
S123198 2.3967 65.2542 4.9390000000000004e-20 5.903e-20 6.330000000000001e-20 0.0 107.93 0.0
S123202 2.3682 65.3948 1.045e-22 2.3719999999999997e-22 9.276999999999998e-22 0.0 105.61 0.0
S123203 2.3699 65.3062 2.1069999999999998e-22 4.2049999999999995e-22 1.244e-21 0.0 107.96 0.0
S123204 2.3854 65.3795 2.2930000000000002e-20 3.016e-20 3.8060000000000004e-20 0.0 106.19 0.0
S123206 2.3799 65.3881 5.598e-21 8.761e-21 1.632e-20 0.0 105.5 0.0
S123207 2.3694 65.3561 7.721e-22 1.314e-21 2.959e-21 0.0 107.5 0.0
S123208 2.3998 65.3837 1.4189999999999998e-22 2.762e-22 7.691e-22 0.0 105.93 0.0
S123209 2.3899 65.385 2.976e-21 4.57e-21 8.022e-21 0.0 105.97 0.0
S123213 2.3839 65.3843 1.853e-20 2.3660000000000002e-20 2.89e-20 0.0 105.51 0.0
S123214 2.3716 65.3986 1.0950000000000001e-20 1.4680000000000002e-20 1.905e-20 0.0 105.53 0.0
S123215 2.4063 65.3237 3.415e-20 4.2140000000000004e-20 4.5170000000000005e-20 0.0 107.47 0.0
S123216 2.3788 65.3728 3.127e-21 4.941e-21 8.885e-21 0.0 107.21 0.0
S123220 2.382 65.3784 4.429e-19 4.346e-19 3.074e-19 0.0 106.23 0.0
S123221 2.3603 65.326 2.502e-20 3.134e-20 3.7650000000000004e-20 0.0 107.69 0.0
