Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity
S00000 113.9314 48.3379 8.608e-20 9.817e-20 9.403e-20 0.0 0.0
S00001 113.9475 48.3376 1.301e-18 1.124e-18 5.957e-19 0.0 0.0
S00002 113.9261 48.3502 4.512e-23 9.557e-23 3.219e-22 0.001 0.0
S00003 113.9214 48.3477 7.454e-18 7.470e-18 5.540e-18 0.0 0.0
S00004 113.9572 48.3198 1.544e-18 1.370e-18 7.522e-19 0.0 0.0
S00005 113.9541 48.3259 1.079e-24 3.149e-24 2.091e-23 0.0 0.0
S00006 113.9365 48.3314 6.696e-20 7.689e-20 7.143e-20 0.0 0.0
S00007 113.9602 48.3372 4.139e-21 6.223e-21 1.028e-20 0.0 0.0
S00008 113.9342 48.3479 8.380e-19 8.134e-19 5.665e-19 0.0 0.0
S00009 113.9258 48.3375 1.535e-20 1.953e-20 2.302e-20 0.0 0.0
S00010 113.9647 48.3303 4.433e-20 5.106e-20 4.963e-20 0.0 0.0
S00011 113.9462 48.3282 1.387e-21 2.317e-21 4.759e-21 0.0 0.0
S00012 113.9725 48.3258 2.781e-23 6.246e-23 2.367e-22 0.0 0.0
S00013 113.9419 48.3371 4.160e-19 4.178e-19 3.065e-19 0.0 0.0
S00014 113.9335 48.3354 6.044e-25 1.937e-24 1.547e-23 0.0 0.0
S00015 113.9564 48.3179 3.280e-24 8.854e-24 5.169e-23 0.0 0.0
S00016 113.9405 48.339 2.781e-21 4.472e-21 8.292e-21 0.0 0.0
S00017 113.9614 48.3229 6.331e-24 1.464e-23 6.125e-23 0.0 0.0
S00018 113.9698 48.334 9.563e-27 4.609e-26 8.729e-25 0.0 0.0
S00019 113.9497 48.3281 2.834e-19 2.738e-19 1.850e-19 0.0 0.0
S00020 113.9484 48.3181 3.897e-18 4.893e-18 5.637e-18 0.0 0.0
S00021 113.9287 48.3446 9.339e-24 2.173e-23 9.215e-23 0.0 0.0
S00022 113.9762 48.3477 9.470e-23 2.027e-22 7.046e-22 0.0 0.0
S00023 113.9667 48.3388 4.625e-21 7.135e-21 1.218e-20 0.0 0.0
S00024 113.9635 48.322 4.334e-23 9.840e-23 3.739e-22 0.0 0.0
S00025 113.952 48.3382 6.505e-20 7.391e-20 6.788e-20 0.0 0.0
S00026 113.9459 48.3552 2.125e-22 3.694e-22 8.262e-22 0.0 0.0
S00027 113.9762 48.3287 7.175e-24 1.816e-23 9.060e-23 0.0 0.0
S00028 113.9617 48.3249 1.240e-23 3.249e-23 1.742e-22 0.0 0.0
S00029 113.9294 48.3502 2.201e-17 1.749e-17 7.896e-18 0.0 0.0
S00030 113.9601 48.3355 2.358e-21 3.498e-21 5.827e-21 0.0 0.0
S00031 113.9485 48.3521 1.739e-23 4.418e-23 2.157e-22 0.0 0.0
S00032 113.9526 48.3227 2.403e-22 4.514e-22 1.168e-21 0.0 0.0
S00033 113.9331 48.3256 8.722e-23 1.850e-22 6.437e-22 0.0 0.0
S00034 113.9611 48.3463 1.356e-20 1.797e-20 2.361e-20 0.0 0.0
S00035 113.9313 48.3368 3.608e-20 4.372e-20 4.538e-20 0.0 0.0
S00036 113.9686 48.3316 8.665e-18 6.307e-18 2.381e-18 0.0 0.0
S00037 113.9494 48.3196 3.122e-30 3.936e-29 5.575e-27 0.0 0.0
S00038 113.9329 48.3308 1.095e-17 8.015e-18 3.143e-18 0.0 0.0
S00039 113.9599 48.332 7.240e-23 1.528e-22 5.167e-22 0.0 0.0
S00040 113.9534 48.3272 2.744e-22 5.150e-22 1.369e-21 0.0 0.0
S00041 113.9477 48.3428 1.183e-23 3.147e-23 1.764e-22 0.0 0.0
S00042 113.9527 48.3219 8.031e-22 1.320e-21 2.591e-21 0.0 0.0
S00043 113.9579 48.3278 5.469e-21 7.917e-21 1.172e-20 0.0 0.0
S00044 113.9534 48.3422 2.694e-23 5.779e-23 2.086e-22 0.0 0.0
S00045 113.9705 48.3354 3.336e-18 2.639e-18 1.178e-18 0.0 0.0
S00046 113.973 48.3228 3.928e-14 4.175e-14 3.490e-14 0.0 0.0
S00047 113.9355 48.3409 5.483e-18 4.558e-18 2.286e-18 0.0 0.0
S00048 113.9716 48.3426 1.299e-18 1.178e-18 7.215e-19 0.0 0.0
