Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
BackS00001,-3.1622,9.2982,9.029e-19,9.218e-19,6.843e-19,0.0002,61.86,0
BackS00003,-3.1920,9.3534,3.445e-14,2.291e-14,7.443e-15,0.0009,61.36,0
BackS00004,-3.0980,9.3182,1.785e-18,1.751e-18,1.180e-18,0.001,62.52,0
BackS00009,-3.1278,9.2979,4.209e-18,7.518e-18,1.811e-17,-0.0004,62.03,0
BackS00011,-3.1313,9.2661,8.707e-14,6.139e-14,2.239e-14,-0.0007,61.66,0
BackS00013,-3.1618,9.3032,1.262e-20,2.012e-20,3.710e-20,-0.0001,61.28,0
BackS00015,-3.1397,9.2475,2.925e-18,4.789e-18,9.723e-18,0.0001,62.6,0
BackS00016,-3.1460,9.2917,2.033e-19,2.326e-19,2.156e-19,-0.0012,62.99,0
BackS00019,-3.1593,9.2773,6.225e-18,5.394e-18,2.915e-18,0.0001,62.46,0
BackS00021,-3.1455,9.2371,3.385e-17,2.586e-17,1.081e-17,-0.0003,61.98,0
BackS00022,-3.1482,9.2746,6.210e-18,1.266e-17,3.864e-17,-0.0002,63.08,0
BackS00024,-3.1638,9.2735,6.318e-18,8.387e-18,1.071e-17,0.0006,61.83,0
BackS00025,-3.1424,9.3018,3.403e-14,2.266e-14,7.215e-15,-0.0001,62.01,0
BackS00028,-3.1407,9.2352,2.319e-19,2.542e-19,2.272e-19,0.0008,62.24,0
BackS00030,-3.1211,9.2902,2.708e-13,2.102e-13,9.152e-14,-0.0006,61.81,1
BackS00031,-3.1658,9.2469,1.558e-17,2.398e-17,4.194e-17,0.0001,62.5,0
BackS00033,-3.1372,9.2854,1.349e-17,3.610e-17,2.063e-16,0.0008,62.12,0
BackS00035,-3.1300,9.3373,6.683e-18,6.115e-18,3.713e-18,-0.0006,60.94,0
BackS00036,-3.1176,9.3135,4.834e-18,7.351e-18,1.288e-17,-0.0002,61.31,0
BackS00037,-3.1811,9.2843,9.136e-18,8.009e-18,4.544e-18,0.0007,61.2,0
BackS00038,-3.1806,9.3199,3.058e-17,2.497e-17,1.175e-17,-0.0002,60.72,0
BackS00039,-3.1568,9.2588,2.088e-13,1.548e-13,6.035e-14,-0.0007,62.69,0
BackS00042,-3.1072,9.3033,2.420e-19,2.704e-19,2.489e-19,0.0003,61.41,0
BackS00044,-3.1892,9.3171,1.316e-20,1.891e-20,2.921e-20,-0.0001,62.19,0
BackS00046,-3.1513,9.3052,5.898e-17,4.494e-17,1.933e-17,0.0005,62.15,1
