Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BackDG086,19.2600,29.4823,1.391e-17,1.113e-17,5.197e-18,85.0264,-1007.5
BackDG087,19.3289,29.4608,1.880e-17,1.540e-17,6.608e-18,59.9445,-1008.25
BackDG088,19.2048,29.5855,1.575e-17,1.140e-17,5.455e-18,83.4184,-1007.49
BackDG089,19.2684,29.5627,2.176e-17,1.674e-17,7.924e-18,65.2792,-1009.08
BackDG090,19.2424,29.3353,1.766e-17,1.600e-17,7.427e-18,64.9983,-1009.32
BackDG147,-36.0581,18.2866,5.776e-18,5.276e-18,2.206e-18,113.8039,-1537.56
BackDG148,-36.0258,18.2144,9.394e-18,9.462e-18,3.739e-18,38.1891,-1535.03
BackDG149,-36.1714,18.3292,8.918e-18,7.410e-18,3.597e-18,38.9876,-1537.4
BackDG150,-35.9186,18.3562,6.001e-18,5.116e-18,2.534e-18,49.0984,-1537.62
BackDG151,-36.2991,18.2840,9.417e-18,7.923e-18,3.350e-18,42.481,-1537.97
BackDG152,-36.0526,18.0847,7.280e-18,6.000e-18,2.519e-18,45.8613,-1534.15
BackDG153,-36.0844,18.4130,9.532e-18,7.378e-18,3.716e-18,38.3976,-1535.27
BackDG154,-36.0436,18.2934,6.867e-18,5.999e-18,2.549e-18,53.3852,-1538.46
BackDG155,-35.9570,18.3326,9.501e-18,7.684e-18,4.015e-18,57.4256,-1538.62
BackDG179,4.6786,-13.8310,3.057e-17,2.160e-17,9.140e-18,159.4917,-1495.83
BackDG180,4.6336,-13.8594,9.922e-18,8.609e-18,3.930e-18,43.779,-1496.52
BackDG181,4.8615,-13.7846,1.104e-17,9.175e-18,4.693e-18,45.0875,-1499.68
BackDG182,4.5219,-13.8133,1.179e-17,9.068e-18,3.812e-18,42.0938,-1500.8
BackDG183,4.6235,-13.6332,1.032e-17,8.091e-18,4.097e-18,46.5818,-1496.68
BackDG184,4.5396,-13.8006,1.106e-17,8.914e-18,4.228e-18,52.6418,-1498.13
BackDG185,4.5725,-13.6584,1.148e-17,8.722e-18,4.301e-18,47.4216,-1496.25
BackDG186,4.8413,-13.6761,1.457e-17,1.266e-17,5.430e-18,41.2887,-1500.95
BackDG187,4.6082,-13.7253,9.926e-18,8.434e-18,4.027e-18,40.697,-1498.28
BackDG188,4.5836,-13.9069,1.073e-17,8.591e-18,3.912e-18,39.1359,-1496.68
BackDG189,4.7755,-13.7336,1.101e-17,9.201e-18,4.332e-18,41.5363,-1500.76
BackDG190,4.7241,-13.8381,9.780e-18,8.161e-18,3.850e-18,41.5611,-1495.5
BackDG191,4.6737,-13.6861,1.137e-17,9.553e-18,4.719e-18,42.6821,-1497.46
BackDG216,-31.7496,23.2355,3.280e-17,2.913e-17,1.336e-17,106.9778,-627.17
BackDG392,18.4445,8.0982,1.472e-17,1.143e-17,5.337e-18,106.7714,-1107.93
BackDG393,18.5538,8.1579,1.745e-17,1.648e-17,7.643e-18,68.3822,-1107.11
BackDG394,18.3519,8.0628,1.714e-17,1.418e-17,6.444e-18,57.5352,-1108.03
BackDG395,18.4641,8.1925,1.855e-17,1.704e-17,7.387e-18,71.7364,-1106.03
BackDG396,18.3348,8.0026,1.857e-17,1.446e-17,6.708e-18,62.7125,-1106.45
BackDG397,18.3898,8.0561,2.418e-17,2.090e-17,8.269e-18,55.187,-1108.04
BackDG517,-42.3968,36.0013,1.032e-15,8.983e-16,3.862e-16,506.7115,-130.95
BackDG518,-43.2157,36.6177,1.031e-15,8.182e-16,3.890e-16,590.9696,-130.54
BackDG524,-7.9833,-15.6867,2.871e-17,2.220e-17,1.039e-17,194.0177,-688.66
BackDG525,-7.9961,-15.5299,3.874e-17,3.107e-17,1.524e-17,85.8125,-686.57
BackDG526,-7.8568,-15.5554,3.597e-17,3.280e-17,1.405e-17,82.1139,-687.16
BackDG527,-8.0309,-15.6628,4.093e-17,3.221e-17,1.516e-17,75.8742,-689.54
BackDG528,-8.1029,-15.6695,4.162e-17,3.307e-17,1.335e-17,82.2016,-685.96
BackDG529,-8.0257,-15.6219,4.544e-17,3.754e-17,1.642e-17,82.6787,-689.16
BackDG530,-7.8730,-15.8191,4.451e-17,3.482e-17,1.700e-17,97.898,-686.23
BackDG594,34.7018,-20.7382,7.149e-18,5.335e-18,2.800e-18,54.5008,-1580.2
BackDG618,-41.6503,12.8751,6.577e-18,5.560e-18,2.550e-18,123.8247,-1495.27
BackDG619,-41.6628,12.9668,1.108e-17,9.670e-18,4.451e-18,47.2584,-1494.87
BackDG620,-41.4503,12.8263,9.969e-18,7.922e-18,3.945e-18,46.2426,-1496.83
BackDG621,-41.6203,12.8133,7.535e-18,5.341e-18,2.814e-18,56.2979,-1495.45
BackDG622,-41.6993,12.8509,1.001e-17,8.433e-18,3.770e-18,41.6972,-1496.57
BackDG623,-41.4735,12.9222,1.067e-17,7.822e-18,3.570e-18,33.7785,-1496.51
BackDG624,-41.7878,13.0477,1.074e-17,9.372e-18,4.531e-18,49.4332,-1497.87
BackDG625,-41.3657,12.7587,1.021e-17,8.196e-18,3.681e-18,43.853,-1495.74
BackDG626,-41.8344,12.7982,1.024e-17,8.287e-18,3.711e-18,39.6302,-1497.21
BackDG674,-16.3602,27.3353,1.288e-17,9.615e-18,4.805e-18,45.2898,-1368.75
BackDG675,-16.3364,27.4031,1.264e-17,1.003e-17,4.878e-18,51.368,-1369.58
