Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
RightS07546,-44.1997,2.3077,2.608e-19,2.728e-19,2.224e-19,-0.0002,119.89,0
RightS07549,-44.1592,2.2970,2.374e-19,2.537e-19,2.034e-19,0.0001,120.45,0
RightS07553,-44.2017,2.3016,1.169e-18,1.025e-18,5.652e-19,-0.0002,118.91,0
RightS07554,-44.1896,2.3102,2.094e-19,2.143e-19,1.618e-19,-0.0,120.58,0
RightS07555,-44.1327,2.2894,6.124e-17,4.583e-17,1.924e-17,-0.0006,120.64,0
RightS07556,-44.2126,2.2891,3.040e-19,3.143e-19,2.429e-19,-0.0004,120.06,0
RightS07557,-44.2110,2.3277,1.353e-18,1.204e-18,7.093e-19,-0.0,118.97,0
RightS07559,-44.1468,2.3142,2.286e-19,2.388e-19,1.828e-19,0.0004,119.52,0
RightS07560,-44.1613,2.3377,1.685e-20,2.076e-20,2.356e-20,0.0004,120.07,0
RightS07562,-44.2274,2.3163,9.433e-20,1.143e-19,1.189e-19,0.001,119.9,0
RightS07565,-44.1890,2.3133,1.106e-18,1.004e-18,6.076e-19,-0.0004,119.28,0
RightS07567,-44.1442,2.3118,5.809e-18,4.903e-18,2.427e-18,-0.0004,120.63,0
RightS07569,-44.1873,2.3418,2.130e-18,1.879e-18,1.011e-18,-0.0005,120.16,0
RightS07574,-44.1818,2.3509,5.403e-15,3.586e-15,1.129e-15,-0.0008,120.98,0
RightS07576,-44.2040,2.3286,8.717e-14,6.865e-14,3.187e-14,-0.0005,119.59,1
RightS07579,-44.1287,2.2929,7.569e-19,7.712e-19,5.718e-19,-0.0003,120.9,0
RightS07580,-44.1822,2.2610,3.862e-17,2.924e-17,1.213e-17,-0.0008,120.92,1
RightS07584,-44.1280,2.3209,2.982e-19,3.025e-19,2.223e-19,-0.0,118.96,0
RightS07585,-44.1684,2.3237,1.906e-19,1.950e-19,1.473e-19,0.0003,120.07,0
RightS07588,-44.1706,2.2738,2.035e-20,2.681e-20,3.508e-20,-0.0001,120.87,0
RightS07590,-44.2187,2.3241,7.376e-20,8.935e-20,9.274e-20,0.0008,119.55,0
RightS07592,-44.0952,2.2813,5.480e-20,6.592e-20,6.800e-20,0.0001,119.38,0
RightS07593,-44.2021,2.2869,6.086e-18,5.096e-18,2.565e-18,-0.0005,120.18,0
RightS07594,-44.2144,2.3110,1.706e-19,1.823e-19,1.514e-19,0.0001,120.83,0
RightS07599,-44.1567,2.3024,2.290e-19,2.463e-19,2.115e-19,-0.0,120.2,0
RightS07600,-44.1605,2.2947,9.058e-19,1.562e-18,3.461e-18,-0.0012,120.28,0
RightS07601,-44.1780,2.2997,1.489e-19,1.566e-19,1.262e-19,0.0006,120.91,0
