Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0001 198.4922 117.3822 1.403e-16 1.057e-16 3.919e-17 50.3833 1627.53
DG0002 198.4882 117.3279 1.051e-16 8.528e-17 4.492e-17 55.2551 1626.84
DG0003 198.4992 117.4174 1.385e-16 7.396e-17 4.484e-17 48.4261 1627.46
DG0004 328.8779 145.0725 2.091e-16 1.944e-16 9.132e-17 80.6369 978.81
DG0005 213.4038 63.1015 1.173e-15 7.504e-16 2.847e-16 132.0799 881.42
DG0006 213.3867 63.2092 3.929e-16 3.368e-16 9.552e-17 75.5466 880.46
DG0007 213.7183 63.3562 3.353e-16 1.727e-16 1.042e-16 104.3304 882.29
DG0008 213.7672 62.8206 4.181e-16 3.081e-16 1.568e-16 88.4196 880.37
DG0009 213.2166 63.1533 4.240e-16 2.542e-16 1.240e-16 78.499 880.55
DG0010 213.3024 62.9217 3.649e-16 3.181e-16 1.663e-16 93.636 880.72
DG0011 213.7434 62.8310 3.144e-16 2.610e-16 1.391e-16 84.1724 880.36
DG0012 213.0824 63.4400 6.084e-16 3.602e-16 1.642e-16 104.5598 880.77
DG0013 213.5068 63.2192 4.203e-16 4.019e-16 1.091e-16 99.0526 880.25
DG0014 213.4706 63.1062 3.758e-16 2.908e-16 1.238e-16 75.7139 882.4
DG0015 213.1053 63.2558 2.678e-16 2.764e-16 1.574e-16 90.5647 882.41
DG0016 213.1402 62.8377 4.458e-16 2.020e-16 1.381e-16 79.9641 882.17
DG0017 213.5086 63.1739 4.727e-16 2.826e-16 1.532e-16 89.1641 882.4
DG0018 160.5136 134.4156 6.899e-16 6.895e-16 3.967e-16 122.8847 675.93
DG0019 160.2249 134.4577 7.138e-16 6.837e-16 2.870e-16 128.8845 676.38
DG0020 160.3336 134.4999 6.151e-16 4.483e-16 1.966e-16 163.5683 676.37
DG0021 170.1936 154.0220 9.477e-17 7.368e-17 3.243e-17 85.7144 1661.47
DG0022 170.2585 154.0087 1.176e-16 1.089e-16 5.483e-17 47.7549 1661.91
DG0023 170.0499 154.0698 8.617e-17 7.941e-17 5.386e-17 46.4903 1661.28
DG0024 170.1952 153.9728 1.311e-16 8.729e-17 4.658e-17 52.3357 1660.31
DG0025 170.1066 153.9249 1.182e-16 1.163e-16 3.229e-17 44.3585 1660.62
DG0026 170.2004 154.0815 1.150e-16 1.136e-16 5.696e-17 63.567 1660.57
DG0027 65.2485 58.8915 2.216e-15 1.673e-15 4.915e-16 223.5041 567.06
DG0028 65.7624 57.3120 8.364e-16 5.078e-16 2.686e-16 121.8099 565.64
